geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00106132,83.1,13,3.9
E00106133,82.8,11.6,5.6
E00106134,65.1,16.9,17.9
E00106135,79.5,17.1,3.4
E00106136,72.2,17.2,10.7
E00106137,79.2,16.1,4.7
E00106138,84.4,11.1,4.5
E00106139,80,12,8
E00106140,81.9,12.4,5.7
E00106141,67.5,22.5,10
E00106142,72.5,19.1,8.4
E00106143,84.6,12.2,3.2
E00106144,78.3,12.1,9.7
E00106145,79.5,12.7,7.7
E00106146,80.6,13.6,5.8
E00106147,60,23.7,16.3
E00106148,81.9,13.5,4.6
E00106149,81.2,14.2,4.5
E00106150,86.8,7.8,5.3
E00106151,81.5,13.2,5.3
E00106152,79.9,13.8,6.2
E00106153,75.2,17.2,7.7
E00106154,81.4,12,6.6
E00106155,62.6,22.6,14.8
E00106156,82.7,12.2,5.2
E00106157,75.7,14.7,9.7
E00106158,80.9,13.8,5.4
E00106159,84.9,11.3,3.8
E00106162,76.6,15.7,7.6
E00106163,72.5,21.2,6.3
E00106164,79.5,14.1,6.4
E00106165,77.1,15.3,7.6
E00106166,85.8,10.5,3.8
E00106167,81.8,13.7,4.5
E00106168,67.9,22.6,9.5
E00106169,80.7,13.6,5.7
E00106170,80.7,13.9,5.4
E00106171,84.6,12.2,3.1
E00106172,87.1,11.4,1.5
E00106173,84,12.2,3.8
E00106174,82.7,9.5,7.7
E00106175,76.3,19.1,4.6
E00106176,83.6,12.9,3.5
E00106177,72,17.5,10.5
E00106178,71.3,17.7,11
E00106179,71.9,22,6.1
E00106180,64.1,25.8,10.1
E00106181,79.3,15.1,5.6
E00106182,78.1,15.3,6.6
E00106183,81.2,13.2,5.6
E00106184,78.6,15.4,6.1
E00106185,63.1,20.2,16.7
E00106186,69.6,17.9,12.6
E00106187,68.1,21.8,10.1
E00106188,82.6,11.5,5.9
E00106189,83.1,12.1,4.9
E00106190,69.5,19.2,11.3
E00106191,76.1,18.6,5.3
E00106192,75,18.4,6.6
E00106193,76.5,17.6,5.9
E00106194,69.8,17.3,12.9
E00106195,76.7,13.8,9.4
E00106196,81.1,12.8,6.2
E00106197,73.1,17.1,9.8
E00106198,71.4,19.8,8.7
E00106199,76.4,14,9.5
E00106200,79.7,16.3,3.9
E00106201,65.7,22.3,12
E00106202,85.7,12.1,2.2
E00106203,85,10,5
E00106204,74.6,18.2,7.3
E00106205,81.6,13.9,4.5
E00106206,76.9,16.5,6.6
E00106207,75.3,17.9,6.8
E00106208,62.5,17.4,20.1
E00106209,81.1,11.5,7.4
E00106210,81.4,12.9,5.7
E00106211,64.5,18.5,17
E00106212,76,19,4.9
E00106213,72.7,17,10.2
E00106214,80.6,13.9,5.5
E00106217,67,21.1,11.9
E00106218,77.2,15.3,7.4
E00106219,80.7,14.8,4.6
E00106220,68.1,23,8.9
E00106221,83,14.4,2.6
E00106222,79,9.6,11.4
E00106223,74,15.7,10.4
E00106224,82.9,12.9,4.1
E00106225,85.8,10.8,3.3
E00106226,77.4,16.3,6.3
E00106227,82.2,12.7,5.2
E00106228,87,9.5,3.4
E00106229,75,19,6
E00106230,76.6,17.7,5.6
E00106231,70.2,16.5,13.3
E00106232,78.8,15.7,5.5
E00106233,81.3,12.8,5.9
E00106234,79.9,14.6,5.5
E00106235,77,15.6,7.4
E00106236,77.8,12,10.2
E00106237,77,12.9,10.1
E00106238,78.2,14.5,7.3
E00106239,49.4,35.3,15.4
E00106240,74.2,18.9,7
E00106241,66.9,20,13.1
E00106242,76.5,18.7,4.8
E00106243,77.5,16.8,5.7
E00106244,74.4,16.8,8.8
E00106245,56.3,26.8,16.9
E00106246,66.3,18.9,14.8
E00106247,82.8,12.1,5.1
E00106248,71.4,21.1,7.5
E00106249,58.6,27.4,14
E00106250,74.6,18.1,7.4
E00106251,82.8,15.4,1.9
E00106252,77.6,18.4,3.9
E00106253,87.2,9.7,3
E00106254,71.1,23.3,5.7
E00106255,81.9,15.5,2.5
E00106256,75.6,18.2,6.2
E00106257,82.5,15.6,1.9
E00106258,78.7,16,5.3
E00106259,81.3,13.7,5
E00106260,77.8,17.3,4.8
E00106261,82.9,12.8,4.3
E00106262,62,27.4,10.6
E00106263,62,25.5,12.5
E00106264,74.3,17.5,8.2
E00106265,74.5,16.3,9.2
E00106266,80.6,13.5,6
E00106267,80,15.7,4.3
E00106268,75.4,18.1,6.4
E00106269,53.5,31.9,14.6
E00106270,75.7,17.6,6.8
E00106271,71.5,20.4,8.1
E00106272,65.6,25.6,8.7
E00106273,76.7,18.6,4.7
E00106274,72.9,22.7,4.4
E00106276,80.9,14.2,4.9
E00106277,79.2,15.9,4.9
E00106278,78.5,15.4,6.2
E00106280,78.4,16.2,5.4
E00106281,78.5,17.2,4.3
E00106282,79.1,13.5,7.4
E00106283,75.6,14.9,9.5
E00106284,65.1,24.3,10.6
E00106285,69.1,23.6,7.3
E00106286,82.8,8.8,8.4
E00106287,81.2,15.7,3.1
E00106288,79.8,13.2,7
