geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00137374,29.6,44.1,18.8,7.5
E00138100,46,20.6,3.7,29.6
E00138117,8.4,20.5,15.8,55.3
E00138118,7.3,12,29.7,51
E00138119,2.4,5.8,82.5,9.2
E00138121,5.4,19.8,46.1,28.7
E00138122,18.5,18.5,6.7,56.3
E00138123,19.7,19,3.6,57.7
E00138124,9.5,21,27.6,41.9
E00138125,16.8,20.1,4,59.1
E00138126,5.1,11.7,13.2,70.1
E00138127,3.9,7.7,71.6,16.8
E00138128,9,23.1,9.6,58.3
E00138129,8.6,12.5,10.5,68.4
E00138130,13.7,22.6,6.8,56.8
E00138131,7.6,11.4,50,31.1
E00138132,19.1,19.1,6.1,55.7
E00138133,15.9,15.2,11.9,57
E00138134,13,21.4,6.9,58.8
E00138135,9.2,4.6,54.9,31.4
E00138136,11.3,22.2,9.6,57
E00138137,13.6,15.6,6.8,63.9
E00138138,10.8,21,16.6,51.6
E00138142,0,14.8,70.3,14.8
E00138143,8.6,22.1,30.7,38.6
E00138144,22,15.6,6.4,56
E00138145,6.8,4.5,87.2,1.5
E00138146,20.9,14.8,4.3,60
E00138147,3.1,19.5,60.2,17.2
E00138148,18.2,31.1,4.5,46.2
E00138149,3.4,11.8,53.8,31.1
E00138150,4.8,8.7,74.6,11.9
E00138151,3.6,12.7,56.4,27.3
E00138152,4.3,7.6,69.6,18.5
E00138153,8.9,40.6,13.9,36.7
E00138154,24.2,28.2,15.3,32.3
E00138155,29.9,33.1,17.3,19.7
E00138156,19.3,55.2,0,25.5
E00138157,43.4,45.1,0.8,10.7
E00138158,11.5,29.3,3.2,56.1
E00138160,13.8,26,4.1,56.1
E00138162,19.5,22.6,2.3,55.6
E00138163,35.6,34.8,1.5,28.1
E00138164,28.3,31.2,2.9,37.7
E00138165,20.4,33.6,1.8,44.2
E00138166,31.9,39.7,0.9,27.6
E00138167,15.3,26.6,43.5,14.5
E00138168,37.5,33.3,5,24.2
E00138169,28.8,38.8,0,32.4
E00138170,15.2,21,55.1,8.7
E00138171,14.3,28.6,41.3,15.9
E00138172,24.6,27.8,35.7,11.9
E00138173,7.4,21.5,55.4,15.7
E00138174,47.8,40.6,0,11.6
E00138175,18.3,22.5,50,9.2
E00138176,17.6,29,45,8.4
E00138177,35.9,52.1,0,12
E00138178,25.6,40.5,2.6,31.3
E00138179,34.4,51.9,0,13.7
E00138180,12.3,38.4,37.7,11.6
E00138181,26.8,43.3,20.5,9.4
E00138182,16.2,42.5,0.6,40.7
E00138183,31.7,40.6,1.1,26.7
E00138184,20.5,51.5,0.8,27.3
E00138185,4.7,15.6,65.6,14.1
E00138186,35.7,50.4,0.8,13.2
E00138187,21.3,27,1.6,50
E00138188,64.6,31.5,0,3.9
E00138189,24.4,40,0,35.6
E00138190,19.2,33.3,3.3,44.2
E00138191,44.1,49,0,6.9
E00138192,58.1,30.1,0,11.8
E00138193,59,28.7,0,12.3
E00138194,29.6,48.8,1.6,20
E00138195,35.1,45.9,0.9,18
E00138196,48.4,46.1,0.8,4.7
E00138197,41.9,49.5,1,7.6
E00138198,20.6,52.7,1.5,25.2
E00138199,23.8,53.1,0,23.1
E00138200,35.1,55.7,3.1,6.2
E00138201,32.6,57,0,10.4
E00138202,26.1,44.2,0.7,29
E00138203,50.5,39.4,0,10.1
E00138204,20,30.3,2.8,46.9
E00138205,16.3,42.3,1.6,39.8
E00138206,18.3,38.5,1.8,41.3
E00138207,32.4,44.6,0,23
E00138208,66,28.3,1.9,3.8
E00138209,38.6,37.9,0.7,22.9
E00138210,37.8,53.2,2.7,6.3
E00138295,19.8,35.6,22.8,21.8
E00138298,19.5,30.1,27.8,22.6
E00138299,36.4,31.8,0,31.8
E00138302,15.7,34,39.2,11.1
E00138304,22.6,34,26.4,17
E00138305,45.2,32.3,0.8,21.8
E00138306,29.6,42.4,0.8,27.2
E00138308,25.4,30.7,30.7,13.2
E00138310,21.8,32.7,9.1,36.4
E00138311,18.8,33.6,2.3,45.3
E00138312,27.7,38,2.9,31.4
E00138313,24.5,20.1,18,37.4
E00138315,20.4,32,5.8,41.7
E00138317,15.3,31.9,9.7,43.1
E00138320,8,19.7,38.5,33.8
E00138321,29,32.6,4.3,34.1
E00138322,12.2,37.4,4.3,46.1
E00138323,58.6,33.6,0.7,7.1
E00138324,44.8,30.3,1.2,23.6
E00138328,40.7,44.3,0,15
E00138329,60.2,30.8,0.8,8.3
E00138330,51.2,33.3,3.3,12.2
E00138331,47.1,38.8,0.8,13.2
E00138332,44.8,46.6,0,8.6
E00138333,71.4,18.8,0.8,9
E00138334,50.8,40.7,2.5,5.9
E00138335,36.6,25.9,1.8,35.7
E00138336,25.6,32.2,27.3,14.9
E00138337,24.2,14.8,43,18
E00138338,15.1,38.4,3.5,43
E00138339,13.3,41.4,12.4,32.9
E00138340,19.7,28.2,12,40.1
E00138341,24.7,35.6,1.4,38.4
E00138342,18.7,31.7,1.4,48.2
E00138343,20,29.3,11.3,39.3
E00138344,22.7,36.7,1.3,39.3
E00138345,23.3,41.8,15.9,19
E00138376,37.9,46,3.7,12.4
E00138377,47.2,31.3,18.1,3.5
E00138378,44.1,51.7,0,4.2
E00138382,10.5,23.3,59.4,6.8
E00138383,61.5,27.7,3.1,7.7
E00138386,63.6,31.4,0.7,4.3
E00138387,34.8,33.3,16.7,15.2
E00138391,37.7,56.5,0,5.8
E00138395,40.9,44.3,8.7,6
E00138399,30.7,45.7,12.9,10.7
E00138400,52.8,39.2,1.6,6.4
E00138401,40.8,36.6,9.2,13.4
E00138403,62.3,27.8,1.3,8.6
E00138404,41.1,51.2,0,7.8
E00138405,46.6,45.8,0.8,6.8
E00138406,31.7,38.6,0.5,29.2
E00138407,47.5,44.3,0,8.2
E00138408,25.4,32.5,32.5,9.5
E00138409,43.7,42.3,0,14.1
E00138410,24.8,46,2.7,26.5
E00138411,60.7,33.1,0,6.2
E00138412,49.2,38.3,0,12.5
E00138413,18.5,35,0.6,45.9
E00138414,52.6,32.6,9.5,5.3
E00138415,55.3,37.1,0,7.6
E00138416,42.1,48.2,1.8,7.9
E00138417,25.4,40.4,6.1,28.1
E00138418,60.7,35.5,0,3.7
E00138419,39.8,44.5,0,15.6
E00138420,30.7,52.3,9.7,7.4
E00138421,56.8,36.4,0,6.8
E00138422,40.2,52.5,0.8,6.6
E00138423,43.4,35.7,11.6,9.3
E00138424,68.8,24.2,0,7
E00138425,37.2,44.2,0.9,17.7
E00138426,35.2,40.8,1.4,22.5
E00138427,49.5,38.4,1,11.1
E00138428,54.1,33.1,1.5,11.3
E00138429,34.2,43.6,0.9,21.4
E00138431,10.8,26.1,49.5,13.5
E00138432,10.4,20.7,46.7,22.2
E00138434,26.3,45.5,6.2,22
E00138435,51.8,39.7,2.1,6.4
E00138436,40.3,47.1,2.5,10.1
E00138437,56.8,25.8,2.3,15.2
E00138438,36.1,43.5,5.6,14.8
E00138439,43.9,30.6,3.1,22.4
E00138440,46.2,32.6,12.9,8.3
E00138441,39.7,42.5,11.6,6.2
E00138442,38.7,28.3,5.7,27.4
E00138443,44.5,29.4,6.7,19.3
