geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00137374,11.7,44.1,3.9,38.9,1.4
E00138100,27.5,35,6.6,24.1,6.9
E00138117,26.8,39.1,5.6,23,5.6
E00138118,21.2,39.3,6.1,28.3,5.1
E00138119,32.7,39.5,4.4,20.7,2.7
E00138121,29.3,36.5,5.5,25.7,2.9
E00138122,29,37.9,6.3,22.1,4.8
E00138123,30.2,36.7,4,25.5,3.6
E00138124,14.1,38.3,5.8,37.9,3.9
E00138125,18.9,43,5.5,28.7,3.9
E00138126,21.7,33.2,3.3,34.7,7.1
E00138127,33.5,29.7,4.2,25.9,6.6
E00138128,21,39.4,6.8,29.4,3.5
E00138129,22.7,40,6.4,25.5,5.5
E00138130,24.9,38.2,6,27.2,3.7
E00138131,26.4,34.6,6.9,27.2,4.9
E00138132,28.3,37.2,6.3,24.5,3.7
E00138133,20.1,39.1,3.5,32.9,4.5
E00138134,23,35.8,8.7,30.6,1.9
E00138135,34,38.2,3.8,17.2,6.7
E00138136,26.8,33,5.4,30.3,4.4
E00138137,30.2,35.2,6,22.9,5.7
E00138138,27.2,32.7,6,30.5,3.5
E00138142,30.4,36.3,7,22.8,3.5
E00138143,19.8,42,7,26.8,4.3
E00138144,32.2,35.2,5.4,22.8,4.4
E00138145,34.9,30.3,8,20.6,6.3
E00138146,27.3,35.5,6.5,26.1,4.5
E00138147,24.5,38.8,4.3,27.1,5.3
E00138148,22.1,32,6.4,33.5,6
E00138149,22.7,37.6,4.6,28.4,6.7
E00138150,28.4,41.8,4.9,24.9,0
E00138151,29.6,47.3,4.1,15.4,3.6
E00138152,38.6,33.1,8.7,14.2,5.5
E00138153,20.8,37.9,8.4,27.6,5.3
E00138154,21.1,42.3,6.6,26.9,3.1
E00138155,20.1,49.5,5.9,23.1,1.5
E00138156,16.2,44.7,3.6,31.5,4
E00138157,14.6,41.7,9.3,32.4,2
E00138158,18.7,43,5.3,31,2.1
E00138160,19,43.6,6.9,27.7,2.8
E00138162,22.8,44.6,6.3,23.8,2.6
E00138163,27.7,46.2,5,19.6,1.5
E00138164,23.7,39.5,11.3,22.6,3
E00138165,20.6,44.1,10.5,21.4,3.4
E00138166,22.4,48.2,3.9,23.5,2
E00138167,28.9,46.7,2.6,19.6,2.2
E00138168,20.8,38,5.2,32,4
E00138169,14.7,47.2,4.4,30.7,2.9
E00138170,28.1,39.3,5.2,23,4.4
E00138171,28.6,42.7,7.9,17.8,2.9
E00138172,25,43.4,4.9,24.7,2.1
E00138173,25,45.2,4.8,19.3,5.7
E00138174,15,38.2,9,35.2,2.6
E00138175,31.3,40,6.3,22.5,0
E00138176,32.4,33.8,6.4,26,1.4
E00138177,10,49.8,5.2,32.3,2.8
E00138178,10.5,48.7,5.1,32.4,3.4
E00138179,18.6,48.7,6.3,23.8,2.6
E00138180,25.2,47.9,4.3,20.2,2.5
E00138181,32,36,3.3,26.5,2.2
E00138182,18.9,40.7,3.5,35.6,1.3
E00138183,11.9,45.3,5.1,33.6,4.1
E00138184,13.1,45.2,5.9,32.8,3
E00138185,16.8,53.3,5.6,22.4,1.9
E00138186,17.5,41.6,4.2,34.1,2.6
E00138187,17.9,43,3.4,32.9,2.9
E00138188,18.9,41,5.6,30.9,3.6
E00138189,20.4,44.5,5.7,26,3.4
E00138190,11.4,45,5.2,34.6,3.8
E00138191,14.7,44.5,5.2,33.6,1.9
E00138192,18.5,37,6,37,1.6
E00138193,20,43.9,7.1,26.7,2.4
E00138194,8.7,46.5,6.9,34.5,3.3
E00138195,13.7,42.4,4.3,37.6,2
E00138196,10.3,42.6,6,39.4,1.8
E00138197,8.1,39.8,5.7,43.1,3.3
E00138198,9.8,52.2,4.7,30,3.4
E00138199,10.5,49.4,8.2,30,1.9
E00138200,10.4,36.1,3,50.4,0
E00138201,7.9,48.6,5.5,36.6,1.4
E00138202,10.4,48.4,4.4,31.6,5.2
E00138203,9.6,47.4,3.9,37,2.2
E00138204,13.6,41.9,10.9,30.2,3.4
E00138205,13.4,42.4,4.6,34,5.5
E00138206,11.8,49.1,5.7,29.2,4.2
E00138207,8.4,51.3,6.4,28.9,5
E00138208,22.6,37.3,6.2,29.4,4.5
E00138209,14.2,40.9,2.9,39.4,2.6
E00138210,6.3,46.6,4.2,39.9,2.9
E00138295,20.8,40.7,7.4,26.4,4.6
E00138298,17.3,45.3,8.3,25.6,3.5
E00138299,25,37.5,4.5,27.7,5.3
E00138302,19.8,44.8,5.6,28,1.9
E00138304,25.4,36.6,11.7,20,6.3
E00138305,25.3,36,7.1,27.6,4
E00138306,15.2,42.8,6.4,33.6,2
E00138308,27.6,37.7,7.9,23.4,3.3
E00138310,15,44,4.3,34.8,1.9
E00138311,14.3,41.2,5,38.2,1.3
E00138312,25.2,34.6,5.3,30.5,4.4
E00138313,23.3,33.5,8.6,30.1,4.5
E00138315,28.3,34.8,2.2,26.2,8.6
E00138317,17.2,39.5,6.2,34.2,2.9
E00138320,23.1,42.1,3.1,29.9,1.9
E00138321,16.5,40.3,3.7,37.4,2.2
E00138322,13.4,39.8,6.1,38.2,2.4
E00138323,18.3,37,9.5,32.6,2.6
E00138324,17,36.3,5.7,39.1,1.9
E00138328,18.4,48.1,9.4,21.8,2.3
E00138329,23.5,37.6,9,26.7,3.1
E00138330,20.6,41.2,6.7,26.5,5
E00138331,19.9,43.7,6.5,26.4,3.5
E00138332,11.5,44.3,8.2,32.8,3.3
E00138333,36.7,29.8,11.5,18.3,3.7
E00138334,18.8,46.6,7.2,21.5,5.8
E00138335,15.6,42.5,6.1,32.4,3.4
E00138336,22.4,31.7,8.3,34.1,3.4
