geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00112731,84.9,10.1,4.9
E00112736,87.8,8.8,3.4
E00112741,84.1,10.4,5.4
E00112743,83,11,6
E00112744,85.1,11.4,3.5
E00112745,79.5,16.5,4
E00112746,78.5,13.9,7.6
E00112748,75.9,19.3,4.8
E00112749,89.3,8.7,2
E00112750,80.8,12,7.3
E00112751,77.4,14.2,8.4
E00158950,72.1,17.1,10.8
E00158951,87.6,11.5,1
E00158952,77,19.2,3.8
E00158953,74.4,21,4.6
E00158954,74.5,18.3,7.2
E00158955,73.1,18.5,8.4
E00158956,89.1,9.4,1.5
E00158957,85.1,12.2,2.7
E00158958,85.4,9.9,4.7
E00158959,70.2,21.8,8.1
E00158960,63.3,23.3,13.3
E00158961,79.3,17.7,3
E00158962,83,13.1,3.9
E00158963,78.9,18.5,2.6
E00158964,84.8,11.7,3.5
E00158965,89,9.4,1.6
E00158966,78.3,15.8,6
E00158967,79.5,15.2,5.3
E00158968,70.5,22.2,7.3
E00158969,81.1,16.1,2.8
E00158970,84.8,12.8,2.4
E00158971,86.8,10.8,2.4
E00158972,93.5,3.7,2.9
E00158973,81.7,13.6,4.6
E00158974,93.9,4.8,1.3
E00158976,78.7,15,6.3
E00158977,79.3,15.3,5.4
E00158978,82.6,13.3,4.1
E00158979,84.7,12.3,2.9
E00158980,83.2,13.6,3.2
E00158982,64.8,25.5,9.7
E00158984,89.4,9,1.6
E00158985,86.3,11.1,2.6
E00158986,86.1,10,3.9
E00158987,77.8,15.9,6.3
E00158988,88.4,9.3,2.3
E00158989,83.5,12.5,4
E00158990,77.1,15.3,7.6
E00158991,86.5,9.4,4.1
E00158992,87.3,9.6,3.1
E00158994,87.6,10.4,2
E00158995,78.6,16.3,5.1
E00158996,85,10.9,4.1
E00158997,82.4,11.3,6.3
E00158998,85.7,11.8,2.5
E00158999,86.4,8.1,5.5
E00159001,77.1,18.7,4.2
E00159002,84.3,13.6,2.1
E00159003,74.6,19,6.5
E00159004,71.1,21.1,7.7
E00159005,79.9,15,5.2
E00159006,84.7,12,3.2
E00159007,86,12.1,1.9
E00159080,86,10.1,3.9
E00159097,68.9,16.1,15
E00159098,87.1,9.7,3.2
E00159099,76.2,14.6,9.2
E00159100,83.2,15,1.9
E00159101,81.7,16.3,2.1
E00159102,84.5,11.1,4.4
E00159103,86,11,3
E00159104,88.5,7.3,4.2
E00159131,88.9,8.8,2.3
E00159133,82.5,12,5.5
E00159135,83,12.8,4.3
E00159275,80.9,13.2,5.9
E00159276,74,18.6,7.4
E00159289,79.3,13.4,7.4
E00159291,81.1,13.3,5.6
E00159292,80.8,13.4,5.8
E00159293,77.7,17.2,5.2
E00159326,86.7,10.5,2.8
E00159327,85.1,12.7,2.2
E00159328,84.4,12.8,2.8
E00159329,84.4,11,4.6
E00159330,79,16.2,4.9
E00159331,91.7,4.7,3.6
E00164394,86.6,10.8,2.6
E00164396,85.3,11.5,3.3
E00164397,80.2,16.1,3.7
E00164398,82.1,14.5,3.5
E00164399,87.8,8.3,3.9
E00164400,77,15.6,7.4
E00164401,84.6,10.1,5.3
E00164408,87.7,9.4,2.9
E00164409,86.9,9.1,4
E00164410,85,11.5,3.4
E00164411,86.8,10.6,2.6
E00164947,86.9,9.5,3.5
E00164948,79.4,15.9,4.6
E00164949,84.2,11.7,4.2
E00164950,83.6,14,2.5
E00164951,80,15.7,4.3
E00164952,83,11.9,5.1
E00164953,80.2,15.2,4.5
E00164954,74.7,15.4,9.9
E00164955,83.5,12.3,4.2
E00164956,85.4,12.2,2.4
E00164957,83.9,13.5,2.6
E00164958,86,10.9,3
E00164959,83,15.5,1.5
E00164960,85.8,10.3,3.9
E00164961,83.8,13.8,2.4
E00164962,85.5,10.3,4.2
E00164966,76.3,15.2,8.6
E00164967,81.1,14.4,4.5
E00164968,88.1,10.6,1.3
E00164969,76.6,20.7,2.7
E00164970,82.8,11.5,5.7
E00164971,87.9,9.9,2.2
E00164972,90.9,6.2,3
E00164975,87.1,9.8,3.1
E00164977,86.4,8.7,4.9
E00164989,83.6,13.8,2.6
E00164990,82.1,12,5.9
E00164991,82.7,12.5,4.8
E00164992,78.6,13.2,8.3
E00164993,82.2,13.3,4.4
E00164994,76.9,14.9,8.3
E00164995,86.2,13,0.7
E00164996,83.7,13,3.3
E00164997,83.5,13.1,3.4
E00165012,80.1,15.8,4.1
E00165014,76.3,16.5,7.1
E00165015,85.2,11.1,3.7
E00165016,84.8,11.8,3.4
E00165025,83.3,13.1,3.6
E00165026,86.6,11.4,2
E00165027,87.2,10.6,2.2
E00165028,85,12.3,2.7
E00165029,80.7,14.2,5.1
E00165110,85.2,11.9,2.8
E00165115,87.2,9.9,2.9
E00165116,73.5,18.6,7.9
E00165119,79,14.3,6.6
E00165120,86.3,10.5,3.3
E00165121,80.5,12.9,6.6
E00165122,76.3,17.9,5.8
E00165123,80.5,14.1,5.4
E00165127,73.7,18.1,8.2
E00165128,81.3,12.9,5.8
E00165129,81.4,12.5,6.1
E00165130,81.7,14.1,4.3
E00165131,70,20.3,9.7
E00165132,70.6,19.7,9.6
E00165133,71.1,22.4,6.5
E00165134,83.6,12.8,3.6
E00165135,85.8,11.3,2.9
E00165136,79,14.4,6.6
E00165137,85.9,10.3,3.8
E00165138,81.6,14.6,3.8
E00165139,87,10.6,2.5
E00165140,81,12.5,6.5
E00165141,68.2,21.2,10.6
E00165142,76,17.5,6.5
E00165143,80,17.1,2.9
E00165144,82,13.4,4.7
E00165146,80.7,14.8,4.5
E00165147,86.9,10.8,2.3
E00165148,75.6,18,6.4
E00165149,86.9,11.1,2
E00165150,77.4,18.9,3.8
E00165151,89.8,8.6,1.6
E00165152,79.8,14.1,6.1
E00165153,75.2,19.3,5.6
E00165154,84.6,10,5.4
E00165155,60.5,30.1,9.5
E00165156,80.2,14,5.8
E00165157,84.1,12.8,3.1
E00165158,75.5,17.4,7.2
E00165159,68.7,19.8,11.5
E00165160,83.6,11.4,5
E00165161,72.6,19.2,8.1
E00165162,81.9,14.7,3.4
E00165163,82.9,16,1
E00165164,84.1,13,2.9
E00165165,75.9,18.3,5.8
E00165166,85.4,11.1,3.5
E00165167,81.2,15.5,3.2
E00165168,72.4,19.4,8.2
E00165169,79.3,14.8,5.9
E00165170,74.7,22.4,2.9
E00165171,76.6,15.5,7.9
E00165172,77.9,17.4,4.6
E00165173,73.7,18,8.2
E00165176,84.8,11.9,3.3
E00165177,75.9,18.4,5.7
E00165178,69.5,22.9,7.6
E00165179,74.9,16.7,8.4
E00165180,76.2,14.2,9.6
E00165191,81.6,12.6,5.8
E00165192,82.3,11.6,6.2
E00165193,74.8,14.8,10.4
E00165194,80.3,15.8,3.9
E00165195,82.8,13.3,3.9
E00165196,72.5,22.8,4.6
E00165197,77.5,13.2,9.3
E00165198,71.5,17.5,11
E00165199,86.9,11,2.1
E00165200,78.4,13.1,8.6
E00165201,85.9,10.3,3.8
E00165202,83.3,12.5,4.2
E00165203,82.1,13.6,4.3
E00165204,86.4,10.4,3.2
E00165205,81.1,13.5,5.4
E00165206,80.8,13.1,6.1
E00165207,88.5,8.5,3
E00165208,84.9,11.5,3.6
E00165209,85.2,11.6,3.2
E00165210,85.5,12.7,1.8
E00165211,78.5,16.8,4.7
E00165212,85.6,9.9,4.5
E00165213,80.4,15.5,4.1
E00165214,84.4,11.8,3.8
E00165215,85.9,10.2,3.9
E00165217,88,10.2,1.8
E00165218,85.9,10.7,3.4
E00165219,86.6,10.1,3.3
E00165220,79.5,14.1,6.5
E00165221,85,13,2
E00165222,85.4,11.1,3.6
E00165223,85.1,11.9,3
E00165224,86.1,9.8,4.1
E00165225,85,10.4,4.6
E00165226,87.3,9.9,2.8
E00165227,88.8,7.6,3.5
E00165228,86.9,10.4,2.8
E00165229,86,10.2,3.8
E00165230,91.6,8.1,0.3
E00165231,87.7,10.6,1.6
E00165232,81.1,16.3,2.6
E00165233,91.8,6.8,1.4
E00165234,86.8,10.6,2.6
E00165235,79.6,17,3.3
E00165236,83.4,12.2,4.5
E00165237,81.8,15,3.1
E00165238,82.7,11.7,5.6
E00165240,89.2,8.7,2.2
E00165241,93.2,5.1,1.7
E00165242,69.9,22.1,8
E00165278,85.2,10.7,4.1
E00165279,76.9,16.2,6.9
E00165280,82.9,12.5,4.6
E00165283,73.7,19.4,6.9
E00165284,66.3,19.8,14
E00165285,83.5,12.6,3.9
E00165286,75.4,19,5.6
E00165287,81.5,12.9,5.6
E00165288,80.7,14.5,4.8
E00165289,76.3,14.4,9.3
E00165290,81.3,12.5,6.2
E00165291,78.5,13.8,7.7
E00165292,84.5,11.9,3.6
E00165293,78.1,16.7,5.2
E00165294,65.5,21,13.4
E00165295,78.2,15.8,6
E00165296,82.8,14.4,2.8
E00165297,71.7,19.2,9.1
E00165298,78.7,19.6,1.7
E00165299,83.1,13.9,3
E00165300,64.9,31.3,3.7
E00165301,76.3,18.4,5.3
E00165302,77.4,15.9,6.7
E00165303,71.1,18.2,10.7
E00165304,84.9,11.9,3.1
E00165305,85.2,13.2,1.6
E00165306,82.7,13.4,3.9
E00165307,78.5,16.7,4.8
E00165309,73.5,15.7,10.8
E00165310,69,22.4,8.6
E00165311,81.5,14.2,4.3
E00165312,77,18.5,4.4
E00165321,84.9,13,2
E00165322,80.7,9.3,9.9
E00165323,82.2,14.9,2.9
E00165324,72.2,17.1,10.7
E00165325,80.3,15.8,3.9
E00165326,86.9,10.6,2.5
E00165327,78.6,15.4,6
E00165329,82.7,14,3.3
E00165331,83.8,11,5.2
E00165332,88.3,8.6,3.1
E00165333,80.5,13.2,6.3
E00165334,90.5,6.8,2.7
E00165335,81.5,11.5,7
E00165336,89.3,8.6,2.1
E00165338,85.5,9.9,4.6
E00171599,86.7,9.8,3.5
E00171600,71,21.7,7.3
E00171601,86.8,11.1,2.1
E00171602,86.3,12,1.7
E00171603,90.7,9.3,0
E00171604,86.7,9.6,3.6
E00171605,78,17.6,4.4
E00181275,87.4,8.2,4.4
E00181282,80.9,13,6.2
E00181290,90.4,6.6,3.1
E00181291,87,10.6,2.4
E00181292,88.2,9.4,2.5
E00181295,90.4,8,1.6
E00181297,90.6,7.8,1.6
E00181301,84.9,12.8,2.3
E00181306,73.1,12,14.8
E00181322,88.9,7.4,3.7
E00181325,83.4,11.9,4.7
E00181332,86.7,9.4,4
E00181335,88.1,5.2,6.7
E00181341,83.8,14.6,1.5
E00181349,90.8,7.2,2
E00181350,60.9,26.8,12.3
E00181351,90,7.8,2.2
E00181356,72.3,20,7.7
E00181360,85.6,10.8,3.7
E00181392,79.5,15.4,5
E00181394,87.8,7.2,5
E00181400,81.9,13.1,5
E00181401,85,12,2.9
E00181404,79.7,15.8,4.5
E00181409,94.5,4.6,0.8
E00181410,89.5,9,1.5
E00186320,84,11.7,4.3
E00186871,92.4,5.7,1.9
E00186879,94.7,5.3,0
E00186882,93.3,5.1,1.6
E00186917,86.3,10.8,3
E00186931,85.5,10.5,4
E00186939,91.5,8.5,0
E00186941,91.7,5.7,2.6
E00186961,82.8,12.9,4.3
E00186973,92.5,5.4,2.1
E00186988,90,9.3,0.7
E00186992,89.2,9.1,1.7
