geography_code,in_full_time_education-001,in_full_time_education-002
E00112731,21.9,78.1
E00112736,16.4,83.6
E00112741,16.1,83.9
E00112743,15.3,84.7
E00112744,21,79
E00112745,16.7,83.3
E00112746,14.8,85.2
E00112748,10.9,89.1
E00112749,16.9,83.1
E00112750,18,82
E00112751,10.1,89.9
E00158950,13.6,86.4
E00158951,20.7,79.3
E00158952,12.2,87.8
E00158953,9.5,90.5
E00158954,12.2,87.8
E00158955,18.1,81.9
E00158956,15,85
E00158957,22.8,77.2
E00158958,16.3,83.7
E00158959,9.2,90.8
E00158960,2.8,97.2
E00158961,13.2,86.8
E00158962,10,90
E00158963,8.7,91.3
E00158964,14.4,85.6
E00158965,12.9,87.1
E00158966,21.2,78.8
E00158967,10.9,89.1
E00158968,15.9,84.1
E00158969,21.5,78.5
E00158970,15.1,84.9
E00158971,17.2,82.8
E00158972,14.1,85.9
E00158973,12.8,87.2
E00158974,12.9,87.1
E00158976,5.5,94.5
E00158977,10.2,89.8
E00158978,11.3,88.7
E00158979,14.2,85.8
E00158980,18.5,81.5
E00158982,6.2,93.8
E00158984,13.8,86.2
E00158985,16.5,83.5
E00158986,19,81
E00158987,12.5,87.5
E00158988,19.3,80.7
E00158989,12.7,87.3
E00158990,20.2,79.8
E00158991,13.3,86.7
E00158992,16,84
E00158994,14.8,85.2
E00158995,22.8,77.2
E00158996,13.4,86.6
E00158997,16.3,83.7
E00158998,23.4,76.6
E00158999,9.1,90.9
E00159001,9.6,90.4
E00159002,14.6,85.4
E00159003,16.6,83.4
E00159004,12.1,87.9
E00159005,15.2,84.8
E00159006,12.5,87.5
E00159007,11,89
E00159080,20.3,79.7
E00159097,7.6,92.4
E00159098,12.3,87.7
E00159099,15.2,84.8
E00159100,16.8,83.2
E00159101,17.8,82.2
E00159102,22.6,77.4
E00159103,14.8,85.2
E00159104,16,84
E00159131,18.2,81.8
E00159133,10.3,89.7
E00159135,20.8,79.2
E00159275,23,77
E00159276,18.9,81.1
E00159289,22.9,77.1
E00159291,26.1,73.9
E00159292,24.8,75.2
E00159293,14.3,85.7
E00159326,15.8,84.2
E00159327,19.1,80.9
E00159328,16.8,83.2
E00159329,17.3,82.7
E00159330,12.7,87.3
E00159331,18.1,81.9
E00164394,19.3,80.8
E00164396,16.2,83.8
E00164397,14.9,85.1
E00164398,16.6,83.4
E00164399,19.2,80.8
E00164400,15.3,84.7
E00164401,15.8,84.2
E00164408,19.4,80.6
E00164409,18,82
E00164410,14,86
E00164411,9.4,90.6
E00164947,19.3,80.7
E00164948,18.6,81.4
E00164949,12.5,87.5
E00164950,16.9,83.1
E00164951,11.7,88.3
E00164952,10.8,89.2
E00164953,15.7,84.3
E00164954,15.3,84.7
E00164955,13.4,86.6
E00164956,17.7,82.3
E00164957,10.7,89.3
E00164958,12.5,87.5
E00164959,10.8,89.2
E00164960,13.8,86.2
E00164961,20.4,79.6
E00164962,14.8,85.2
E00164966,10.4,89.6
E00164967,23.2,76.8
E00164968,15.1,84.9
E00164969,12.6,87.4
E00164970,25,75
E00164971,18.7,81.3
E00164972,12.7,87.3
E00164975,19.5,80.5
E00164977,13.8,86.2
E00164989,8.8,91.2
E00164990,18.6,81.4
E00164991,9.3,90.7
E00164992,19,81
E00164993,19.1,80.9
E00164994,9.9,90.1
E00164995,15.8,84.2
E00164996,15.6,84.4
E00164997,15.3,84.7
E00165012,14.6,85.4
E00165014,11.8,88.2
E00165015,12,88
E00165016,12.8,87.2
E00165025,15,85
E00165026,23.5,76.5
E00165027,14.1,85.9
E00165028,13.9,86.1
E00165029,18.7,81.3
E00165110,9.9,90.1
E00165115,12.6,87.4
