geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00112731,0.6,28.3,71.1
E00112736,4.2,23.8,72
E00112741,2,21.7,76.3
E00112743,3.6,29.3,67.1
E00112744,1.5,25.2,73.3
E00112745,6.4,35.2,58.4
E00112746,0,34.7,65.3
E00112748,0,31,69
E00112749,6.1,24.4,69.5
E00112750,3.8,26.7,69.5
E00112751,4,29.3,66.7
E00158950,2.4,46.8,50.8
E00158951,2.1,34.3,63.6
E00158952,2.2,46.3,51.5
E00158953,5.4,27.7,66.9
E00158954,5,29.2,65.8
E00158955,3,43.3,53.7
E00158956,3.3,28.7,68
E00158957,4.9,13.4,81.7
E00158958,4.9,27.9,67.2
E00158959,2.3,44.5,53.2
E00158960,0.8,70.1,29.1
E00158961,2.9,46,51.1
E00158962,2.8,54.2,43
E00158963,4.3,38.9,56.8
E00158964,0.6,36.8,62.6
E00158965,6.8,21.2,72
E00158966,3.9,21.3,74.8
E00158967,0.8,40.3,58.9
E00158968,3.9,31.8,64.3
E00158969,6.7,24.2,69.2
E00158970,3.1,26.8,70.1
E00158971,3.8,25,71.2
E00158972,2,27,71
E00158973,5.1,22.1,72.8
E00158974,2,23.5,74.5
E00158976,2.4,63.5,34.1
E00158977,8.3,23.9,67.9
E00158978,9,23,68
E00158979,4.4,19.4,76.3
E00158980,6.5,20.4,73.1
E00158982,2.6,35.9,61.5
E00158984,9.9,25.7,64.4
E00158985,6,22,72
E00158986,3.4,22.6,74
E00158987,2.9,41.5,55.6
E00158988,2.7,28.6,68.8
E00158989,5.6,19,75.4
E00158990,6,23.3,70.7
E00158991,5.8,15.1,79.1
E00158992,5.9,27.8,66.3
E00158994,3.8,25.4,70.8
E00158995,4.8,24.7,70.5
E00158996,5.1,21.2,73.7
E00158997,0.7,41.8,57.5
E00158998,7,20,73
E00158999,3.3,45.8,51
E00159001,3.9,26,70.1
E00159002,6.5,20.3,73.2
E00159003,5.8,23.7,70.5
E00159004,2.3,31.1,66.7
E00159005,2.6,20.9,76.5
E00159006,4,33.3,62.6
E00159007,0,26.7,73.3
E00159080,7.5,25.8,66.7
E00159097,2.9,42.9,54.3
E00159098,1.8,20.5,77.8
E00159099,2.5,27.2,70.4
E00159100,6.5,13,80.4
E00159101,2.4,25.4,72.2
E00159102,4.2,31.9,63.9
E00159103,2.5,26.1,71.4
E00159104,4.5,22.7,72.7
E00159131,8.6,24.3,67.1
E00159133,8,19.2,72.8
E00159135,5.1,25.3,69.7
E00159275,6.2,38,55.8
E00159276,5.9,34.1,60
E00159289,3.5,23.7,72.8
E00159291,4.2,26.3,69.5
E00159292,2.6,31,66.4
E00159293,2.5,26.1,71.3
E00159326,7,10.5,82.5
E00159327,4.9,23.8,71.4
E00159328,3.9,24.6,71.5
E00159329,4.4,22.1,73.5
E00159330,4,28.5,67.5
E00159331,5.7,21.4,72.9
E00164394,4.8,22.2,73.1
E00164396,2.9,23.3,73.8
E00164397,1.4,38.2,60.4
E00164398,8.8,19.1,72.1
E00164399,0,25.9,74.1
E00164400,5,40.8,54.2
E00164401,5.2,22.6,72.3
E00164408,4.3,29,66.7
E00164409,5.7,32.9,61.4
E00164410,4.3,23.4,72.3
E00164411,3.4,31.4,65.1
E00164947,6.2,18.6,75.2
E00164948,3.9,27.5,68.6
E00164949,1.7,39.2,59.2
E00164950,7.6,20.5,71.9
E00164951,3,29.1,67.9
E00164952,5.1,15.4,79.5
E00164953,2.6,17.8,79.6
E00164954,7.3,30.5,62.2
E00164955,6.5,25.3,68.3
