geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00045714,90.3,9.7
E00045715,91.9,8.1
E00046260,80.8,19.2
E00046261,83.1,16.9
E00046262,80.7,19.3
E00046263,83.5,16.5
E00046264,76.2,23.8
E00046267,71.2,28.8
E00046268,81.5,18.5
E00046269,81.2,18.8
E00046270,87.9,12.1
E00046271,80.2,19.8
E00046272,86,14
E00046273,84.3,15.7
E00046274,78.5,21.5
E00046275,78,22
E00046276,76.5,23.5
E00046277,79.3,20.7
E00046278,81.4,18.6
E00046279,78.7,21.3
E00046280,77.6,22.4
E00046281,87.3,12.7
E00046283,82.9,17.1
E00046303,75.1,24.9
E00046304,89.2,10.8
E00046305,83.4,16.6
E00046306,86.3,13.7
E00046307,86.1,13.9
E00046308,83,17
E00046309,85.8,14.2
E00046310,82,18
E00046311,84.2,15.8
E00046312,79.1,20.9
E00046313,82.1,17.9
E00046314,84.9,15.1
E00046315,83.3,16.7
E00046316,80.2,19.8
E00046317,92.5,7.5
E00046318,79.8,20.2
E00046319,76.8,23.2
E00046320,81.8,18.2
E00046321,76.5,23.5
E00046322,83.5,16.5
E00046323,83.8,16.2
E00046324,86,14
E00046325,79.3,20.7
E00046326,79.4,20.6
E00046327,79.8,20.2
E00046328,85.1,14.9
E00046329,81.9,18.1
E00046330,82.8,17.2
E00046331,84.8,15.2
E00046332,83.6,16.4
E00046333,86.8,13.2
E00046334,81,19
E00046335,81.7,18.3
E00046336,80.5,19.5
E00046337,76.8,23.2
E00046338,85,15
E00046339,82.8,17.2
E00046340,82.5,17.5
E00046341,76.5,23.5
E00046342,78.2,21.8
E00046343,75.9,24.1
E00046759,88.5,11.5
E00046760,87,13
E00046761,83.1,16.9
E00046762,88.1,11.9
E00046763,88.4,11.6
E00046764,78.2,21.8
E00046765,89,11
E00046766,82.3,17.7
E00046767,86.5,13.5
E00046768,80.7,19.3
E00046769,82.7,17.3
E00046770,84.3,15.7
E00046771,83.4,16.6
E00046772,87.5,12.5
E00046774,83.4,16.6
E00046775,82.5,17.5
E00046776,81.1,18.9
E00046787,94.1,5.9
E00046788,88.2,11.8
E00046789,95.5,4.5
E00046790,91.3,8.7
E00046791,93.9,6.1
E00046792,86.5,13.5
E00046793,90.2,9.8
E00046794,95.5,4.5
E00046795,88.1,11.9
E00046796,86,14
E00046797,88.2,11.8
E00046798,91.4,8.6
E00046799,86.1,13.9
E00046800,87.3,12.7
E00046801,82.5,17.5
E00046802,86.6,13.4
E00046803,86.3,13.7
E00046804,88.5,11.5
E00046805,91.9,8.1
E00046806,83.3,16.7
E00046807,95.7,4.3
E00046808,88.5,11.5
E00046809,86.3,13.7
E00046810,84.8,15.2
E00046811,90.7,9.3
E00046812,85.1,14.9
E00046813,86.3,13.7
E00046814,85.6,14.4
E00046815,93.7,6.3
E00046816,80.8,19.2
E00046817,84,16
E00046818,89,11
E00046819,91.1,8.9
E00046820,82.3,17.7
E00046821,83.8,16.2
E00046822,92.3,7.7
E00046823,90.2,9.8
E00046824,85.9,14.1
E00046825,89.8,10.2
E00046826,90.6,9.4
E00046827,88.6,11.4
E00046828,83,17
E00046829,89.3,10.7
E00046830,86.5,13.5
E00046831,86.8,13.2
E00046832,84.7,15.3
E00046833,87.4,12.6
E00046838,70.8,29.2
E00046839,86.3,13.7
E00046844,87.9,12.1
E00046875,78.1,21.9
E00046876,78.5,21.5
E00046877,84.2,15.8
E00046878,78.8,21.2
E00046879,81.8,18.2
E00046880,82.3,17.7
E00046881,78.2,21.8
E00046883,83.5,16.5
E00046884,83.5,16.5
E00046885,91.1,8.9
E00046886,81.2,18.8
E00046887,77.9,22.1
E00046888,82.4,17.6
E00046889,83.6,16.4
E00046890,69.2,30.8
E00046891,89.1,10.9
E00046892,79.7,20.3
E00046893,82.9,17.1
E00046894,85.2,14.8
E00046895,82,18
E00046896,77.9,22.1
E00046897,79.9,20.1
E00046898,74.8,25.2
E00046899,81.9,18.1
E00046900,89.7,10.3
E00046901,85.9,14.1
E00046902,81.1,18.9
E00047600,75.5,24.5
E00047654,86.5,13.5
E00047655,79.1,20.9
E00047658,75.8,24.2
E00047659,85.3,14.7
