geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00045714,27.2,37.5,3.9,28.9,2.6
E00045715,21,43.6,4.1,29.6,1.6
E00046260,33.6,40.1,3,19.8,3.4
E00046261,27.9,48.7,7.1,16,0.4
E00046262,26,41.3,5.2,22.9,4.5
E00046263,13.4,41.1,4.3,39.7,1.4
E00046264,28.8,36.9,4.5,27.6,2.1
E00046267,30.6,29,5.7,28.5,6.2
E00046268,17.2,32,2.9,46,1.9
E00046269,43.8,29.2,8.8,16.8,1.5
E00046270,23.9,36.9,7.2,28.8,3.2
E00046271,25.6,47.8,4.4,16.4,5.8
E00046272,39.1,37.4,5.5,14.7,3.4
E00046273,27.2,42.8,8.3,16.1,5.6
E00046274,30.1,42.5,3.7,21.5,2.3
E00046275,30.4,45.1,2.4,18.4,3.8
E00046276,27.1,36.6,1.5,28.1,6.7
E00046277,18.8,36.7,3.2,35.8,5.5
E00046278,30.9,43.5,4.6,17.6,3.4
E00046279,29.7,38.4,4.3,23.2,4.3
E00046280,30.3,41.8,3.4,21.2,3.4
E00046281,28.6,43.8,2.7,20.1,4.9
E00046283,22.5,40.7,3.2,29.8,3.9
E00046303,30.6,46.8,3.2,17.3,2
E00046304,38.5,39.1,3.4,16.7,2.3
E00046305,33.6,39.6,3.7,20.3,2.8
E00046306,32,42.3,5.7,20.1,0
E00046307,29,41.5,5.7,21,2.8
E00046308,27.1,44.3,5.9,17.6,5.1
E00046309,29.8,46.1,5.3,18.4,0.4
E00046310,33.5,40.2,5.6,17.9,2.8
E00046311,35.3,39,7.1,15.4,3.3
E00046312,26,46.3,2.3,23.7,1.7
E00046313,25.1,47.7,4.1,21,2.1
E00046314,29.3,45.6,5.7,17.1,2.3
E00046315,26.5,48.5,3,18.2,3.8
E00046316,32.6,40,6.5,19.1,1.9
E00046317,32.2,43.4,8.3,12.2,3.9
E00046318,34.7,39.3,7,16.3,2.7
E00046319,28.8,45.1,3.8,19.3,3
E00046320,33.9,41.4,6.2,15.4,3.1
E00046321,21.7,48.7,2.7,21.7,5.3
E00046322,33.3,41.2,5.6,19.9,0
E00046323,38.7,37.3,5.2,16,2.8
E00046324,25.5,50.5,5.9,15.5,2.7
E00046325,31.7,38.8,3.1,21.6,4.8
E00046326,34,40,3.2,20.4,2.4
E00046327,24.4,44.9,6.3,21.7,2.8
E00046328,30.1,40.2,6,20.5,3.2
E00046329,40,35.5,2.4,18.4,3.7
