geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00045714,40.9,36.5,16.8,5.8,0
E00045715,41.4,36.1,15.8,6,0.8
E00046260,24.6,39.3,23,12.3,0.8
E00046261,29.7,34.8,23.2,11.6,0.7
E00046262,36.8,30.6,25.7,6.3,0.7
E00046263,53.7,36.1,10.2,0,0
E00046264,37.9,34.3,20.7,5.3,1.8
E00046267,33.3,37,21.3,8.3,0
E00046268,54.7,35.8,9.5,0,0
E00046269,17.9,42,26.8,12.5,0.9
E00046270,35.4,33.1,22.3,9.2,0
E00046271,28.1,47.9,14.4,9.6,0
E00046272,22.5,31.8,29.5,15.5,0.8
E00046273,31.7,30.7,21.8,15.8,0
E00046274,34.9,37.6,22,5.5,0
E00046275,34.1,27,31,7.1,0.8
E00046276,46.3,26.6,20.2,6.4,0.5
E00046277,46.3,36.1,16.7,0.9,0
E00046278,31.7,31,26.2,11.1,0
E00046279,29.6,34.3,25.4,8.3,2.4
E00046280,25.2,42.6,27,5.2,0
E00046281,28.6,33.9,27.7,8,1.8
E00046283,38.6,35.3,17.6,8.5,0
E00046303,30,40.9,22.7,6.4,0
E00046304,33,29.7,24.2,12.1,1.1
E00046305,31.6,31.6,27.4,8.5,0.9
E00046306,36.2,27.7,23.4,11.7,1.1
E00046307,30.5,41.1,17.9,10.5,0
E00046308,26.6,39.1,21.1,12.5,0.8
E00046309,24.4,42.9,26.9,5.9,0
E00046310,24.2,31.5,30.6,13.7,0
E00046311,37.2,31,23.9,8,0
E00046312,26,41.3,23.1,6.7,2.9
E00046313,36.1,28.7,25.4,9.8,0
E00046314,25.4,38.1,26.3,10.2,0
E00046315,33.9,29.8,21.8,14.5,0
E00046316,29,43,19.6,8.4,0
E00046317,20,40.8,25.8,13.3,0
E00046318,34,28.4,27,8.5,2.1
E00046319,21.4,30.8,33.3,12.8,1.7
E00046320,22.1,40.2,29.5,6.6,1.6
E00046321,27.3,30.3,27.3,12.1,3
E00046322,27.8,41.7,20,10.4,0
E00046323,22.7,32,31.3,12.5,1.6
E00046324,30.1,38.1,19.5,12.4,0
E00046325,31.9,37,16.8,14.3,0
E00046326,28.2,41.1,24.2,5.6,0.8
E00046327,31.5,44.4,17.7,6.5,0
E00046328,31.1,43.4,23,1.6,0.8
E00046329,23.1,40,24.6,10.8,1.5
E00046330,41.5,38.5,17,3,0
E00046331,28.6,27.8,24.6,16.7,2.4
E00046332,26.6,34.9,23.9,14.7,0
E00046333,26.2,35.4,29.2,9.2,0
E00046334,36.1,31.1,24.4,8.4,0
E00046335,19.8,35.1,30.6,12.6,1.8
E00046336,32.3,35.4,25.2,6.3,0.8
E00046337,30.5,33.6,27.5,6.9,1.5
E00046338,29.4,30.3,28.4,11.9,0
E00046339,23.7,47.5,22,5.9,0.8
E00046340,30.1,33.6,22.1,13.3,0.9
E00046341,31.3,37.4,23.7,7.6,0
E00046342,22.5,37.5,29.2,9.2,1.7
E00046343,30.1,37.5,28.7,3.7,0
E00046759,43.5,32.8,19.1,4.6,0
E00046760,41.4,33.6,18.6,6.4,0
E00046761,45.9,32.3,18,3,0.8
E00046762,36.7,38.1,20.9,4.3,0
