areacd,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
W00000231,92,7.1,0.9
W00000232,83.6,16.4,0
W00000233,89.2,4.6,6.2
W00000234,78.9,21.1,0
W00000235,94,4.8,1.2
W00000241,59.1,40.9,0
W00000242,35.5,64.5,0
W00000243,27,73,0
W00000244,51.9,48.1,0
W00000245,53.2,46.8,0
W00000246,97.8,2.2,0
W00000247,62.6,36.6,0.8
W00000248,97.3,2.7,0
W00000249,97.5,2.5,0
W00000263,99.2,0.8,0
W00000284,100,0,0
W00000285,99.1,0,0.9
W00000286,97.8,1.5,0.7
W00000287,98.5,1.5,0
W00000288,94.8,5.2,0
W00000289,95.1,3.5,1.4
W00000290,99.2,0.8,0
W00000291,97.9,1.4,0.7
W00000292,100,0,0
W00000304,97.4,2.6,0
W00000305,97.7,2.3,0
W00000306,97.4,1.9,0.6
W00000307,99.4,0,0.6
W00000341,95.7,2.2,2.2
W00000342,89.2,10.8,0
W00000343,94.8,5.2,0
W00000344,86.9,13.1,0
W00000345,41,59,0
W00000346,86.3,13.7,0
W00000347,81.1,18.9,0
W00000348,93.6,6.4,0
W00000349,100,0,0
W00000350,61.8,38.2,0
W00000351,85.3,4.3,10.3
W00000352,89.8,6.1,4.1
W00000353,98.4,0.8,0.8
W00000354,98.4,1.6,0
W00000355,90.8,8.3,0.8
W00000356,94.3,4.9,0.8
W00000382,85.6,9.3,5.1
W00000383,86.7,8.7,4.7
W00000384,95.3,4.7,0
W00000385,91.4,8.6,0
W00000386,73.3,26.7,0
W00000387,98.4,0.8,0.8
W00000406,96.3,2.5,1.2
W00000408,100,0,0
W00000427,99.1,0.9,0
W00000428,90.3,9.7,0
W00000429,96.8,3.2,0
W00000430,89,9.7,1.4
W00000431,99.3,0.7,0
W00000432,95.8,4.2,0
W00000433,99.1,0.9,0
W00000434,100,0,0
W00000445,100,0,0
W00000446,94,6,0
W00000447,97.9,1.4,0.7
W00000590,100,0,0
W00000591,96.7,1.6,1.6
W00000592,99.2,0.8,0
W00000603,57.7,42.3,0
W00000604,100,0,0
W00000605,80.4,18.7,0.9
W00000606,95,5,0
W00000607,85.3,14.7,0
W00000608,97,3,0
W00000609,72.9,27.1,0
W00000610,60.7,39.3,0
W00000611,99.3,0,0.7
W00000612,69,30.1,0.9
W00000613,98.5,1.5,0
W00000614,85.9,14.1,0
W00000615,97.9,2.1,0
W00002288,99.2,0.8,0
W00002289,99.4,0.6,0
W00002290,99.1,0.9,0
W00002311,100,0,0
W00002312,98.2,1.8,0
W00002352,99.2,0.8,0
W00002353,97.3,1.8,0.9
W00002354,94.3,3.3,2.4
W00002355,98.4,1.6,0
W00002356,100,0,0
W00002357,97,0,3
W00002358,96.6,2.7,0.7
W00002409,96.6,1.4,2
W00002410,99.3,0.7,0
W00002411,100,0,0
W00002516,70.1,29.9,0
W00002517,78.6,16,5.3
W00002518,87.1,12.9,0
W00002519,73.9,25.4,0.7
W00002520,99.2,0.8,0
W00002521,95.3,4.7,0
W00002522,94.7,5.3,0
W00002523,63.5,35.7,0.8
W00002778,73.4,26.6,0
W00002779,56.8,43.2,0
W00002780,79.1,20.9,0
W00002783,88.5,4.9,6.6
W00002792,94.1,5.9,0
W00002793,98.6,1.4,0
W00002794,94.6,5.4,0
W00002795,98.3,0,1.7
W00002796,96.7,2.4,0.8
W00010652,94.6,4.7,0.7
