areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
W00000231,85.2,1,13.8
W00000232,82.6,0.9,16.5
W00000233,78.5,2.8,18.8
W00000234,86.3,2.6,11.1
W00000235,81.1,0.9,18
W00000241,75.4,1.3,23.3
W00000242,76.6,1.8,21.6
W00000243,58.9,1.3,39.8
W00000244,73.1,4,22.9
W00000245,85.1,3.9,11
W00000246,85.5,2.5,12.1
W00000247,65.6,0.9,33.4
W00000248,85.9,0.6,13.5
W00000249,71.7,2.3,26
W00000263,76.7,0.7,22.6
W00000284,77.9,2.4,19.7
W00000285,77.5,2.1,20.4
W00000286,70.6,0,29.4
W00000287,77.6,1.8,20.6
W00000288,75.8,3.2,21
W00000289,80.4,0.6,19
W00000290,78.2,0.4,21.4
W00000291,75.3,0.9,23.7
W00000292,70.4,1.1,28.5
W00000304,81.6,1.8,16.7
W00000305,77.5,3.1,19.4
W00000306,74.2,2,23.7
W00000307,71.4,0,28.6
W00000341,70.5,2,27.5
W00000342,76.4,1.2,22.5
W00000343,83.7,0.4,15.9
W00000344,80.3,2.1,17.6
W00000345,63.9,5.3,30.8
W00000346,72.4,0.3,27.3
W00000347,68.7,5.5,25.9
W00000348,76.6,1.8,21.6
W00000349,64.7,1.5,33.7
W00000350,63.9,3.8,32.2
W00000351,76.8,0.4,22.8
W00000352,68.7,1.8,29.5
W00000353,76.7,0,23.3
W00000354,70.4,1,28.5
W00000355,72.8,0,27.2
W00000356,76.7,1.3,22
W00000382,82.5,0.5,17
W00000383,71.7,1.9,26.4
W00000384,68.4,0.7,30.9
W00000385,82.4,2.3,15.3
W00000386,76.6,0.3,23.1
W00000387,76.7,0.4,22.9
W00000406,74.8,0.9,24.3
W00000408,78.8,1.1,20.1
W00000427,67.3,1.8,30.9
W00000428,67.1,0.9,32.1
W00000429,65.6,0.4,33.9
W00000430,72,1,27
W00000431,77.2,1.3,21.5
W00000432,78.1,2.3,19.6
W00000433,85.5,0.4,14.1
W00000434,68,0.8,31.2
W00000445,75.3,2.4,22.2
W00000446,77.3,0.7,21.9
W00000447,76.3,0.3,23.4
W00000590,69,0,31
W00000591,75.3,0,24.7
W00000592,74.2,1.5,24.2
W00000603,72.1,2.7,25.2
W00000604,83.2,0,16.8
W00000605,60.4,0.4,39.1
W00000606,77.9,1.6,20.5
W00000607,63.4,1.3,35.3
W00000608,72.2,1.1,26.7
W00000609,73.4,2,24.6
W00000610,70.3,1.1,28.6
W00000611,64.2,0.4,35.5
W00000612,68.8,0,31.2
W00000613,72.9,3.2,23.9
W00000614,68.1,1.4,30.5
W00000615,65.9,1.9,32.2
W00002288,85.7,1.7,12.6
W00002289,82.1,1,16.8
W00002290,76.3,0.4,23.3
W00002311,73.2,0.3,26.5
W00002312,75.9,1.6,22.5
W00002352,76,1.7,22.3
W00002353,82.1,1.2,16.7
W00002354,81.5,0.7,17.8
W00002355,72.9,0.7,26.4
W00002356,76,2.7,21.3
W00002357,72.5,2.5,25
W00002358,74,2.4,23.5
W00002409,76.5,0.9,22.6
W00002410,74.3,2.5,23.2
W00002411,67,1.7,31.3
W00002516,76.9,4.3,18.8
W00002517,72,0.3,27.7
W00002518,65.1,1.2,33.7
W00002519,75.9,1.5,22.6
W00002520,67.2,0.8,31.9
W00002521,75.3,3.3,21.4
W00002522,74.6,1.6,23.8
W00002523,69.4,6.1,24.5
W00002778,67.7,1.8,30.5
W00002779,76.3,4,19.7
W00002780,80.9,1.7,17.4
W00002783,80.7,1.5,17.8
W00002792,81.1,1.4,17.5
W00002793,74.2,1.1,24.6
W00002794,84.2,1.5,14.3
W00002795,74.4,2.5,23.1
W00002796,80.1,2.4,17.5
W00010652,82,2.1,15.9
