geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00081833,88.3,11.7
E00081834,81.1,18.9
E00081835,74.5,25.5
E00081836,90.5,9.5
E00081837,85.8,14.2
E00081838,89.4,10.6
E00081839,91.6,8.4
E00081840,89.7,10.3
E00081841,89.8,10.2
E00081842,85.8,14.2
E00081843,88.7,11.3
E00081844,82.9,17.1
E00081845,82.7,17.3
E00081846,89.3,10.7
E00081847,93.3,6.7
E00081848,83.3,16.7
E00081849,88.4,11.6
E00081850,83.9,16.1
E00081851,77,23
E00081852,78.9,21.1
E00081853,89.7,10.3
E00081854,90.7,9.3
E00081855,56.8,43.2
E00081856,86.1,13.9
E00081857,89.7,10.3
E00081858,94,6
E00081859,86.2,13.8
E00081860,65.4,34.6
E00081862,77.8,22.2
E00081863,80.1,19.9
E00081864,81.1,18.9
E00081865,87.5,12.5
E00081866,80.2,19.8
E00081872,84.2,15.8
E00081873,86.9,13.1
E00081874,85.3,14.7
E00081875,87.3,12.7
E00081876,87.4,12.6
E00081877,84,16
E00081878,78.3,21.7
E00081879,84,16
E00081880,83.9,16.1
E00081884,85.8,14.2
E00081885,90.1,9.9
E00081886,75.2,24.8
E00081890,78.9,21.1
E00081891,86,14
E00081892,84.6,15.4
E00081893,85.8,14.2
E00081894,84.3,15.7
E00081895,81.1,18.9
E00081896,90.4,9.6
E00081897,87.4,12.6
E00081898,95.1,4.9
E00081900,83.5,16.5
E00081901,80,20
E00081902,89.5,10.5
E00081903,87.4,12.6
E00081904,89.7,10.3
E00081905,87.8,12.2
E00081906,92.6,7.4
E00081907,86.4,13.6
E00081908,91.8,8.2
E00081910,81,19
E00081911,81.4,18.6
E00081912,86.6,13.4
E00081919,80.6,19.4
E00081921,77.5,22.5
E00081922,84.4,15.6
E00081923,86,14
E00081924,90.6,9.4
E00081925,84.5,15.5
E00081926,75.9,24.1
E00081927,79.6,20.4
E00081928,82.2,17.8
E00081929,87.3,12.7
E00081930,80.5,19.5
E00081931,81.8,18.2
E00081932,90.8,9.2
E00081933,78.9,21.1
E00081934,79.1,20.9
E00081935,91.2,8.8
E00081936,83.7,16.3
E00081937,93,7
E00081938,91.1,8.9
E00081939,84.7,15.3
E00081940,82.2,17.8
E00081941,85.6,14.4
E00081942,82.8,17.2
E00081943,88.2,11.8
E00081944,85.9,14.1
E00081945,86.5,13.5
E00081946,80,20
E00081947,78.1,21.9
E00081948,85.7,14.3
E00081949,79.7,20.3
E00081950,86.9,13.1
E00081951,89.9,10.1
E00081952,94.1,5.9
E00081953,79.8,20.2
E00081954,78.9,21.1
E00081955,88.2,11.8
E00081956,83.9,16.1
E00081957,78.9,21.1
E00081958,76.7,23.3
E00081959,84.1,15.9
E00081960,82.5,17.5
E00081961,91.1,8.9
E00081962,84.2,15.8
E00081963,75.4,24.6
E00081964,81.4,18.6
E00081965,78.4,21.6
E00081966,84.8,15.2
E00081967,83.6,16.4
E00081993,91.2,8.8
E00081994,75.9,24.1
E00081995,93.9,6.1
E00081996,90.6,9.4
E00081997,93.3,6.7
E00081998,94.5,5.5
E00081999,95,5
E00082000,84.9,15.1
E00082001,92.3,7.7
E00082002,90.9,9.1
E00082003,89.8,10.2
E00082004,90.5,9.5
E00082005,87.3,12.7
E00082006,88.6,11.4
E00082008,82.1,17.9
E00082010,82.7,17.3
E00082018,84.5,15.5
E00082019,86.4,13.6
E00082020,86.2,13.8
E00082024,88,12
E00082025,87.2,12.8
E00082026,91.3,8.7
E00082027,89,11
E00082028,89.4,10.6
E00082029,84,16
E00082030,85.9,14.1
E00082031,84.8,15.2
E00082032,82.5,17.5
E00082033,81.5,18.5
E00082034,89,11
E00082035,72.6,27.4
E00082036,91.3,8.7
E00082037,92.5,7.5
E00082038,87,13
E00082039,86.6,13.4
E00082040,84.2,15.8
E00083955,87.8,12.2
E00083969,88.6,11.4
E00083970,87.2,12.8
E00083978,87.8,12.2
E00083979,87,13
E00083980,90,10
E00083981,83.9,16.1
E00083982,80.9,19.1
E00083983,90.5,9.5
E00083984,88.3,11.7
E00083985,91.4,8.6
E00083986,87.6,12.4
E00083987,89.4,10.6
E00083988,85.5,14.5
E00083989,82,18
E00083990,87.5,12.5
E00083991,87.8,12.2
E00083992,84.2,15.8
E00083993,82.4,17.6
E00083994,83.8,16.2
E00083995,89.1,10.9
E00083996,90,10
E00083997,90.1,9.9
E00083998,89.2,10.8
E00083999,86.8,13.2
E00084000,81.6,18.4
E00084003,87.6,12.4
E00084004,87.2,12.8
E00084005,86.2,13.8
E00084006,79.3,20.7
E00084007,88.1,11.9
E00084009,89.7,10.3
E00084010,89.3,10.7
E00084011,89.6,10.4
E00084261,93.3,6.7
E00084276,87.2,12.8
E00084301,80.3,19.7
E00084302,87.1,12.9
E00084303,88.8,11.2
E00084304,90.3,9.7
E00084305,87.7,12.3
E00084306,85.8,14.2
E00084307,80.9,19.1
E00084308,87.3,12.7
E00084309,87.1,12.9
E00084310,85.4,14.6
E00084311,88.2,11.8
E00084312,92.3,7.7
E00084313,95.7,4.3
E00084314,76.3,23.7
E00084315,88.3,11.7
E00084316,72.3,27.7
E00084317,83.6,16.4
E00084318,86.2,13.8
E00084319,91.9,8.1
E00084320,87.9,12.1
E00084321,92,8
E00084322,87.4,12.6
E00084323,85.6,14.4
E00084324,90.6,9.4
E00116092,79.8,20.2
E00116094,81.9,18.1
E00116096,88.1,11.9
E00116097,82.3,17.7
E00116098,85.8,14.2
E00116099,89.4,10.6
E00116100,80.2,19.8
E00116101,86.1,13.9
E00116102,85.7,14.3
E00116103,88.8,11.3
E00116104,85.1,14.9
E00116105,87.5,12.5
E00116151,95.8,4.2
E00116152,89.3,10.7
E00116154,89.2,10.8
E00116155,90.5,9.5
E00116191,90.4,9.6
E00116192,85.2,14.8
E00116194,81.1,18.9
E00116195,85,15
E00116197,80.2,19.8
E00116198,81.3,18.7
E00116199,83.5,16.5
E00116200,76.6,23.4
E00116230,90.5,9.5
E00116231,90.2,9.8
E00116232,90.4,9.6
E00116233,84.8,15.2
E00116234,86.2,13.8
E00116235,83.4,16.6
E00116236,91.2,8.8
E00116237,89.5,10.5
E00116238,90.6,9.4
E00116239,73.9,26.1
E00116240,86.5,13.5
E00116241,90.7,9.3
E00116242,80.9,19.1
E00116243,86.5,13.5
E00116244,92.4,7.6
E00116245,89.7,10.3
E00116309,87.2,12.8
E00116310,89.3,10.7
E00116311,89.8,10.2
E00116312,83.5,16.5
E00116313,93.7,6.3
E00116314,88.7,11.3
E00116315,84.9,15.1
E00116316,93.3,6.7
E00116317,92,8
E00116318,91,9
E00116319,89.2,10.8
E00116320,93.4,6.6
E00116321,93.4,6.6
E00116322,90.8,9.2
E00116323,95.1,4.9
E00116324,94.1,5.9
E00116325,92.6,7.4
E00116326,86.7,13.3
E00116327,96.2,3.8
E00116328,89.7,10.3
E00116329,87.5,12.5
E00116330,89,11
E00116331,96.2,3.8
E00116332,90.1,9.9
E00116333,89,11
E00116334,90.2,9.8
E00116335,91.1,8.9
E00116336,95.4,4.6
E00116337,93.8,6.2
E00116338,91.5,8.5
E00116339,91.2,8.8
E00116340,94,6
E00116341,93.6,6.4
E00116342,93.4,6.6
E00116343,94.6,5.4
E00116344,93.3,6.7
E00116345,94.2,5.8
E00116346,93.4,6.6
E00116347,92.4,7.6
E00116348,91.8,8.2
E00116349,90,10
E00116350,96.3,3.7
E00116351,93.5,6.5
E00116352,92,8
E00116353,90.7,9.3
E00116354,94.7,5.3
E00116355,94.4,5.6
E00117330,89.8,10.2
E00117331,87.5,12.5
E00117336,85.3,14.7
E00117337,85.6,14.4
E00117338,81.2,18.8
E00117339,86.9,13.1
E00117340,85.3,14.7
E00117341,91.1,8.9
E00117342,79.1,20.9
E00117343,79.5,20.5
E00117344,85.5,14.5
E00117345,93.8,6.3
E00117346,85.9,14.1
E00117347,90.2,9.8
E00117352,89.3,10.7
E00117353,86.1,13.9
E00117354,84.7,15.3
E00117355,82.6,17.4
E00117357,80.2,19.8
E00117358,66.1,33.9
E00117359,75.7,24.3
E00117360,75.7,24.3
E00117361,84.6,15.4
E00117362,87.4,12.6
E00117363,72.2,27.8
E00117364,77.9,22.1
E00117365,69.4,30.6
E00117366,74,26
E00117368,87.4,12.6
E00117369,76.4,23.6
E00117371,86.2,13.8
E00117372,91.1,8.9
E00117373,84.6,15.4
E00117374,85.8,14.2
E00117375,92.2,7.8
E00117376,85.3,14.7
E00117377,88.2,11.8
E00117378,80.1,19.9
E00117379,78.4,21.6
E00117380,77,23
E00117381,84.5,15.5
E00117382,88.4,11.6
E00117383,89.6,10.4
E00117384,81.7,18.3
E00117385,81.7,18.3
E00117386,82.8,17.2
E00117387,82.4,17.6
E00117388,91,9
E00117389,61.7,38.3
E00117390,60.1,39.9
E00117391,89.6,10.4
E00117392,91.7,8.3
E00117393,84.7,15.3
E00117394,88.7,11.3
E00117395,84.2,15.8
E00117396,86.9,13.1
E00117397,87.5,12.5
E00117398,73.7,26.3
E00117399,56.5,43.5
E00117400,56.8,43.2
E00117401,53.6,46.4
E00117402,53,47
E00117403,70.9,29.1
E00117404,77.5,22.5
E00117405,54.2,45.8
E00117406,66.9,33.1
E00117407,71.3,28.7
E00117408,62.3,37.7
E00117439,84.1,15.9
E00117440,90.5,9.5
E00117441,86,14
E00117467,75.6,24.4
E00117468,78.3,21.7
E00117469,75,25
E00117470,73.6,26.4
E00117471,76.2,23.8
E00117472,59.3,40.7
E00117473,62.9,37.1
E00117474,59.9,40.1
E00117475,69.5,30.5
E00117476,66,34
E00117477,72.3,27.7
E00117478,66.8,33.2
E00117479,85.4,14.6
E00117480,83.7,16.3
E00117481,83.9,16.1
E00117482,83.9,16.1
E00117483,63.4,36.6
E00117484,82.8,17.2
E00117485,53.1,46.9
E00117528,85.3,14.7
E00117530,90.3,9.7
E00117531,91.3,8.7
E00117532,90.7,9.3
E00117533,92.8,7.2
E00117534,81.7,18.3
E00117535,87.5,12.5
E00117536,87.5,12.5
E00117537,84.5,15.5
E00117539,86.3,13.7
E00117540,78.9,21.1
E00117541,82.6,17.4
E00117542,88.1,11.9
E00117543,89.6,10.4
E00117545,81.5,18.5
E00117546,92.2,7.8
E00117547,79.9,20.1
E00117548,89.5,10.5
E00117594,69.5,30.5
E00117595,83.2,16.8
E00117596,81.4,18.6
E00117597,85.1,14.9
E00117598,79.5,20.5
E00117599,75,25
E00117600,88.9,11.1
E00117601,79.3,20.7
E00117602,78.9,21.1
E00117603,71.5,28.5
E00117604,78.3,21.7
E00117605,81.9,18.1
E00117606,82.1,17.9
E00117607,64.5,35.5
E00117608,55.5,44.5
E00117609,69.3,30.7
E00117610,69.4,30.6
E00117611,83.4,16.6
E00117612,82.9,17.1
E00156860,86.9,13.1
E00156891,72.5,27.5
E00156892,77.9,22.1
E00156893,85,15
E00156894,62.3,37.7
E00156895,80.3,19.7
E00156896,81.2,18.8
E00156897,85.5,14.5
E00156898,85.3,14.7
E00156899,74.3,25.7
E00156900,81.2,18.8
E00156901,79.6,20.4
E00156902,77.3,22.7
E00156903,83,17
E00156904,73.1,26.9
E00156905,75.4,24.6
E00156906,66.6,33.4
E00156907,80.2,19.8
E00156908,64.9,35.1
E00156909,83.6,16.4
E00156910,80,20
E00156911,85.3,14.7
E00156912,84.1,15.9
E00156913,86.4,13.6
E00156914,86.2,13.8
E00156915,88.1,11.9
E00156916,95.5,4.5
E00156917,91.4,8.6
E00156918,91.6,8.4
E00156919,84.5,15.5
E00156920,89.8,10.2
E00156921,89.6,10.4
E00156922,89.5,10.5
E00156923,87.2,12.8
E00156924,90.1,9.9
E00156925,77.3,22.7
E00156926,89.4,10.6
E00156927,87.7,12.3
E00156928,82.6,17.4
E00156931,80,20
E00156932,88.5,11.5
E00156934,84.7,15.3
E00156935,87.7,12.3
E00156938,83.6,16.4
E00156941,84.4,15.6
E00156942,88.2,11.8
E00156945,85.5,14.5
E00156970,84,16
E00156972,85.8,14.2
E00156973,90,10
E00156974,93.7,6.3
E00156975,89.7,10.3
E00156976,90.5,9.5
E00156977,89.9,10.1
E00156978,90.1,9.9
E00156979,89.5,10.5
E00156980,92.2,7.8
E00156986,87,13
E00156987,89.3,10.7
E00156988,79.8,20.2
E00156989,76.5,23.5
E00156990,81.5,18.5
E00156991,76.3,23.7
E00156992,74.3,25.7
E00156993,75.8,24.2
E00156994,83.8,16.2
E00156995,76.4,23.6
E00156996,79.6,20.4
E00156997,84.6,15.4
E00156998,82.9,17.1
E00156999,74.2,25.8
E00157000,83.4,16.6
E00157001,69.3,30.7
E00157002,74.2,25.8
E00157003,88.3,11.7
E00157004,82.6,17.4
E00157005,87.5,12.5
E00157006,83.5,16.5
E00157007,84.4,15.6
E00157008,82.1,17.9
E00157009,79.5,20.5
E00157010,84.8,15.2
E00157011,78.7,21.3
E00157012,86.7,13.3
E00157013,84.1,15.9
E00157014,90.4,9.6
E00157015,79.5,20.5
E00157016,83.3,16.7
E00157017,82.7,17.3
E00157018,63.3,36.7
E00157020,74.1,25.9
E00157021,82.6,17.4
E00157023,82.9,17.1
E00157024,66.4,33.6
E00157025,69.7,30.3
E00157026,78.2,21.8
E00157027,75.8,24.2
E00157028,81.4,18.6
E00157029,79.5,20.5
E00157031,73,27
E00157032,72.1,27.9
E00157033,82.5,17.5
E00157034,79.1,20.9
E00157035,81.7,18.3
E00157036,83.1,16.9
E00157037,84.5,15.5
E00157038,80.3,19.7
E00157039,81.7,18.3
E00157040,83.4,16.6
E00157041,82.2,17.8
E00157042,92.2,7.8
E00157043,88.7,11.3
E00157044,82.6,17.4
E00157045,82.2,17.8
E00157046,82,18
E00157047,86.6,13.4
E00157048,81.1,18.9
E00157049,88.3,11.7
E00157050,65.1,34.9
E00157051,72.6,27.4
E00157053,83.4,16.6
E00157054,85.7,14.3
E00157055,85.6,14.4
E00157056,71.3,28.7
E00157057,76.4,23.6
E00157058,70.5,29.5
E00157059,84.8,15.2
E00157061,85.5,14.5
E00157062,76.6,23.4
E00157063,74.3,25.7
E00157064,78.6,21.4
E00157065,83.8,16.2
E00157066,78,22
E00157067,82.7,17.3
E00157068,70.1,29.9
E00157069,78.8,21.2
E00157070,75.1,24.9
E00157071,87.5,12.5
E00157072,82.6,17.4
E00157073,69.5,30.5
E00157074,76,24
E00157075,64.6,35.4
E00157076,70.5,29.5
E00166652,85.3,14.7
E00166660,82.9,17.1
E00166671,82.3,17.7
E00166672,87.4,12.6
E00166674,80.8,19.2
E00166676,90.4,9.6
E00167808,64.3,35.7
E00167809,69.7,30.3
E00167810,79.8,20.2
E00167812,65.7,34.3
E00167814,79.1,20.9
E00167817,63,37
E00167818,77,23
E00167906,90,10
E00167907,82.7,17.3
E00167908,87.1,12.9
E00167909,85.1,14.9
E00167910,85.8,14.2
E00167911,85.2,14.8
E00167912,86.9,13.1
E00167913,72.5,27.5
E00167914,81.1,18.9
E00167915,84.3,15.7
E00167916,81.6,18.4
E00167917,75.8,24.2
E00167918,82.5,17.5
E00167919,81.8,18.2
E00167920,79.8,20.2
E00167929,89.9,10.1
E00167939,53.5,46.5
E00167940,86.6,13.4
E00167941,61.4,38.6
E00167946,88.2,11.8
E00167947,87.3,12.7
E00167948,74.5,25.5
E00167949,93.5,6.5
E00167950,79.6,20.4
E00167951,79.1,20.9
E00167952,96,4
E00180560,80.2,19.8
E00180628,73.8,26.2
