geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00025621,26,56.7,16.7,0.7
E00025627,53.8,36.4,9.1,0.7
E00025762,45.7,48,4.7,1.6
E00025763,43.6,40.7,11.4,4.3
E00025764,50,42.8,5.1,2.2
E00025766,45.8,40,10.8,3.3
E00025767,48.1,44.4,6.3,1.1
E00025768,37.6,46.3,14.1,2
E00025769,52.7,33.3,12.4,1.6
E00025771,48.2,39.3,12.5,0
E00025773,35.4,40.8,22.3,1.5
E00025774,47.2,40,11.2,1.6
E00025775,61.6,38.4,0,0
E00025776,32.8,44.5,18,4.7
E00025777,46.7,35.8,16.8,0.7
E00025778,37.8,47.7,12.2,2.3
E00025779,42.5,44.2,9.2,4.2
E00025780,49.1,32.7,14.5,3.6
E00025781,45.1,47.5,5.7,1.6
E00025782,48.8,41.6,8.8,0.8
E00025786,45.2,45.2,8.1,1.5
E00025832,39.5,43.3,13.5,3.7
E00025834,29.1,53.8,15.2,1.9
E00025835,42.2,40.5,15,2.3
E00025836,41.6,48,7.2,3.2
E00025838,43.1,43.8,9.5,3.6
E00025840,60.7,29.5,9.8,0
E00025841,46.3,44.3,7.4,2
E00025843,47.7,42.1,9.1,1
E00025844,54.1,39.2,5.5,1.1
E00025845,44,41.2,13.7,1.1
E00025846,51.8,35.5,11.3,1.4
E00025850,41.8,43.1,13.7,1.3
E00025851,48.3,40.1,10.5,1.2
E00025852,50.7,40.8,7.9,0.7
E00025853,22.3,58.3,17.3,2.2
E00025855,43,38,17.4,1.7
E00025856,35.6,49,12.1,3.4
E00025858,39.7,44.8,14.7,0.9
E00025859,50.3,37.7,10.6,1.3
E00026257,33.3,57.8,8.1,0.7
E00026258,70.4,24.4,3.7,1.5
E00026259,58.7,32.6,8.7,0
E00026260,42.9,49.1,5.4,2.7
E00026261,51.9,36.4,10.1,1.6
E00026262,50.8,40.8,8.5,0
E00026263,42.6,43.2,14.2,0
E00026264,51.5,39.6,8.2,0.7
E00026265,38.3,53,8.7,0
E00026266,61.8,34.6,3.7,0
