geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00025621,50,12.8,29.1,8.1
E00025627,49.6,17.7,12.4,20.4
E00025762,62.7,10.9,19.1,7.3
E00025763,58.4,16.9,11,13.6
E00025764,52.9,17.4,19,10.7
E00025766,56.9,16.4,14.7,12.1
E00025767,61,13.2,15.4,10.4
E00025768,54.9,11.1,18.8,15.3
E00025769,61.3,11.3,10,17.5
E00025771,47.9,18.8,11.5,21.9
E00025773,53.9,13.6,19.5,13
E00025774,51.2,18.2,14.9,15.7
E00025775,60.8,15.7,12.7,10.8
E00025776,57.4,12.5,12.5,17.6
E00025777,53.4,15.3,14.4,16.9
E00025778,49.4,19.2,15.4,16
E00025779,49.5,19.6,18.7,12.1
E00025780,40.5,21.4,21.4,16.7
E00025781,52.5,14.8,11.5,21.3
E00025782,51,12.2,19.4,17.3
E00025786,54.2,20.8,13.9,11.1
E00025832,46.3,18.5,19.4,15.9
E00025834,59.8,12.3,14,14
E00025835,52.4,10.7,19.6,17.3
E00025836,52.4,10.9,17.5,19.2
E00025838,52.3,12.8,15.4,19.5
E00025840,54.1,18.9,8.1,18.9
E00025841,60.1,13.5,12.9,13.5
E00025843,50.9,16.1,24.8,8.1
E00025844,53.2,18.8,16.9,11
E00025845,51.2,10.5,21,17.3
E00025846,62.6,12.2,17.4,7.8
E00025850,47.3,18.5,23.4,10.9
E00025851,50.8,13.6,19.7,15.9
E00025852,52.4,15.9,20,11.7
E00025853,51.2,13.6,24.1,11.1
E00025855,50.4,18.7,17.1,13.8
E00025856,54.2,11.1,20,14.7
E00025858,59.1,21.8,9.1,10
E00025859,49.1,17,15.1,18.9
E00026257,59.7,15.3,13.7,11.3
E00026258,55,3.3,25,16.7
E00026259,46,10.3,18.4,25.3
E00026260,44.3,14.8,21.7,19.1
E00026261,54,23,7.9,15.1
E00026262,50.5,14.4,19.6,15.5
E00026263,54.1,15.7,15.7,14.6
E00026264,54.5,15.2,19.7,10.6
E00026265,55.9,20.6,12.7,10.8
E00026266,58,16,10.9,15.1
E00026267,52.7,7.3,22.7,17.3
E00026268,50,17.9,15.7,16.4
E00026269,61.7,11,11.7,15.6
E00026270,51.4,21.1,11.3,16.2
E00026272,52.9,17.4,16.5,13.2
E00026273,51.3,10.4,15.6,22.7
E00026274,54.9,11,16.2,17.9
E00026275,54.1,12.6,21.3,12
E00026277,38.2,10.4,24.3,27.1
E00026278,57.7,13.4,7.2,21.6
E00026279,52.1,16.8,10.9,20.2
E00026280,44.8,28.4,17.9,9
E00026281,49.5,13.5,24.3,12.6
E00026282,52.6,16.3,11.1,20
E00026283,48.9,14.1,13.3,23.7
E00026284,57.7,17.7,6.2,18.5
E00026285,68.2,10.3,9.3,12.1
E00026286,59.7,11.7,13,15.6
E00026287,59.5,12.6,17.1,10.8
E00026288,52.8,9,23.1,15.1
E00026289,60.9,11.5,16.1,11.5
E00026290,62.1,13.6,17.9,6.4
E00026291,67,12.2,11.3,9.6
E00026292,43.5,13.6,25.9,17
E00026293,44.4,16.7,20.6,18.3
E00026294,49.3,16.4,19.4,14.9
E00026295,35.2,14.8,28.9,21.1
E00026296,46.6,19.8,12.1,21.6
E00026297,51.6,8.1,21.8,18.5
E00026298,43.6,13.4,31.8,11.2
