geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00025621,25,27.6,1.9,40.4,5.1
E00025627,26.7,37.5,10,22.3,3.6
E00025762,33.5,44.9,3.5,16.3,1.8
E00025763,20.8,40.5,7.3,24.9,6.6
E00025764,29.7,35.1,8.1,24.3,2.7
E00025766,31.8,36.5,6,20.2,5.6
E00025767,22.1,32,5.3,35.3,5.3
E00025768,26.6,37.6,7.2,24.8,3.8
E00025769,48.3,24.5,6.4,16.2,4.5
E00025771,30.8,38.3,7,19.6,4.2
E00025773,29.8,34.4,2.3,31.8,1.7
E00025774,25.1,36.8,5,29.3,3.8
E00025775,35.6,32.2,6.3,22.6,3.4
E00025776,28.6,33.7,5.9,28.6,3.1
E00025777,33.1,35.5,6,22.3,3.2
E00025778,27.5,33.9,2.7,31.9,4
E00025779,29.6,31.8,4.5,30.9,3.1
E00025780,51.7,25.4,5.9,16.9,0
E00025781,23.7,39.3,8,23.2,5.8
E00025782,31.8,36.9,4.1,23.5,3.7
E00025786,25,43,6.6,22.4,2.9
E00025832,22.5,32.4,4.4,37,3.6
E00025834,20.9,42.2,4.1,30.7,2
E00025835,28.7,43.3,2.8,23.4,1.9
E00025836,27.6,36.1,3.6,29.2,3.6
E00025838,25.9,42.4,5.8,24.1,1.8
E00025840,42.6,37.9,3.2,14.7,1.6
E00025841,29.4,40.6,6.1,22.3,1.6
E00025843,31.5,38.6,6.5,21.9,1.4
E00025844,26.2,41.7,3.4,23.1,5.6
E00025845,31.8,33.7,3.8,28.3,2.4
E00025846,22.5,40.3,5.2,26,6.1
E00025850,21.9,33.2,4.8,37.7,2.4
E00025851,31.5,39.7,6.6,19.2,3
E00025852,32.8,38.4,6.3,19,3.4
E00025853,18.3,38.8,7.8,32.8,2.2
E00025855,27.8,35.5,5.3,27.8,3.7
E00025856,21.8,39.7,4.7,29,4.7
E00025858,37.6,38,2.5,16.9,5
E00025859,27.2,39.2,3.2,26.1,4.2
E00026257,26.2,32.8,7,26.2,7.9
E00026258,51.2,31,2,13.8,2
E00026259,28.2,37.8,9,21.3,3.7
