geography_code,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00025621,52.7,16.7,10.7,20
E00025627,78.5,4.2,5.6,11.8
E00025762,80.3,5.5,3.1,11
E00025763,81.9,9.4,3.6,5.1
E00025764,88.3,2.9,1.5,7.3
E00025766,78.3,6.7,8.3,6.7
E00025767,73.9,6.4,4.8,14.9
E00025768,70.7,8.7,10,10.7
E00025769,96.1,0,0.8,3.1
E00025771,76.3,3.5,7.9,12.3
E00025773,73.1,10.8,10,6.2
E00025774,77.8,7.9,3.2,11.1
E00025775,78.4,6.4,4,11.2
E00025776,77,12.7,6.3,4
E00025777,78.3,5.1,6.5,10.1
E00025778,75,4.1,8.7,12.2
E00025779,79.3,8.3,3.3,9.1
E00025780,84.9,1.9,3.8,9.4
E00025781,76.4,6.5,8.9,8.1
E00025782,81.6,9.6,4,4.8
E00025786,82.4,4.4,2.2,11
E00025832,78,9.3,4.7,7.9
E00025834,78.2,4.5,5.1,12.2
E00025835,79.1,10.5,5.2,5.2
E00025836,69.4,10,2.7,17.8
E00025838,74.5,8,5.1,12.4
E00025840,78.8,3.5,0,17.7
E00025841,76.4,7.4,4.1,12.2
E00025843,77.4,4.6,6.7,11.3
E00025844,70.3,6.6,2.7,20.3
E00025845,77.6,8.7,4.9,8.7
E00025846,77.3,5,8.5,9.2
E00025850,76.9,9,3.8,10.3
E00025851,77.5,8.3,3.6,10.7
E00025852,73.7,7.2,3.9,15.1
E00025853,93.5,4.3,0,2.2
E00025855,81.8,6.6,4.1,7.4
E00025856,78.5,5.4,0,16.1
E00025858,76.7,9.5,6.9,6.9
E00025859,78.3,9.2,4.6,7.9
E00026257,88.9,2.2,4.4,4.4
E00026258,82.2,6.7,0.7,10.4
E00026259,79.9,7.9,0,12.2
E00026260,84.3,4.3,4.3,7
E00026261,80.5,7.8,3.9,7.8
E00026262,75.6,4.6,7.6,12.2
E00026263,77.2,4.9,4.9,13
E00026264,88,2.3,1.5,8.3
E00026265,72.4,12.1,5.2,10.3
E00026266,66.4,5.8,9.5,18.2
E00026267,83.2,3.8,3.1,9.9
E00026268,69.9,5.9,6.6,17.6
E00026269,64.1,6.3,9.2,20.4
E00026270,79.2,6.7,2,12.1
E00026272,86.5,3.2,2.4,7.9
E00026273,87.5,6.3,0,6.3
E00026274,80.3,5.6,5.6,8.6
E00026275,90.4,3.8,4.5,1.3
E00026277,81.6,2.8,7.8,7.8
E00026278,76.8,8.5,2.1,12.7
E00026279,77.3,5,2.8,14.9
E00026280,78.2,3.4,3.4,14.9
E00026281,82.1,8,4.5,5.4
E00026282,77.9,6.7,4,11.4
E00026283,80.5,8.3,3.8,7.5
E00026284,73,4.7,4.7,17.6
E00026285,79.8,3.9,0.8,15.5
E00026286,76.7,4.5,4.5,14.3
E00026287,80.6,8.9,3.2,7.3
E00026288,79.9,2.2,6,12
E00026289,79.8,3.9,3.9,12.4
E00026290,76.6,4.5,5.8,13
E00026291,73.4,5,5.8,15.8
E00026292,92.1,6.1,0.9,0.9
E00026293,89,5.1,0,5.9
E00026294,72.6,3.6,8.3,15.5
E00026295,83.8,9,2.7,4.5
E00026296,72.7,10.6,2.3,14.4
E00026297,84.1,8.4,1.9,5.6
E00026298,91.5,3.5,0,5
E00026299,77,4.3,4.3,14.4
E00026300,74.8,4.9,10.7,9.7
E00026301,63.3,12.9,6.5,17.3
E00026302,83,5.9,5.2,5.9
E00026304,79.9,4.5,2.2,13.4
E00026305,84.9,6.5,3.6,5
E00026306,79.1,8.7,1,11.2
E00026307,62.1,7.1,7.7,23.1
E00026308,55.4,10.8,14.6,19.1
E00026309,67.6,13,7.4,12
E00026310,64.4,11.7,8.9,15
E00026312,58.7,12.3,6.1,22.9
E00026313,61.6,12.8,4.9,20.7
E00026314,67.8,12.1,5.7,14.4
E00026315,61.8,11.4,7.3,19.5
E00026316,52.3,19.5,8.6,19.5
E00026317,73.2,9.4,3.6,13.8
E00026318,83.1,2.3,3.8,10.8
E00026319,75.4,6.6,6.6,11.5
E00026320,89.8,5.4,1.4,3.4
E00026321,69.7,6.1,7.6,16.7
E00026322,79,5.8,2.2,13
E00026323,60.8,10.5,11.8,17
E00026324,83.1,3.4,5.4,8.1
E00026325,62.8,7.3,5.5,24.4
E00026326,78.5,9.9,2.5,9.1
E00026327,78.6,4.9,3.9,12.6
E00026328,71.1,7.9,5.9,15.1
E00026329,77.2,8.9,6.5,7.3
E00026330,62.9,6.4,3.6,27.1
E00026331,85.8,4.7,2,7.4
E00026332,76.2,12.3,6.6,4.9
E00026333,76,10.7,6.6,6.6
E00026335,80,5.8,5.2,9
E00026336,84.4,4.4,0.7,10.4
E00026337,56.4,13.2,6.4,24
E00026338,45.3,15.7,11.9,27
E00026410,80,6.7,1.3,12
E00026411,76.9,10.4,2.9,9.8
E00026413,70.4,13.1,3,13.6
E00026415,53.5,27.1,4.5,14.8
E00026416,81.5,11,2.7,4.8
E00026418,87.5,5.3,3.3,3.9
E00026419,74.5,6.1,4.2,15.2
E00026420,65.2,9.6,4.4,20.7
E00026423,85.4,9.8,4.1,0.8
E00026424,87.5,3.5,2.1,6.9
E00026425,88.3,7.8,1.3,2.6
E00026428,83.8,3.9,2.6,9.7
E00026429,87.9,6.5,2.4,3.2
E00026430,80.3,9.9,2.1,7.7
E00026431,89.7,7.1,1.6,1.6
E00026433,47.6,8.4,7.7,36.4
E00026434,64.1,27.3,4.7,3.9
E00026437,71.1,13.7,3.2,12.1
E00026439,86.9,2.8,0.7,9.7
E00026440,72.5,9.8,3.3,14.4
E00026441,60.8,10.8,9.5,18.9
E00026442,62,10.8,8.4,18.7
E00026443,85.1,6.4,1.4,7.1
E00026444,67.8,7.2,8.6,16.4
E00026446,66.8,7.5,1.9,23.8
E00026447,77.7,10.1,5,7.2
E00026448,52.4,14.4,4.8,28.3
E00026449,66.1,11.8,5.9,16.1
E00026450,69.4,14.3,3.1,13.3
E00026451,77.6,4.9,3.5,14
E00026489,55,21.7,5.4,17.8
E00026491,50.4,18,7.2,24.5
E00026492,64.5,9.9,2.6,23
E00026501,51.7,12.4,12.4,23.4
