geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00025621,1.3,31.3,48,19.3
E00025627,20.5,32.2,39,8.2
E00025762,20.5,27.6,42.5,9.4
E00025763,5,16.4,77.9,0.7
E00025764,4.4,43.1,46.7,5.8
E00025766,14.8,7.4,75.4,2.5
E00025767,0.5,78.7,19.7,1.1
E00025768,1.4,11.5,82.4,4.7
E00025769,36.9,15.4,43.1,4.6
E00025771,12.4,25.7,57.5,4.4
E00025773,1.5,3.8,83.1,11.5
E00025774,11,15.7,60.6,12.6
E00025775,15.2,68.8,15.2,0.8
E00025776,0,8.7,86.5,4.8
E00025777,8.7,28.3,60.1,2.9
E00025778,4.6,70.1,21.3,4
E00025779,25.6,19,47.9,7.4
E00025780,38.9,18.5,38.9,3.7
E00025781,1.6,40.7,54.5,3.3
E00025782,12.8,36,48,3.2
E00025786,6.7,59.3,27.4,6.7
E00025832,9.3,29.9,40.2,20.6
E00025834,6.3,51.3,37.3,5.1
E00025835,5.2,23.1,68.2,3.5
E00025836,12.2,39.8,36.7,11.3
E00025838,5.8,41.3,46.4,6.5
E00025840,36,25.4,32.5,6.1
E00025841,6.8,52,31.1,10.1
E00025843,3.6,58.4,32,6.1
E00025844,28.2,34.3,28.2,9.4
E00025845,15.3,32.2,31.7,20.8
E00025846,8.5,65.5,20.4,5.6
E00025850,10.5,31.6,52,5.9
E00025851,16.2,59,20.8,4
E00025852,13.8,48,27.6,10.5
E00025853,0.7,17.1,75,7.1
E00025855,26.4,19,38,16.5
E00025856,14,13.3,58.7,14
E00025858,0,40.9,41.7,17.4
E00025859,21.9,25.2,47,6
E00026257,3,62.4,33.8,0.8
E00026258,50.7,14.7,33.1,1.5
E00026259,36,45.3,17.3,1.4
E00026260,1.8,46.4,44.6,7.1
E00026261,18.6,27.9,45,8.5
E00026262,1.5,73.3,21.4,3.8
E00026263,1.9,47.5,46.3,4.3
E00026264,34.6,23.3,36.1,6
E00026265,20.9,39.1,30.4,9.6
E00026266,1.5,72.3,24.8,1.5
E00026267,7.5,32.1,46.3,14.2
E00026268,1.5,63.5,32.1,2.9
E00026269,2.1,50.3,45.5,2.1
E00026270,9.3,16.7,70.7,3.3
E00026272,14.8,6.3,72.7,6.3
E00026273,0,14.2,74.8,11
E00026274,7,51.3,35.7,6
E00026275,0.6,15.5,78.7,5.2
E00026277,9.9,31.9,51.1,7.1
E00026278,35,27.1,33.6,4.3
E00026279,30.5,22,44.7,2.8
E00026280,37.9,52.9,5.7,3.4
E00026281,8,54,32.7,5.3
E00026282,2,55,38.3,4.7
E00026283,2.3,72.2,21.8,3.8
E00026284,0.7,70.1,27.2,2
E00026285,10.8,46.2,40.8,2.3
E00026286,1.5,80.3,16.7,1.5
E00026287,0,45.7,50.4,3.9
E00026288,3.3,39.3,39.3,18
E00026289,18.6,47.3,30.2,3.9
E00026290,25.9,35.4,37.3,1.3
E00026291,2.2,74.1,23,0.7
E00026292,0,3.5,71.1,25.4
E00026293,0.7,70.6,28.7,0
E00026294,8.3,47.3,42.6,1.8
E00026295,5.4,4.5,68.8,21.4
E00026296,22.9,31.3,42.7,3.1
E00026297,1,11.4,79,8.6
E00026298,2.8,24.5,39.2,33.6
E00026299,23.2,31.2,39.1,6.5
E00026300,5.8,27.9,58.7,7.7
E00026301,10.8,58.3,30.2,0.7
E00026302,0.7,20.7,74.1,4.4
E00026304,19.1,14.7,61.8,4.4
E00026305,3.5,4.3,87.2,5
E00026306,34.7,25.1,31.7,8.5
E00026307,12.8,48.9,32.8,5.6
E00026308,1.9,63,29.2,5.8
