geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00135405,79,2.1,18.9
E00135406,82.8,3,14.2
E00135407,65.3,1.4,33.3
E00135408,76.2,2.2,21.6
E00135409,80.3,2.3,17.4
E00135410,69.3,9.6,21.1
E00135411,71.8,1.5,26.7
E00135412,72.9,4.3,22.9
E00135878,70.9,0.8,28.3
E00135879,78.2,0.4,21.5
E00135880,82.4,0.9,16.7
E00135881,76.1,1.4,22.5
E00135885,79.9,3.7,16.4
E00135886,74.3,1.5,24.2
E00135888,65.6,0.8,33.6
E00135897,80.6,2.7,16.7
E00135898,69.1,11.3,19.6
E00135899,76.6,4.6,18.8
E00135900,70.6,5.2,24.2
E00135901,57.4,2.7,39.9
E00135902,76.8,1.4,21.8
E00135903,83.8,2.6,13.7
E00135904,70.6,4.9,24.5
E00135905,77.5,6.9,15.6
E00135906,63.4,1.8,34.8
E00135907,74.8,4.2,21
E00135908,60.8,7.7,31.4
E00135909,70,1.2,28.8
E00135910,57.6,6.7,35.7
E00135911,73.2,3.5,23.2
E00135928,64.5,1.8,33.6
E00135929,74.4,6.5,19
E00135930,75,2.3,22.7
E00135931,86.1,1,13
E00135933,79.4,2.4,18.2
E00135937,82.1,5.7,12.3
E00135946,81.9,8,10.1
E00135947,65,1.5,33.5
E00135948,78.8,2.2,19
E00135949,78.6,1.5,19.9
E00135950,84.4,2.9,12.7
E00135951,69.5,3.2,27.3
E00135952,75.1,0.8,24.1
E00135953,80.9,1.5,17.6
E00135954,69.7,1.5,28.9
E00135964,81.3,4.2,14.5
E00136062,72.2,6.2,21.6
E00136063,79.3,0.4,20.3
E00136064,71.3,1.8,26.9
E00136065,81.8,2.1,16
E00136066,81,2,17
E00136069,73.4,0.9,25.7
E00136071,70.2,5,24.8
E00136072,79.2,1.1,19.7
E00136073,78.2,3.8,18
E00136074,59,2,39
E00136075,85.6,2.4,12
E00136076,59.3,2.8,38
E00136077,78,3.2,18.8
E00136078,89.4,1.1,9.5
E00136079,78.6,0.4,21
E00136080,55,1.7,43.2
E00136081,60.6,7.5,31.9
E00136082,72.2,3.5,24.2
E00136083,59.1,0,40.9
E00136084,77.7,9.6,12.7
E00136088,81.7,0.7,17.6
E00136110,85.4,1.9,12.6
E00136111,80.7,3,16.3
E00136112,67.9,1,31.1
E00136113,65.4,0.6,34
E00136114,86.4,2.6,11.1
E00136115,83.5,1.3,15.2
E00136116,82.4,0.4,17.2
E00136117,71.3,1.8,26.8
E00136118,80.8,1.5,17.7
E00136119,79.4,4,16.6
E00136120,77.7,1.8,20.5
E00136121,76.6,0.6,22.7
E00136122,68.2,2.4,29.4
E00136123,79.7,1.9,18.4
E00136124,86.3,1.6,12.1
E00136125,81.1,1.4,17.6
E00136126,86.1,0.7,13.2
E00136127,86.6,0.7,12.8
E00136128,82.9,2.7,14.4
E00136129,81.5,3.6,14.9
E00136130,81.5,0.8,17.6
E00136131,63.9,2.9,33.2
E00136132,77.6,5.5,16.9
E00136133,71.6,0.3,28
E00136134,80.2,2.2,17.6
E00136135,74.5,1.6,23.9
E00136136,83.1,4.3,12.5
E00136154,68.7,2.8,28.5
E00136155,60.1,0.4,39.5
E00136156,66.4,4.7,28.9
E00136157,70.7,4.6,24.7
E00136158,80.9,3.4,15.7
E00136159,76.8,3.7,19.5
E00136160,80.5,0,19.5
E00136161,74.4,1.9,23.6
E00136162,66.2,5.6,28.2
E00136163,84.3,1.8,13.8
E00136164,77,4.2,18.7
E00136165,67.8,0.4,31.8
E00136166,54.4,0,45.6
E00136177,87.9,0.4,11.7
E00136178,74.1,0,25.9
E00136179,76.2,1.2,22.7
E00136180,74.3,1.8,23.9
E00136181,85.7,0.5,13.8
E00136182,83.5,1.6,14.9
E00136183,77.4,2.7,19.9
E00136184,79.2,3.4,17.4
E00136193,69.6,0.5,29.9
E00169869,70.7,2.4,26.8
E00169870,74.8,0.9,24.3
E00169871,76,2.1,21.9
E00184661,80.4,2,17.6
E00184667,79.7,1.2,19.2
E00184727,88.5,5.5,6
