geography_code,disability_3a-001,disability_3a-002
E00135405,22.1,77.9
E00135406,23.7,76.3
E00135407,33.3,66.7
E00135408,20.2,79.8
E00135409,21.8,78.2
E00135410,17.1,82.9
E00135411,15.3,84.7
E00135412,23.4,76.6
E00135878,25.4,74.6
E00135879,21.1,78.9
E00135880,21,79
E00135881,28,72
E00135885,21.2,78.8
E00135886,20.1,79.9
E00135888,21.3,78.8
E00135897,23.1,76.9
E00135898,17.3,82.7
E00135899,26.2,73.8
E00135900,18.5,81.5
E00135901,41.5,58.5
E00135902,21.2,78.8
E00135903,25.6,74.4
E00135904,35,65
E00135905,24.1,75.9
E00135906,30.4,69.6
E00135907,23.3,76.7
E00135908,31.1,68.9
E00135909,27.6,72.4
E00135910,34,66
E00135911,24.1,75.9
E00135928,28.2,71.8
E00135929,22.6,77.4
E00135930,17.3,82.7
E00135931,21.9,78.1
E00135933,16.7,83.3
E00135937,17.4,82.6
E00135946,18.7,81.3
E00135947,22.7,77.3
E00135948,24.4,75.6
E00135949,29.7,70.3
E00135950,20.2,79.8
E00135951,15.5,84.5
E00135952,23.4,76.6
E00135953,21.7,78.3
E00135954,26.1,73.9
E00135964,22.2,77.8
E00136062,25.2,74.8
E00136063,18.2,81.8
E00136064,32.3,67.7
E00136065,20.3,79.7
E00136066,29.3,70.7
E00136069,22.8,77.2
E00136071,12,88
E00136072,18.9,81.1
E00136073,18.1,81.9
E00136074,12.3,87.7
E00136075,23.8,76.2
E00136076,29,71
E00136077,20.1,79.9
E00136078,20.7,79.3
E00136079,18.5,81.5
E00136080,30.2,69.8
E00136081,32.9,67.1
E00136082,26.5,73.5
E00136083,24.9,75.1
E00136084,19.6,80.4
E00136088,26.4,73.6
E00136110,18,82
E00136111,36.3,63.7
E00136112,31.1,68.9
E00136113,35.6,64.4
E00136114,20.9,79.1
E00136115,16.5,83.5
E00136116,23.1,76.9
E00136117,23.9,76.1
E00136118,23.5,76.5
E00136119,20.3,79.7
E00136120,30.2,69.8
E00136121,31,69
E00136122,21.3,78.7
E00136123,24.5,75.5
E00136124,21.8,78.2
E00136125,18.6,81.4
E00136126,24.2,75.8
E00136127,26.1,73.9
E00136128,19.1,80.9
E00136129,19.7,80.3
E00136130,20.7,79.3
E00136131,24.7,75.3
E00136132,26.6,73.4
E00136133,21.3,78.7
E00136134,18.4,81.6
E00136135,18.5,81.5
E00136136,25.9,74.1
E00136154,34.6,65.4
E00136155,26.4,73.6
E00136156,25.9,74.1
E00136157,22,78
E00136158,22.3,77.7
E00136159,28.9,71.1
E00136160,25.2,74.8
E00136161,22.7,77.3
E00136162,19,81
E00136163,21.6,78.4
E00136164,14.2,85.8
E00136165,19.5,80.5
E00136166,31.7,68.3
E00136177,16.1,83.9
E00136178,17.8,82.2
E00136179,27,73
E00136180,26.1,73.9
E00136181,23.9,76.1
E00136182,20.8,79.2
E00136183,27,73
E00136184,25.8,74.2
E00136193,15.5,84.5
E00169869,30,70
E00169870,30.4,69.6
E00169871,32.7,67.3
E00184661,26.5,73.5
E00184667,16.3,83.7
E00184727,13.7,86.3
