geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00135405,10.4,40.3,31.2,18.2
E00135406,6.1,48.8,36.6,8.5
E00135407,20.5,47,28.2,4.3
E00135408,5.5,43.1,35.8,15.6
E00135409,12.1,37.9,39.4,10.6
E00135410,13.8,45,27.5,13.8
E00135411,11.9,45.8,25.4,16.9
E00135412,5.7,45.9,29.9,18.5
E00135878,24.8,41.3,23.9,10.1
E00135879,12.7,46,27,14.3
E00135880,12.3,37.7,35.8,14.2
E00135881,18.8,58.6,17.2,5.5
E00135885,7,55.5,26.6,10.9
E00135886,5,37.2,38,19.8
E00135888,17.7,44.2,24.2,14
E00135897,20.2,57.7,16.7,5.4
E00135898,30.3,50.8,14.4,4.5
E00135899,32.8,52.6,11.2,3.4
E00135900,41.2,50.7,5.4,2.7
E00135901,52.3,33.9,10.1,3.7
E00135902,15.2,37.1,35.6,12.1
E00135903,19.9,58.1,14,8.1
E00135904,28.9,57.7,11.3,2.1
E00135905,47.2,40.7,8.3,3.7
E00135906,22.1,47.1,25,5.7
E00135907,29.4,42.1,26.2,2.4
E00135908,37.6,47.9,12.8,1.7
E00135909,29.1,46.2,17.9,6.8
E00135910,50.4,40.7,7.1,1.8
E00135911,47.3,37.2,14.7,0.8
E00135928,25.2,38.3,27.8,8.7
E00135929,16,34.6,30.9,18.5
E00135930,17.9,52.2,25.4,4.5
E00135931,11.7,41.4,36,10.8
E00135933,3.1,37.7,38.5,20.8
E00135937,4.8,48.4,32.3,14.5
E00135946,6.5,54.2,32.7,6.5
E00135947,9.6,43.4,34.9,12
E00135948,2.5,57.4,27,13.1
E00135949,28.7,32.2,28,11.2
E00135950,7.9,43.4,34.2,14.5
E00135951,5.9,44.1,30.9,19.1
E00135952,10.6,54.5,21.2,13.6
E00135953,10.9,45.3,30.5,13.3
E00135954,19.5,59.3,13.6,7.6
E00135964,12.1,62.1,16.9,8.9
E00136062,9.2,48.7,27.6,14.5
E00136063,12.7,53.4,21.2,12.7
E00136064,14.5,51.1,27.5,6.9
E00136065,6.8,40.9,37.5,14.8
E00136066,16,48.1,30.2,5.6
E00136069,6.1,40.5,39.9,13.5
E00136071,8.8,42.2,37.3,11.8
E00136072,8.5,44.6,27.7,19.2
E00136073,8.2,41.8,30.6,19.4
E00136074,6.2,38.3,33.3,22.2
E00136075,13.2,58.8,23.5,4.4
E00136076,35.2,39,17.1,8.6
E00136077,16.2,47.4,25.4,11
E00136078,14.4,48.1,27.9,9.6
E00136079,13.7,48.2,28.1,10.1
E00136080,22.1,46.3,25.3,6.3
E00136081,35.5,43,16.8,4.7
E00136082,21.4,50.5,17.5,10.7
E00136083,29.3,44,19.8,6.9
E00136084,18,59.6,16.9,5.6
E00136088,14.1,43.7,28.2,14.1
E00136110,22.9,47.7,22,7.3
E00136111,25.7,51.4,17.4,5.5
E00136112,43.6,41.9,11.1,3.4
E00136113,30.9,48.9,15.1,5
E00136114,19.8,52.6,22.4,5.2
E00136115,10.8,49.5,31.5,8.1
E00136116,14.8,50.8,28.7,5.7
E00136117,19.7,39.3,29.9,11.1
E00136118,29.9,40.2,23.4,6.5
E00136119,24.2,57,16.1,2.7
E00136120,13.2,54.5,24.8,7.4
E00136121,48.5,32,13.4,6.2
E00136122,20.6,42.9,23,13.5
E00136123,35.6,43.7,13.8,6.9
E00136124,10.9,42.5,34.7,11.9
E00136125,19.5,46,26.5,8
E00136126,16.2,59.5,18.9,5.4
E00136127,11.3,49.6,24.8,14.3
E00136128,7.6,48.3,36.4,7.6
E00136129,14,57,16.8,12.1
E00136130,11,51.4,24.8,12.8
E00136131,22.8,50.7,22.1,4.4
E00136132,15.1,52.7,24,8.2
E00136133,15.2,51.7,22.8,10.3
E00136134,16.6,48.3,24.1,11
E00136135,14.1,51.3,23.1,11.5
E00136136,16.7,45.5,24.2,13.6
E00136154,25.7,52.7,13.5,8.1
E00136155,28.2,38.8,27.2,5.8
E00136156,14.5,53.1,22.1,10.3
E00136157,10.3,41.3,38.9,9.5
E00136158,10.4,56.6,23.6,9.4
E00136159,25.8,49.1,17.2,8
E00136160,36.7,44,14.7,4.6
E00136161,17.6,47.3,30.4,4.7
E00136162,24.8,52.1,17.1,6
E00136163,13.2,54.4,26.4,6
E00136164,14.6,48.2,27,10.2
E00136165,28.2,45.5,19.1,7.3
E00136166,23.9,54.9,19.7,1.4
E00136177,10.4,27.4,38.7,23.6
E00136178,9.3,41.7,31.5,17.6
E00136179,21.2,39,25.4,14.4
E00136180,12.7,43.3,28.4,15.7
E00136181,11.9,52.3,26.6,9.2
E00136182,16.5,40.9,29.1,13.4
E00136183,12.8,47,30.2,10.1
E00136184,14.3,46.2,26.1,13.4
E00136193,12.9,35.6,36.6,14.9
E00169869,20.8,56.6,16,6.6
E00169870,34.9,42.1,18.3,4.8
E00169871,41.4,39.4,15.2,4
E00184661,1.7,56.7,33.3,8.3
E00184667,6.8,61.4,28.4,3.4
E00184727,8.8,55.9,29.4,5.9
