geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00148159,88.5,5.6,1,2.1,2.8
E00148160,94.6,4,1.4,0,0
E00148161,91.9,4.7,3.4,0,0
E00148162,90,5.7,2.5,1.4,0.4
E00148163,73.8,8.3,6.3,7.1,4.4
E00148164,94.9,3.1,2.1,0,0
E00148165,84.9,5.4,4,2.7,3
E00148166,87.9,6.7,3.3,1.7,0.4
E00148167,94.4,4,0.4,1.2,0
E00148168,76.2,9.2,7.9,3.8,2.9
E00148169,89.5,5.4,3.8,0.6,0.6
E00148170,91.7,5.4,1.4,1.1,0.3
E00148171,95,1.9,0.6,0,2.5
E00148172,93.2,4.1,2,0.7,0
E00148173,92.7,5,1.7,0.6,0
E00148174,90.5,4.5,4.5,0,0.5
E00148175,96.6,1.5,1,1,0
E00148176,93.8,4.9,1.3,0,0
E00148177,86.2,6.5,6.1,1.2,0
E00148178,95.6,3.6,0.4,0.4,0
E00148179,88.5,3.8,4.7,0.4,2.6
E00148180,93.1,6.9,0,0,0
E00148182,62.2,8,16.5,8.3,5
E00148183,60.3,9,12.6,11.6,6.5
E00148184,67.1,7.5,10.5,9,6
E00148185,61.4,8.4,15.6,7.8,6.8
E00148186,54.2,12.8,18.3,9.3,5.5
E00148187,74.5,10,5.8,5,4.7
E00148188,71,10.1,8.4,5.8,4.8
E00148189,75.7,7.3,9.6,5.5,1.8
E00148190,79.2,9.7,5.5,3.8,1.7
E00148192,91.5,3.3,4,0.9,0.3
E00148193,82,5,6.8,4.4,1.8
E00148194,86.8,6,3.6,2.1,1.5
E00148195,82.3,4.3,6.4,4.7,2.3
E00148196,77.2,5.9,5.5,6.6,4.8
E00148197,88.1,5,3,0.9,3
E00148198,88.5,7.2,3.4,0.9,0
E00148199,91.3,6.1,0.8,0.4,1.5
E00148200,84.2,12.5,1.5,1.5,0.4
E00148201,90,4.5,0.7,4.5,0.3
E00148202,88,6.9,3.1,0.8,1.2
E00148203,82.6,9.2,5.7,1.9,0.6
E00148204,85,5.6,5.6,0.9,2.8
E00148205,91.6,3.7,2.5,0.3,1.9
E00148207,82.4,8.4,7,0.8,1.4
E00148208,78.9,7.7,4.9,2.1,6.3
E00148209,89.2,3.6,1.8,2.4,3
E00148210,88.9,5.4,2.5,2.9,0.4
E00148211,89.4,5.5,2.4,2.4,0.3
E00148212,92.1,3,2.7,0.3,1.8
E00148213,93.6,4.4,1.5,0.5,0
E00148214,91.3,6.1,0.5,2.1,0
E00148215,89.2,6.4,2,0.3,2
E00148216,88.4,6.5,3.5,1.3,0.3
E00148217,88.8,6.8,3.4,0.5,0.5
E00148218,93.3,4.2,1.1,1.4,0
E00148219,93.4,3.7,0.3,1.7,1
E00148220,92.9,5.1,0.3,0.8,0.8
E00148221,89.9,5.7,2.9,1.4,0.2
E00148222,89.7,4.3,2.3,2,1.8
E00148223,95.6,3.7,0.3,0,0.3
E00148224,90.5,6.3,3.2,0,0
E00148225,88,3.7,5.8,2.6,0
E00148226,96.6,2.7,0.7,0,0
E00148227,83.3,8.9,6.9,0.4,0.4
E00148228,66.3,10,4.7,4.3,14.7
E00148229,96.1,2.1,1.3,0.3,0.3
E00148230,95.5,0.5,1.5,2,0.5
E00148231,97.6,2.1,0,0,0.3
E00148232,97.5,2.5,0,0,0
E00148233,92.2,5.4,2.3,0,0
E00148234,97,2.2,0.7,0,0
E00148235,97.6,0,0.3,1,1
E00148236,82.7,8.4,5.9,1.8,1.3
E00148238,96.2,3.8,0,0,0
E00148239,99.6,0,0,0.4,0
E00148240,89.1,4.5,5.9,0.6,0
E00148241,92.2,2.9,1.2,1.6,2
E00148242,95.8,2.4,1.2,0.6,0
E00148243,89.9,4.5,3.1,2,0.6
E00148244,88.9,6.6,3.3,0.7,0.7
E00148245,90.3,3.1,6,0.2,0.2
E00148246,95,2,2.3,0,0.7
E00148247,94.9,1.3,3.5,0,0.3
E00148248,89.3,6.1,2.3,1.8,0.5
E00148249,92.3,2.1,4.2,0.3,1
E00148250,87.3,5.1,4.3,0,3.3
E00148251,88.9,4.7,3.9,2.4,0
E00148252,90.4,3.6,2.1,2.5,1.4
E00148253,80.8,7.3,7.9,4,0
E00148254,93.5,4.7,1.6,0.3,0
E00148255,73,15.2,7.6,3.1,1
E00148256,89.3,5,4,1.7,0
E00148257,94.4,3.2,2.1,0.3,0
E00148258,91.5,5.7,1.1,1.8,0
E00148259,95.5,3.4,0.3,0.3,0.3
E00148260,98.1,1.5,0.4,0,0
E00148262,89.1,6,1.5,1.5,1.9
E00148263,94,1.7,2.7,1.7,0
E00148265,91.2,2.9,0.7,0,5.1
E00148266,78.4,9.2,4.8,4.8,2.9
E00148267,90.6,4.9,2.1,2.4,0
E00148269,85.8,6.1,1.7,5,1.4
E00148270,93.7,3.1,2.3,0.6,0.3
E00148272,91.2,4.6,0.7,2.7,0.7
E00148273,92.9,3.3,2.6,0.7,0.4
E00148274,91.7,4.6,1.4,2.3,0
E00148275,90.3,5.4,2.5,1.6,0.2
E00148276,87.3,9.2,1.2,0.6,1.7
E00148277,93.6,3.1,3.4,0,0
E00148322,91.5,6.8,0,1.7,0
