areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00079934,80.3,4.2,15.6
E00079935,84.2,4.1,11.7
E00079936,78.1,4.7,17.2
E00079937,87.1,1.5,11.4
E00079938,92,1.7,6.3
E00079939,68.3,4.8,26.9
E00079940,85.9,0.8,13.3
E00079941,83.6,5.4,11
E00079942,82.2,3.7,14.1
E00079943,78.5,6.2,15.3
E00079944,89.1,0.7,10.2
E00079945,77,4.9,18.1
E00079946,87.3,4.3,8.3
E00079947,87.3,4,8.7
E00079948,79.2,4.2,16.7
E00079949,90.6,4.6,4.9
E00079950,83.5,2.6,13.9
E00079951,87.5,4.8,7.7
E00079952,79.5,2.3,18.2
E00079953,83.3,3.9,12.8
E00079954,85.3,3.3,11.4
E00079955,78.4,1.9,19.7
E00079956,87,0,13
E00079957,87.4,0.7,11.9
E00079958,89.5,3.9,6.6
E00079959,83.4,1.8,14.8
E00079960,88,1.2,10.8
E00079961,82.8,3.6,13.6
E00079962,92.6,1.7,5.7
E00079963,92.7,2.4,4.9
E00079964,77.1,2.8,20.1
E00079965,92.1,1.4,6.5
E00079966,89.2,1.1,9.7
E00079967,90.1,4.6,5.2
E00079968,66.1,7.4,26.5
E00079969,73.5,6.6,19.9
E00079970,76.4,4.5,19.2
E00079971,89.7,2.3,8
E00079972,82.9,6.5,10.6
E00079973,88.4,5.5,6.1
E00079974,71.7,4,24.3
E00079975,85.3,4.3,10.4
E00079976,90.2,2.8,7
E00079977,81.9,7.6,10.5
E00079978,88.1,3.2,8.7
E00079979,87.1,2.5,10.4
E00079980,78.6,8.6,12.7
E00079981,72.4,3.5,24.1
E00079982,81.2,6.7,12.2
E00079983,79.7,4.6,15.6
E00079984,86.2,4.2,9.6
E00079985,73.5,4.7,21.8
E00079986,74.5,3.9,21.6
E00079987,91.1,3.9,5.1
E00079988,80.7,5.1,14.2
E00079989,85.4,2.7,11.9
E00079990,82.9,1.6,15.5
E00079991,92,3.6,4.5
E00079992,78.7,7.1,14.2
E00079993,69.3,4,26.7
E00079994,85.8,2.7,11.5
E00079995,87.7,2.9,9.3
E00079996,90.9,3.2,5.8
E00079997,81.8,5,13.2
E00079998,65.9,2.2,31.9
E00079999,87.1,2.7,10.2
E00080000,93.6,3.2,3.2
E00080001,89.8,4.3,5.8
E00080002,74.7,9.1,16.2
E00080003,81.9,8.6,9.4
E00080004,84,4.5,11.5
E00080005,86.1,6,7.8
E00080006,87.6,4.2,8.1
E00080007,79.7,3.8,16.5
E00080008,74.2,11.7,14
E00080009,92.3,4.4,3.3
E00080010,91.5,3.6,4.8
E00080011,76.6,4.2,19.3
E00080012,93.1,3.1,3.8
E00080013,60.5,25.6,13.9
E00080014,89.4,6.8,3.8
E00080015,64,21.1,15
E00080016,70,9.8,20.2
E00080017,68.4,5.2,26.4
E00080018,88.5,4.9,6.6
E00080019,66.3,15.3,18.5
E00080020,82.9,8.8,8.4
E00080021,85,4.5,10.5
E00080022,77.4,15.5,7.1
E00080023,70.7,12,17.4
E00080024,89.6,5.6,4.8
E00080025,69.6,16.5,13.8
E00080026,68.6,6.2,25.2
E00080027,73.7,16.4,9.9
E00080028,77.6,9.4,13
E00080029,92.4,2.3,5.3
E00080030,92.7,3.4,3.9
E00080031,85.2,4.2,10.7
E00080032,70.1,14.2,15.6
E00080033,83.3,4,12.7
E00080034,84.2,0.4,15.4
E00080035,91.3,1.7,7
E00080036,91,2.8,6.2
E00080037,89.9,0.4,9.7
E00080038,90.9,1.9,7.2
E00080039,91,0.7,8.3
E00080040,82.9,2.8,14.3
E00080041,91.8,1.7,6.5
E00080042,85.3,1.6,13.1
E00080043,82.3,1.3,16.4
E00080044,87,2.9,10.1
E00080045,85.8,4.3,9.8
E00080046,82.7,0.8,16.5
E00080047,93.2,1.4,5.4
E00080048,86.9,1.4,11.8
E00080049,90.5,1.8,7.7
E00080050,81.4,1.2,17.4
E00080051,87.6,0.3,12.1
E00080052,89.7,1.2,9.1
E00080053,92.2,3.3,4.6
E00080054,81.7,4,14.3
E00080055,87.5,0.9,11.6
E00080056,87.3,3.4,9.3
E00080057,89.1,1.4,9.6
E00080058,67.3,1.8,31
E00080059,90.2,2.9,7
E00080060,90.9,0.8,8.3
E00080061,81.1,7.4,11.4
E00080062,83.3,0.8,16
E00080063,88,2.7,9.3
E00080064,88.3,2,9.7
E00080099,90.4,4.8,4.8
E00080100,89.3,5.5,5.1
E00080101,93.6,1.4,4.9
E00080102,90.7,3,6.3
E00080103,93.4,3.5,3.1
E00080104,93.5,2.4,4
E00080105,88.8,4.9,6.3
E00080106,88.7,2.6,8.7
E00080107,85.6,5.4,9.1
E00080108,91.1,5.6,3.3
E00080109,92.5,2.5,5
E00080110,92.1,3.4,4.5
E00080111,85.2,5.3,9.5
E00080112,87.6,3.6,8.8
E00080113,83.4,8.4,8.1
E00080114,93.3,2,4.7
E00080115,90.3,2.6,7
E00080116,87.4,3.6,9
E00080117,83.1,6.4,10.6
E00080118,90.5,4.4,5.1
E00080119,81.2,8.1,10.8
E00080120,60.5,10.1,29.4
E00080121,82.2,4,13.8
E00080122,85.7,7.1,7.1
E00080123,92.3,3.4,4.3
E00080124,85.2,8.3,6.6
E00080125,86.2,5.9,7.9
E00080126,86.2,8.2,5.6
E00080127,86.5,7.7,5.8
E00080128,87.1,6.5,6.5
E00080129,93.3,1.2,5.5
E00080130,92.2,6.2,1.6
E00080131,90.5,4.2,5.3
E00080132,81.8,6.5,11.7
E00080133,87.7,6.4,6
E00080134,92.2,4.3,3.5
E00080136,80.3,7.1,12.5
E00080137,80.1,8.8,11.2
E00080140,69.3,19.3,11.3
E00080141,82.9,10.2,6.9
E00080142,77.7,2.7,19.6
E00080146,65.9,16.9,17.2
E00080148,81.4,10.1,8.5
E00080149,85.7,8.5,5.8
E00080150,79.7,8.4,11.9
E00080152,72.1,13.9,13.9
E00080153,72.2,20.4,7.5
E00080154,78.9,11.8,9.3
E00080155,58.1,21.5,20.4
E00080156,72.3,16.1,11.6
E00080157,59,25.5,15.5
E00080159,74.4,14.6,11
E00080162,74,16,10
E00080163,76,11.5,12.4
E00080165,77.2,10.9,11.9
E00080166,66,17.8,16.1
E00080167,77.9,10.7,11.4
E00080169,75.6,12.7,11.7
E00080172,85,4.2,10.8
E00080173,68.2,7.8,24
E00080174,84.7,8.1,7.3
E00080175,64.2,12.2,23.6
E00080176,72.2,16.2,11.6
E00080177,72.7,10.1,17.2
E00080179,75.4,15.1,9.5
E00080180,73,15.8,11.2
E00080181,83.3,7.8,8.9
E00080182,87.7,4.3,8
E00080183,91.2,2.4,6.4
E00080184,85.1,5.3,9.6
E00080185,84.1,7.5,8.4
E00080186,88.3,5.7,6
E00080187,78.8,5.1,16.1
E00080188,92.5,3.2,4.3
E00080189,86.6,5.1,8.4
E00080190,84.6,7.4,8
E00080191,88.2,4.8,7
E00080192,76,12.3,11.8
E00080193,83.5,10.7,5.8
E00080194,87.1,5.7,7.2
E00080195,91.7,3,5.2
E00080196,92.4,2.4,5.2
E00080197,86.2,6.1,7.7
E00080198,78.4,12.9,8.7
E00080199,83.7,3.7,12.7
E00080200,85.1,5.2,9.7
E00080201,53.6,10.5,36
E00080205,93.4,1.3,5.4
E00080207,79.3,5.7,15
E00080208,76.3,8.6,15.1
E00080209,83.6,4,12.3
E00080210,87.1,5,7.9
E00080211,84.7,1,14.2
E00080212,86.4,4.9,8.7
