areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00079934,5.6,24.3,53.5,16.7
E00079935,5.5,46.6,30.1,17.8
E00079936,14,45.6,27.9,12.5
E00079937,0.9,41,38.5,19.7
E00079938,3.2,25.8,29.8,41.1
E00079939,25.6,37.2,37.2,0
E00079940,20.8,19.2,46.7,13.3
E00079941,0.8,33.6,55.7,9.8
E00079942,22.6,36.3,29.5,11.6
E00079943,4.7,39.8,43,12.5
E00079944,1.5,40.5,33.6,24.4
E00079945,24.4,24.4,44.9,6.3
E00079946,6,41.9,30.8,21.4
E00079947,8.6,20.7,57.1,13.6
E00079948,3.3,43.1,43.1,10.6
E00079949,2.5,13.6,33.1,50.8
E00079950,8.2,25.4,41,25.4
E00079951,4.2,15,58.3,22.5
E00079952,16.5,7.9,62.2,13.4
E00079953,31.6,39,19.1,10.3
E00079954,3.8,60.2,25.6,10.5
E00079955,52.8,22.4,15.2,9.6
E00079956,0.7,59.3,30,10
E00079957,2.3,58.5,25.4,13.8
E00079958,4.3,53.9,33.9,7.8
E00079959,2.6,41.4,46.6,9.5
E00079960,1.8,33.6,48.2,16.4
E00079961,15.9,37.7,31.1,15.2
E00079962,8.8,23.2,47.2,20.8
E00079963,5,23.8,31.3,40
E00079964,61.7,13,19.1,6.1
E00079965,0,19.1,47,33.9
E00079966,8.2,20.9,43.6,27.3
E00079967,10.3,33.5,27.7,28.4
E00079968,14.1,22.2,60,3.7
E00079969,22.7,28.8,46.2,2.3
E00079970,26.7,7.5,56.7,9.2
E00079971,5.1,12.7,44.9,37.3
E00079972,6,39.6,34.3,20.1
E00079973,11.9,21.4,50,16.7
E00079974,0.8,12.7,77.1,9.3
E00079975,7.2,23,38.8,30.9
E00079976,7.2,20.9,37.9,34
E00079977,9.1,34.9,42.9,13.1
E00079978,9.9,32.1,41.4,16.7
E00079979,6.5,25.2,46.3,22
E00079980,13.5,57.1,24.1,5.3
E00079981,4.2,36.6,52.1,7
E00079982,1.7,10.1,73.9,14.3
E00079983,0.8,3.2,77.6,18.4
E00079984,4,22.1,46.3,27.5
E00079985,1,13.5,73.1,12.5
E00079986,10.2,28.6,49,12.2
E00079987,0.8,14.7,59.7,24.8
E00079988,3.7,31.8,49.5,15
E00079989,0.7,46,39.6,13.7
E00079990,0,32.9,53.6,13.6
E00079991,0.8,9.8,39.3,50
E00079992,46.8,28.1,23.7,1.4
E00079993,0,4,92.1,4
E00079994,0.7,22.5,55.1,21.7
E00079995,32.7,29.9,27.1,10.3
E00079996,6.1,22.7,34.1,37.1
E00079997,30.3,19.1,31.6,19.1
E00079998,50,7.6,33.9,8.5
E00079999,10.5,36,36.5,17
E00080000,1.7,11.3,17.4,69.6
E00080001,9.8,18.2,25,47
E00080002,45.4,35,6.7,12.9
E00080003,30.9,44,11,14.1
E00080004,7,49,28.5,15.5
E00080005,12.4,14.9,46.3,26.4
E00080006,14.5,50.3,20.7,14.5
E00080007,28.3,51.6,4.4,15.7
E00080008,46.5,25.4,10.6,17.6
E00080009,7,23.5,29.6,40
E00080010,20.5,24.8,31.6,23.1
E00080011,31.7,32.5,6.5,29.3
E00080012,2.5,10.2,20.3,66.9
E00080013,43.9,32.9,13.3,9.8
E00080014,24.6,34.9,12.7,27.8
E00080015,46.5,37,15.7,0.8
E00080016,50.5,30.4,14.1,4.9
E00080017,64.1,24.4,7.6,3.8
E00080018,10.9,12.3,60.9,15.9
E00080019,13.2,78.3,4.7,3.9
E00080020,35,42.7,7.7,14.5
E00080021,12.3,26,16.2,45.5
E00080022,27.6,26.9,9.7,35.8
E00080023,25,38.4,13.4,23.2
E00080024,27.1,26.2,6.5,40.2
E00080025,29.5,41.8,13.9,14.8
E00080026,17.4,31.1,22,29.5
E00080027,21.3,42.6,10.2,25.9
E00080028,47.1,42.9,5,5
E00080029,3.4,5,14.3,77.3
E00080030,0.8,8.1,19.5,71.5
E00080031,6.7,17.9,8.2,67.2
E00080032,36.6,35.9,14.5,13.1
E00080033,2.8,30.3,54.5,12.4
E00080034,1.7,27.5,57.5,13.3
E00080035,0,5.8,36.5,57.7
E00080036,0,0,14,86
E00080037,0,26.9,50.4,22.7
E00080038,2.5,52.1,30.3,15.1
E00080039,1.6,36.7,46.9,14.8
E00080040,26.4,36.8,24,12.8
E00080041,0,18.5,30.3,51.3
E00080042,24.6,18.8,45.7,10.9
E00080043,5.2,33.3,47.4,14.1
E00080044,0.9,11.6,79.5,8
E00080045,20,35.3,22.9,21.8
E00080046,1.6,40.7,37.4,20.3
E00080047,0,21.8,53.8,24.4
E00080048,0.8,33.3,43.7,22.2
E00080049,0.8,24.8,62.8,11.6
E00080050,3,37.9,46.2,12.9
E00080051,1.6,32.8,50.8,14.8
E00080052,3.6,43.2,42.4,10.8
E00080053,0,9.8,64.8,25.4
E00080054,10.8,46.8,37.8,4.5
E00080055,0,40,42.3,17.7
E00080056,6.8,42.2,29.3,21.8
E00080057,3.1,32.3,46.9,17.7
E00080058,25.5,53.1,20.4,1
E00080059,8.3,30.3,53.2,8.3
E00080060,2.5,36.7,45.8,15
E00080061,3.7,18.4,64.7,13.2
E00080062,3.5,40.9,40,15.7
E00080063,1.5,27.8,52.6,18
E00080064,0.8,21.5,57.7,20
E00080099,16.5,19.4,38.1,25.9
E00080100,20.9,43.4,20.9,14.7
E00080101,16.7,25.4,30.2,27.8
E00080102,19.6,34.2,34.2,12
E00080103,8.7,55.9,22.8,12.6
E00080104,17,48.2,28.4,6.4
E00080105,14.8,32.7,36.4,16
E00080106,13.7,42.7,19.7,23.9
E00080107,25.8,27.3,26.5,20.5
E00080108,14.6,21.5,45.8,18.1
E00080109,12.5,20.4,34.9,32.2
E00080110,21,16,38.7,24.4
E00080111,25.4,26.2,27.7,20.8
E00080112,14,25.9,39.9,20.3
E00080113,4.2,26.7,44.2,25
E00080114,9.1,18.2,42.1,30.6
E00080115,12.5,17.6,31.6,38.2
E00080116,17.8,33.1,27.1,22
E00080117,33.6,27.7,18.5,20.2
E00080118,11.4,31.1,49.2,8.3
E00080119,39.9,31.9,13.8,14.5
E00080120,22.2,31.1,22.2,24.4
E00080121,15.3,46.6,33.6,4.6
E00080122,40,44.4,12.6,3
E00080123,13,34,18.5,34.6
E00080124,22.2,27.4,35.6,14.8
E00080125,28,49.2,15.3,7.6
E00080126,20.4,56.7,21.7,1.3
E00080127,26.4,48.6,17.1,7.9
E00080128,6.1,69.7,18.2,6.1
E00080129,19.5,32,37.5,10.9
E00080130,5.4,24,20.9,49.6
E00080131,11.1,26.2,46.8,15.9
E00080132,14.6,62.6,11.4,11.4
E00080133,7,36.5,41.7,14.8
E00080134,18.9,34.6,25.2,21.3
E00080136,36.5,34,11.9,17.6
E00080137,28,40.5,17.3,14.3
E00080140,29.4,43.7,18.3,8.7
E00080141,53.9,28.1,10.2,7.8
E00080142,81.3,16.3,2.4,0
E00080146,43.4,39.2,9.5,7.9
E00080148,38.1,44.8,11.2,6
E00080149,14,54.3,30.2,1.6
E00080150,20.1,64.7,10.8,4.3
E00080152,29.8,47,14.6,8.6
E00080153,25.9,61.2,6.5,6.5
E00080154,15.7,39.8,16.9,27.7
E00080155,18.9,50.7,16.2,14.2
E00080156,40,32.7,11.8,15.5
E00080157,17.9,45.3,14.7,22.1
E00080159,11.7,25.5,41.5,21.3
E00080162,43.6,33,6.7,16.8
E00080163,27.3,32.5,12.3,27.9
E00080165,20.4,36.2,19.1,24.3
E00080166,14.6,40.4,20.5,24.5
E00080167,55,36.3,4.1,4.7
E00080169,35.5,37.9,13.7,12.8
E00080172,0.9,11.2,70.1,17.8
E00080173,55.9,13.6,24.6,5.9
E00080174,5.2,27.9,45.5,21.4
E00080175,22.7,8.6,48.4,20.3
E00080176,33.3,38.9,24.2,3.5
E00080177,24.2,29.5,35.6,10.7
E00080179,16.9,14,52.2,16.9
E00080180,24.2,35,29.2,11.7
E00080181,3.6,54,32.1,10.2
E00080182,1.3,33.1,30.5,35.1
E00080183,0.8,22.7,56.1,20.5
E00080184,0,31.6,48.9,19.5
E00080185,3.2,8.9,75.8,12.1
E00080186,1.8,23.7,54.4,20.2
E00080187,14.8,15.7,54.6,14.8
E00080188,2.2,16.7,43.5,37.7
E00080189,6.7,14.2,62.7,16.4
E00080190,3.5,11.5,51.3,33.6
E00080191,0.7,20.4,41.5,37.3
E00080192,3.8,46.5,29.9,19.7
E00080193,32.1,25.9,27.7,14.3
E00080194,0.8,10.9,51.3,37
E00080195,0,1.6,39.7,58.7
E00080196,11.4,9.8,35.8,43.1
E00080197,0.9,7.9,59.6,31.6
E00080198,17.7,28.5,34.6,19.2
E00080199,13.3,40.7,31.1,14.8
E00080200,0.8,38.8,45,15.5
E00080201,63,34.1,2.2,0.7
E00080205,0,1.8,50.9,47.4
E00080207,9.2,32.8,49.6,8.4
E00080208,1.4,51.4,38.7,8.5
E00080209,3.3,62.9,26.5,7.3
E00080210,2.8,11.2,73.8,12.1
E00080211,26.5,26.5,37.5,9.6
E00080212,2.2,13,68.1,16.7
E00080213,32.8,14.2,47,6
E00080214,18.3,38.2,41.2,2.3
E00080215,8.3,14.5,71.7,5.5
E00080216,3.8,38.7,18.9,38.7
E00080218,1.3,25.7,57.9,15.1
E00080219,7.4,40.5,44.6,7.4
E00080220,2.4,33.1,55.6,8.9
E00080221,11,49.3,34.2,5.5
E00080222,0.9,9,55.9,34.2
E00080223,26,20.5,39.4,14.2
E00080225,3.1,13.3,63.3,20.3
E00080226,1.1,18.5,75,5.4
E00080227,62.3,22.6,14.2,0.9
E00080228,1.7,5.1,67.5,25.6
E00080229,15.2,17.9,53.6,13.4
E00080230,9.1,51.8,31.8,7.3
E00080231,3.8,36.2,47.6,12.4
E00080232,69.7,4.5,5.6,20.2
E00080233,0,13.1,54.9,32
E00080234,11.9,22.2,52.4,13.5
E00080235,1.7,31,52.6,14.7
E00080236,7.4,30.6,45.5,16.5
E00080237,3.4,35.4,58.5,2.7
E00080238,12.7,43.6,39.1,4.5
E00080374,23.5,40.9,20.5,15.2
E00080381,49.2,48.3,0.8,1.7
E00080384,39.4,44.4,9.1,7.1
E00080397,22.6,34.1,39.6,3.7
E00080400,21.9,20.5,43.2,14.4
E00080401,15.8,24.7,43.2,16.4
E00080403,20.4,32.2,36.8,10.5
E00080404,38.6,30.7,18.2,12.5
E00080405,37.5,10.6,43.3,8.7
E00080406,22,29.4,26.6,22
E00080407,20,48.3,20,11.7
E00080408,18.8,12.1,55,14.1
E00080409,13,9.6,58.3,19.1
E00080410,6.1,13,67.9,13
E00080411,21.6,26.7,36.2,15.5
E00080412,16.5,41.7,31.6,10.2
E00080413,17.6,39,36,7.4
E00080414,17.1,22.9,42.1,17.9
E00080415,12.5,30.5,48.4,8.6
E00080416,20.1,25.7,40.3,13.9
E00080417,19.1,24.1,51.8,5
E00080418,12.8,17.6,58.4,11.2
E00080419,25,20.7,39.7,14.7
E00080420,22.2,13.3,49.4,15.2
E00080421,28.4,39.2,27.5,4.9
E00080422,10.6,17,51.1,21.3
E00080423,14.2,16.2,60.8,8.8
E00080424,10.9,13.4,54.6,21
E00080425,20.2,29,36.3,14.5
E00080426,21.7,39.1,17.4,21.7
E00080427,17.6,10.9,55.5,16
E00080428,23.7,15.8,50.9,9.6
E00080429,16.7,18.5,51.9,13
E00080430,17.2,40.2,29.5,13.1
E00080431,25,13.7,48.4,12.9
E00080432,25.8,20.5,31.8,22
E00080433,29.1,28.2,33.3,9.4
E00080434,22.9,22.9,21.2,33.1
E00080435,22.9,28,30.5,18.6
E00080436,29.3,13.3,38,19.3
E00080437,24.2,42.2,19.3,14.3
E00080438,18.8,36.9,28.1,16.3
E00080439,29.5,24.8,28.6,17.1
E00080440,36.6,34.1,17.7,11.6
E00080441,26.1,27.9,16.2,29.7
E00080442,27.5,32.1,18.3,22.1
E00080443,8,19.6,30.4,42
E00080444,25.6,28,14.4,32
E00080445,2.3,5.3,25,67.4
E00080446,1.5,5.2,26.7,66.7
E00080447,28.8,26.6,33.1,11.5
E00080448,8,18.4,20.8,52.8
E00080449,0,7,32.6,60.5
E00080450,2.2,9,44,44.8
E00080451,0,3.4,32.5,64.1
E00080452,1.5,19.7,59.8,18.9
E00080453,0,2.5,62.3,35.2
E00080454,0.8,33.6,48.4,17.2
E00080455,0.8,19.4,58.9,20.9
E00080456,2.9,36.7,43.9,16.5
E00080457,9.2,27.5,29.8,33.6
E00080458,0,12.7,50.8,36.5
E00080459,7.6,16.7,36.4,39.4
E00080460,15.9,21.4,34.9,27.8
E00080461,16.4,20.9,38.1,24.6
E00080462,8.4,64.1,23.7,3.8
E00080463,9.8,51.5,15.2,23.5
E00080464,12.4,45.5,23.4,18.6
E00080465,0,13.8,39.8,46.3
E00080466,5.3,18.4,33.3,43
E00080467,0,9.2,43.1,47.7
E00080468,2.3,28.9,43,25.8
E00080469,28.8,61.9,7.9,1.4
E00080470,4.2,20.8,38.3,36.7
E00080471,2.2,1.5,46.3,50
E00080472,8.3,21.1,27.1,43.6
E00108246,4.6,20.8,34.6,40
E00108247,0,15.6,36.9,47.5
E00108248,0.8,33.9,33.1,32.3
E00108272,8.8,24.6,38.6,28.1
E00108273,14.5,26.2,33.1,26.2
E00108274,7.2,18.4,48.8,25.6
E00108365,36.1,5.7,30.4,27.8
E00108367,1.3,29.7,58.7,10.3
E00108368,0,1.5,21.9,76.6
E00108370,18.1,34.6,34.6,12.6
E00108371,3.6,28.6,50.6,17.3
E00108372,0,14.3,65.2,20.5
E00108373,25.7,29.2,30.1,15
E00108374,13.8,31.5,34.6,20
E00108375,4.7,24.8,47.7,22.8
E00108376,0,16,26.4,57.6
E00108377,0.8,28.8,48.8,21.6
E00108378,9.7,16,45.1,29.2
E00108379,0.9,17.6,36.1,45.4
E00108380,0,23.9,29,47.1
E00108381,2.6,43.5,40.9,13
E00108382,0.9,37.5,32.1,29.5
E00108383,2.4,18.3,47.6,31.7
E00108384,0,15.7,35.7,48.6
E00108385,19.3,34.7,31.8,14.2
E00108386,0,20,44,36
E00108387,2.2,29.9,46.7,21.2
E00108391,15.9,30.3,38.6,15.2
E00108398,0,19,40.1,40.8
E00108400,29.7,46.1,18,6.3
E00108401,2.4,40.2,40.2,17.3
E00108402,47,18.3,25.2,9.6
E00108403,1.6,33.3,31.7,33.3
E00108405,4.9,17.2,47.2,30.7
E00108407,0,17,43.4,39.6
E00108409,47,28.7,21.7,2.6
E00108410,0,16.1,27.7,56.3
E00108415,6.3,22.2,50.8,20.6
E00108416,9.9,63.1,24.8,2.1
E00108417,7.7,26.8,39.9,25.6
E00108418,13.4,30.6,31,25
E00108423,20.2,39.5,33.1,7.3
E00108424,3.8,19.6,35.4,41.1
E00108425,11.5,46.9,35.4,6.2
E00108426,2.4,11.8,58.3,27.5
E00108428,1.8,17.4,26.6,54.1
E00108429,5.8,26.4,56.2,11.6
E00109108,0.7,29.9,46.9,22.4
E00109109,0,20.9,39.5,39.5
E00109110,0,11.8,23.6,64.6
E00109111,0,51.6,42.1,6.3
E00109112,1.4,13.8,30.4,54.3
E00109113,22.5,2.5,10,65
E00109114,0.7,22.7,43.3,33.3
E00109115,3.1,18.5,20,58.5
E00109116,1.7,10.2,52.5,35.6
E00109117,0,11.2,32,56.8
E00109118,9.3,21.2,51.7,17.8
E00109119,2.5,27.3,46.3,24
E00109120,0,14.7,45,40.3
E00109121,0.9,22.8,53.5,22.8
E00109122,3.2,12.8,33.6,50.4
E00109123,3.5,25.4,36.8,34.2
E00109124,7.9,53.5,26,12.6
E00109125,6.6,14,55.4,24
E00109126,13.8,36.2,39.7,10.3
E00109127,17.1,23.3,41.1,18.5
E00109128,1.9,7.1,57.7,33.3
E00109129,5.1,36.2,33.3,25.4
E00109130,8.3,27.8,22.9,41
E00109131,3,17,31.9,48.1
E00109132,1.5,18.2,48.5,31.8
E00109133,1,36.9,41.7,20.4
E00109134,3.3,30.8,40.8,25
E00109135,7,20.3,36.7,35.9
E00109136,0,18.6,68.1,13.3
E00109137,0,7.6,37.2,55.2
E00109138,3.7,10.4,41.8,44
E00109139,1.5,14.1,35.6,48.9
E00109140,1.5,21.2,31.1,46.2
E00109141,0,6.3,15.7,78
E00109142,6.5,14.2,32.9,46.5
E00109143,12.8,32,20.9,34.3
E00109144,2.9,8.1,29.4,59.6
E00109145,4,9.5,27.8,58.7
E00109146,0,23.6,33.9,42.5
E00109147,0.7,33.6,39.9,25.9
E00109148,27.8,29.6,32.1,10.5
E00109149,10.6,23.6,33.7,32.2
E00109150,17.9,35,26.8,20.3
E00109151,10.6,51.8,31.2,6.4
E00109152,2.2,13.2,75.8,8.8
E00109153,22,21.3,34,22.7
E00109154,33.3,24.4,27.8,14.4
E00109155,27.3,28.1,17.2,27.3
E00109156,10.7,20.7,49.6,19
E00109157,6.5,51.9,27.8,13.9
E00109158,2.8,4.9,87.3,4.9
E00109159,3.3,24.4,29.3,43.1
E00109160,22.9,40.7,27.1,9.3
E00109161,25.6,12.2,56.1,6.1
E00109162,19.1,22.6,39.1,19.1
