areacd,sex-001,sex-002
E00079934,51.5,48.5
E00079935,52.1,47.9
E00079936,54.7,45.3
E00079937,47.9,52.1
E00079938,52.3,47.7
E00079939,53.8,46.2
E00079940,50.2,49.8
E00079941,53.7,46.3
E00079942,53.2,46.8
E00079943,50.3,49.7
E00079944,53.8,46.2
E00079945,54.5,45.5
E00079946,50.9,49.1
E00079947,50.1,49.9
E00079948,51,49
E00079949,50.8,49.2
E00079950,55,45
E00079951,50,50
E00079952,57,43
E00079953,43.6,56.4
E00079954,50,50
E00079955,55.3,44.7
E00079956,51.1,48.9
E00079957,55.4,44.6
E00079958,52.4,47.6
E00079959,48.7,51.3
E00079960,48.8,51.2
E00079961,48.5,51.5
E00079962,50,50
E00079963,54,46
E00079964,52.8,47.2
E00079965,50.2,49.8
E00079966,55.2,44.8
E00079967,50.6,49.4
E00079968,52.2,47.8
E00079969,51.5,48.5
E00079970,51.5,48.5
E00079971,51,49
E00079972,49.2,50.8
E00079973,52,48
E00079974,51.4,48.6
E00079975,50,50
E00079976,55,45
E00079977,51.4,48.6
E00079978,52.8,47.2
E00079979,52.8,47.2
E00079980,50.5,49.5
E00079981,51.5,48.5
E00079982,53.2,46.8
E00079983,52.7,47.3
E00079984,53.2,46.8
E00079985,47.8,52.2
E00079986,54.8,45.2
E00079987,49.6,50.4
E00079988,52.9,47.1
E00079989,55.8,44.2
E00079990,46.8,53.2
E00079991,47.8,52.2
E00079992,47.2,52.8
E00079993,52.6,47.4
E00079994,51.8,48.2
E00079995,52.2,47.8
E00079996,57,43
E00079997,49.5,50.5
E00079998,51.3,48.7
E00079999,51.1,48.9
E00080000,50.6,49.4
E00080001,50.8,49.2
E00080002,47.6,52.4
E00080003,46,54
E00080004,52.2,47.8
E00080005,51.3,48.7
E00080006,49.1,50.9
E00080007,57.5,42.5
E00080008,47.6,52.4
E00080009,52.8,47.2
E00080010,53.6,46.4
E00080011,49.1,50.9
E00080012,53.5,46.5
E00080013,46.6,53.4
E00080014,48.8,51.2
E00080015,48.6,51.4
E00080016,48.3,51.7
E00080017,52.6,47.4
E00080018,52,48
E00080019,52.6,47.4
E00080020,57.8,42.2
E00080021,49,51
E00080022,50,50
E00080023,53.8,46.3
E00080024,48.4,51.6
E00080025,51.9,48.1
E00080026,53,47
E00080027,53.4,46.6
E00080028,50,50
E00080029,52.6,47.4
