areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00044139,22,18.9,46.2,12.9
E00044140,56.1,35.1,1.8,7
E00044141,26.1,21.8,34.5,17.6
E00044142,15.3,27,37.8,19.8
E00044143,31.4,29.8,32.2,6.6
E00044144,9.7,15.3,61.3,13.7
E00044145,35.2,27.2,20.8,16.8
E00044146,28.3,26.3,26.3,19.1
E00044147,16.8,8,64.8,10.4
E00044148,18,22.1,41,18.9
E00044149,29.4,18.3,38.5,13.8
E00044150,17.6,16,56.3,10.1
E00044151,28.9,38.3,22.8,10.1
E00044152,20.9,20,43.5,15.7
E00044153,19.8,27.8,44.4,7.9
E00044154,27,20,43.5,9.6
E00044155,20.8,12.9,50.5,15.8
E00044156,29.9,25.2,35.4,9.4
E00044157,14.3,15.9,65.9,4
E00044158,9,22,51,18
E00044159,34.4,30.5,19.5,15.6
E00044160,27.8,23.8,42.1,6.3
E00044161,47.2,31.2,14.4,7.2
E00044162,35.6,21.2,8.3,34.8
E00044163,20.9,5.2,67.8,6.1
E00044164,26.7,31.7,36.7,5
E00044165,49.2,50,0,0.8
E00044166,29.7,21.1,44.5,4.7
E00044168,9.5,11.4,71.4,7.6
E00044169,22.5,21.7,41.9,14
E00044170,24.1,22.4,40.5,12.9
E00044171,23.2,14.4,48.8,13.6
E00044172,22.4,29.3,37.1,11.2
E00044173,25,22.5,40,12.5
E00044174,17,25.5,5.3,52.1
E00044175,22,24.2,17.4,36.4
E00044177,17.4,33.6,30.9,18.1
E00044185,36.3,30.4,5.2,28.1
E00044189,35.5,22.6,4.8,37.1
E00044191,35.9,17.1,0.9,46.2
E00044197,26.5,23.1,16.2,34.2
E00044200,23.9,14.2,27.6,34.3
E00044203,31,22.4,17.2,29.3
E00044317,29.4,25.4,39.7,5.6
E00044318,74.4,17.6,0,8
E00044319,62.4,32,1.6,4
E00044320,69.6,28.8,0.8,0.8
E00044321,18.8,24.1,47.3,9.8
E00044322,54.8,33.3,4,7.9
E00044323,21.8,16,56.3,5.9
E00044324,21.6,17.6,48.8,12
E00044325,10.4,6.1,76.5,7
E00044327,14.7,20.7,58.7,6
E00044328,13.4,19.3,58,9.2
E00044329,18.3,11.5,63.4,6.9
E00044330,13.7,12.1,66.1,8.1
E00044331,16.2,13.1,58.5,12.3
E00044332,9.5,16.2,65.7,8.6
E00044333,14.6,24.4,61,0
E00044336,45.5,18.8,23.8,11.9
E00044337,24.1,22.6,37.6,15.8
E00044338,22.8,24.4,39.8,13
E00044339,15.7,20.9,47.8,15.7
E00044340,20.5,25,37.5,17
E00044341,11.3,14.2,54.7,19.8
E00044342,15,10,57.5,17.5
E00044343,10.3,15.4,68.4,6
E00044344,13.1,11.5,65.6,9.8
E00044345,23.3,15.5,47.4,13.8
E00044346,18.5,22.2,38.5,20.7
E00044347,76.7,16.7,1.7,5
E00044348,14.5,14.5,60.5,10.5
E00044349,13.8,12.9,59.5,13.8
E00044463,40.8,23.8,30,5.4
E00044464,66.7,22.8,0.9,9.6
E00044465,22.7,14.1,33.6,29.7
E00044466,21.5,24.4,27.4,26.7
E00044467,18.4,21.6,44.8,15.2
E00044468,26.8,26.8,38.4,8
E00044469,26.2,24.1,32.6,17
E00044470,44,31.2,2.4,22.4
E00044471,10.8,12.6,72.1,4.5
E00044472,53.4,31,0,15.5
E00044473,31.2,28.3,2.2,38.4
E00044474,22.8,18.4,46.5,12.3
E00044475,46.2,28,5.3,20.5
E00044476,44.9,45.8,2.5,6.8
E00044477,44.7,37.4,0.8,17.1
E00044478,36.2,53.5,0,10.2
E00044479,54.8,38.3,0,7
E00044480,63.6,28,0.8,7.6
E00044481,46.1,30.4,15.7,7.8
E00044482,29.5,30.3,1.6,38.5
E00044483,35.5,37.1,2.4,25
E00044484,51.3,41.6,0.9,6.2
E00044485,41.6,36.8,0.8,20.8
E00044486,56.9,34.5,0.9,7.8
E00044487,52.4,38.1,1.6,7.9
E00044488,66.4,31,0,2.7
E00044489,56.3,38.1,0.8,4.8
E00044490,50.8,39.2,0.8,9.2
E00044491,8.1,15.3,47.7,28.8
E00044492,29.7,6.3,10.9,53.1
E00044493,23.4,27.1,37.4,12.1
E00044494,27.4,22.6,41.1,8.9
E00044495,47.8,15.9,1.8,34.5
E00044496,15.3,16.8,62,5.8
E00044559,19.1,19.9,41.1,19.9
E00044560,29,30.6,30.6,9.7
E00044561,28.3,31.9,29.2,10.6
E00044562,26.1,23.5,35.7,14.8
E00044564,36.5,25.2,25.2,13
E00044566,18.8,15,60.9,5.3
E00044567,30.3,25.4,30.3,13.9
E00044609,46.5,33.9,17.3,2.4
E00044682,43.3,33.9,5.5,17.3
