areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00044139,12.2,24.4,56.7,6.7
E00044140,8.6,21.7,61.1,8.6
E00044141,5.8,22.5,65,6.7
E00044142,14.7,24,58.1,3.1
E00044143,7.1,19.1,68.1,5.7
E00044144,9,17.9,64.1,9
E00044145,7.4,25.4,60.7,6.6
E00044146,11.2,29.6,57.9,1.3
E00044147,11.8,34.2,52.6,1.3
E00044148,5.1,19.1,69.1,6.6
E00044149,4.1,27.6,62.2,6.1
E00044150,8.8,27.5,51.6,12.1
E00044151,7.7,19.9,64.8,7.7
E00044152,8.2,23.6,60,8.2
E00044153,8.2,20.3,63.3,8.2
E00044154,12.8,20.2,67,0
E00044155,7.8,23.4,64.1,4.7
E00044156,6.8,23.9,59,10.3
E00044157,6.9,19.8,68.7,4.6
E00044158,9.3,31.8,53.3,5.6
E00044159,6.2,18.6,65.9,9.3
E00044160,5.2,23,66.7,5.2
E00044161,8.3,16.6,66.2,8.9
E00044162,11.7,19.7,63.5,5.1
E00044163,6.7,25.6,60,7.8
E00044164,7.1,24.4,64.6,3.9
E00044165,8.9,19.9,65.4,5.8
E00044166,7.1,25,61.9,6
E00044168,3.6,19.6,66.1,10.7
E00044169,12.3,20.2,61.4,6.1
E00044170,5.7,22.8,64.2,7.3
E00044171,5.2,22.7,61.9,10.3
E00044172,10.3,20.6,62.7,6.3
E00044173,11,22.9,60.2,5.9
E00044174,2.7,28,68,1.3
E00044175,13.2,24.8,58.7,3.3
E00044177,9.5,18.9,64.9,6.8
E00044185,7.9,21.1,65.1,5.9
E00044189,8.2,23.6,68.2,0
E00044191,23.2,35.1,37.3,4.3
E00044197,8.2,27.6,58.2,6.1
E00044200,11.9,31.8,52.3,4
E00044203,12.4,16.5,66,5.2
E00044317,5,32.2,57,5.8
E00044318,4.3,30.4,56.5,8.7
E00044319,7.5,23.4,58.9,10.3
E00044320,10.6,21.1,58.5,9.8
E00044321,11.7,17.5,63.1,7.8
E00044322,5.6,23.6,64.6,6.3
E00044323,6.1,23.2,63.4,7.3
E00044324,4,19,67,10
E00044325,10.6,31.9,51.3,6.2
E00044327,5.2,29.9,59.1,5.8
E00044328,5,36.1,55.5,3.4
E00044329,8.3,24.8,63.3,3.7
E00044330,5.7,35.8,58.5,0
E00044331,7,32.5,53.5,7
E00044332,9,35.1,51.4,4.5
E00044333,5.1,33.3,48.7,12.8
E00044336,8.4,24.1,59,8.4
E00044337,4.5,18.9,71.2,5.4
E00044338,2.8,28.4,61.5,7.3
E00044339,11.2,23.5,61.2,4.1
E00044340,0,28.1,64,7.9
E00044341,12.3,27.2,55.6,4.9
E00044342,4.9,22,64.6,8.5
E00044343,11.9,26.9,52.2,9
E00044344,5.3,15.8,72.6,6.3
