areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00012174,59.3,5.2,35.5
E00012175,64.4,9.6,25.9
E00012177,72.9,6.3,20.9
E00012179,38.3,4.7,57
E00012181,60.5,7.1,32.4
E00012183,64.5,7.5,28
E00012184,58.6,5,36.4
E00012185,53.2,3.9,42.9
E00012188,63.1,6.8,30
E00012190,65.8,8.1,26.1
E00012191,65.8,9.2,25.1
E00012192,57.8,9.4,32.8
E00012194,67.1,11.4,21.5
E00012198,65.6,5.4,28.9
E00012202,66.8,5.9,27.3
E00012203,60.8,4.1,35.1
E00012204,52.6,7.4,40
E00012205,60.6,5.7,33.7
E00012206,69.4,4.5,26.1
E00012207,51.9,6.1,42
E00012208,57.6,6.3,36.1
E00012388,57.4,6.1,36.5
E00012389,54.8,6.1,39.1
E00012395,56.2,8.6,35.2
E00012566,50,7.5,42.5
E00012567,56.8,5.9,37.4
E00012568,60.6,3.8,35.7
E00012569,50.2,4.5,45.4
E00012570,70.7,4.6,24.6
E00012571,56.1,3.8,40.2
E00012572,56.6,7.2,36.3
E00012573,55.6,6.3,38.1
E00012574,73.8,4.3,21.9
E00012575,49,6.5,44.6
E00012576,58.2,6.8,35
E00012577,57.9,6.6,35.5
E00012578,59.2,6,34.9
E00012579,56.5,5.4,38.1
E00012580,59.9,6.3,33.8
E00012581,41.1,3.1,55.8
E00012584,59.9,3.2,36.9
E00012585,66.1,6,28
E00012587,55.6,3,41.4
E00012590,63.9,6.9,29.2
E00012591,57.1,4.9,38
E00012592,67.3,4.9,27.8
E00012593,60.3,1.9,37.7
E00012594,68.7,5.1,26.2
E00012595,58.4,9.6,32
E00012596,60.4,5.5,34.1
E00012597,66.3,5.6,28.1
E00012599,56.1,3.9,40
E00012600,67.1,6.7,26.3
E00012601,55.4,8.6,36
E00012602,58.7,6,35.3
E00012603,59.7,6.3,33.9
E00012736,58.8,4,37.2
E00083215,72,7.9,20.1
E00083216,60.6,5,34.4
E00083221,69.6,4.4,26
E00083224,75.9,4.5,19.6
E00083225,69.8,3.7,26.6
E00083226,75.1,7.7,17.2
E00083227,68,3.4,28.6
E00083228,71,6,23
E00083229,71.7,3.3,25
E00083230,70.6,4.8,24.6
E00089956,60.6,3.3,36.1
E00089958,73.6,4.8,21.7
E00089959,63.4,3,33.6
E00089960,65,2.5,32.5
E00089961,65.5,2.6,31.9
E00156776,60,6.5,33.5
E00156781,54.9,5.7,39.4
E00156782,65.2,4.3,30.5
E00156783,64.7,6.5,28.8
E00156784,58,16.1,25.9
E00156785,50.6,3.9,45.5
E00156786,61.5,12.8,25.7
E00156787,64.1,3.5,32.4
E00156788,60.6,5.8,33.6
E00156789,64,4.6,31.4
E00156793,57.8,3.4,38.8
E00156795,69.9,5.5,24.6
E00156796,62,2.1,35.9
E00156797,68.5,1.4,30.1
E00156798,65.2,5.6,29.1
E00156799,53.9,5.1,41
E00156800,62.8,4.5,32.6
E00156801,62.2,4.1,33.7
E00176471,58.3,7.7,34
E00176472,59.5,7.7,32.8
E00176473,68.8,5.4,25.9
E00184388,78.8,3.3,17.8
E00184396,83.1,5.1,11.8
E00184405,74.6,3.5,21.9
E00184412,82.5,6.6,10.9
E00184419,87.2,3.5,9.3
E00184423,43.1,7.2,49.7
E00184425,59,7.2,33.8
E00184444,62.9,6.6,30.5
E00184458,67.4,6.3,26.3
E00184463,72.5,2,25.5
E00184465,69.5,6.6,23.9
E00184507,64.5,7.7,27.8
E00184524,55.6,7.4,37
