areacd,in_full_time_education-001,in_full_time_education-002
E00012174,28.8,71.2
E00012175,21.7,78.3
E00012177,17.3,82.7
E00012179,11.5,88.5
E00012181,25.9,74.1
E00012183,24.6,75.4
E00012184,17.3,82.7
E00012185,22.6,77.4
E00012188,17.9,82.1
E00012190,19.8,80.2
E00012191,22.2,77.8
E00012192,25.4,74.6
E00012194,18.9,81.1
E00012198,21.7,78.3
E00012202,15,85
E00012203,22.3,77.7
E00012204,26.5,73.5
E00012205,20.7,79.3
E00012206,19.2,80.8
E00012207,34.8,65.2
E00012208,38.5,61.5
E00012388,27.8,72.2
E00012389,29.7,70.3
E00012395,24.7,75.3
E00012566,27.3,72.7
E00012567,22.1,77.9
E00012568,17.3,82.7
E00012569,19.7,80.3
E00012570,23.1,76.9
E00012571,18.6,81.4
E00012572,27.1,72.9
E00012573,22.9,77.1
E00012574,19.6,80.4
E00012575,24,76
E00012576,22.9,77.1
E00012577,28.8,71.2
E00012578,22.4,77.6
E00012579,22.3,77.7
E00012580,30.3,69.7
E00012581,9.2,90.8
E00012584,16.2,83.8
E00012585,23.9,76.1
E00012587,13.1,86.9
E00012590,28.9,71.1
E00012591,22.3,77.7
E00012592,24.8,75.2
E00012593,25.8,74.2
E00012594,22.7,77.3
E00012595,21.9,78.1
E00012596,19.2,80.8
E00012597,21,79
E00012599,12.8,87.2
E00012600,19.1,80.9
E00012601,27.9,72.1
E00012602,22.9,77.1
E00012603,26.2,73.8
E00012736,34.4,65.6
E00083215,15.7,84.3
E00083216,24.7,75.3
E00083221,12.4,87.6
E00083224,15.9,84.1
E00083225,22,78
E00083226,19.8,80.2
E00083227,20,80
E00083228,14.6,85.4
E00083229,16.9,83.1
E00083230,16.4,83.6
E00089956,19.4,80.6
E00089958,20.3,79.7
E00089959,16.5,83.5
E00089960,16.2,83.8
E00089961,12.9,87.1
E00156776,8.8,91.2
E00156781,11.7,88.3
E00156782,14.7,85.3
E00156783,8.5,91.5
E00156784,1.7,98.3
E00156785,19.1,80.9
E00156786,2.6,97.4
E00156787,20.4,79.6
E00156788,19.7,80.3
E00156789,17.6,82.4
E00156793,23.5,76.5
E00156795,14.8,85.2
E00156796,17.8,82.2
E00156797,16.5,83.5
E00156798,18.4,81.6
E00156799,20.9,79.1
E00156800,15.2,84.8
E00156801,17.2,82.8
E00176471,27.2,72.8
E00176472,26.1,73.9
E00176473,30.7,69.3
E00184388,32.6,67.4
E00184396,20.8,79.2
E00184405,21.5,78.5
E00184412,6.5,93.5
E00184419,11.6,88.4
E00184423,16.2,83.8
E00184425,28.8,71.2
E00184444,23.4,76.6
E00184458,24.6,75.4
E00184463,26.3,73.7
E00184465,25.8,74.2
E00184507,34.2,65.8
E00184524,36.3,63.7
