areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00012174,61.2,38.8
E00012175,59.6,40.4
E00012177,30.7,69.3
E00012179,30,70
E00012181,62.2,37.8
E00012183,43.1,56.9
E00012184,67.9,32.1
E00012185,74.3,25.7
E00012188,35.7,64.3
E00012190,40.2,59.8
E00012191,41.9,58.1
E00012192,39.7,60.3
E00012194,36.9,63.1
E00012198,54.2,45.8
E00012202,48.2,51.8
E00012203,56,44
E00012204,69.6,30.4
E00012205,58.8,41.2
E00012206,54.8,45.2
E00012207,68.7,31.3
E00012208,70.8,29.2
E00012388,49.7,50.3
E00012389,58.7,41.3
E00012395,58.6,41.4
E00012566,72.1,27.9
E00012567,63.9,36.1
E00012568,68.1,31.9
E00012569,80.2,19.8
E00012570,68.1,31.9
E00012571,73.8,26.2
E00012572,70.5,29.5
E00012573,63.5,36.5
E00012574,59.4,40.6
E00012575,64.1,35.9
E00012576,62.6,37.4
E00012577,70.9,29.1
E00012578,69.1,30.9
E00012579,68.5,31.5
E00012580,69.2,30.8
E00012581,86.6,13.4
E00012584,63.6,36.4
E00012585,55.4,44.6
E00012587,71,29
E00012590,54.1,45.9
E00012591,79.2,20.8
E00012592,60.3,39.7
E00012593,69.9,30.1
E00012594,49.2,50.8
E00012595,53.3,46.7
E00012596,56.9,43.1
E00012597,67.8,32.2
E00012599,59.8,40.2
E00012600,53,47
E00012601,76.6,23.4
E00012602,59.8,40.2
E00012603,70.3,29.7
E00012736,64.6,35.4
E00083215,51,49
E00083216,70.9,29.1
E00083221,68.4,31.6
E00083224,51.6,48.4
E00083225,57,43
E00083226,58.5,41.5
E00083227,57.7,42.3
E00083228,51.5,48.5
E00083229,55.1,44.9
E00083230,60.8,39.2
E00089956,78,22
E00089958,69.2,30.8
E00089959,75.4,24.6
E00089960,75.4,24.6
E00089961,67.4,32.6
E00156776,56,44
E00156781,74.7,25.3
E00156782,66.3,33.7
E00156783,63.3,36.7
E00156784,71.4,28.6
E00156785,73.4,26.6
E00156786,73,27
E00156787,63.2,36.8
E00156788,60.5,39.5
E00156789,59.9,40.1
E00156793,77.6,22.4
E00156795,74,26
E00156796,68.9,31.1
E00156797,79.1,20.9
E00156798,73.9,26.1
E00156799,68,32
E00156800,62,38
E00156801,65.5,34.5
E00176471,62.6,37.4
E00176472,58.7,41.3
E00176473,42.7,57.3
E00184388,46,54
E00184396,38.6,61.4
E00184405,39.1,60.9
E00184412,39.9,60.1
E00184419,47.2,52.8
E00184423,63,37
E00184425,55,45
E00184444,48.1,51.9
E00184458,30.5,69.5
E00184463,56.9,43.1
E00184465,47,53
E00184507,55.3,44.7
E00184524,62.1,37.9
