areacd,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00012174,17.1,33.3,39,8.9,1.6
E00012175,13.6,20,52,12,2.4
E00012177,3.8,10.9,57.9,24.6,2.7
E00012179,12.1,7.1,58.6,19.2,3
E00012181,19.3,24.1,40.7,11.7,4.1
E00012183,16.8,22.1,42,11.5,7.6
E00012184,38.5,35.4,16.2,6.9,3.1
E00012185,31.6,30.1,29.3,8.3,0.8
E00012188,30.9,21.1,29.6,9.2,9.2
E00012190,7.7,12,57,15.5,7.7
E00012191,24.6,31.1,22.1,13.1,9
E00012192,14.7,24.8,37.2,18.6,4.7
E00012194,3.8,16,50.6,24.4,5.1
E00012198,11.3,34.8,33,13,7.8
E00012202,20.7,18,46,11.3,4
E00012203,35.9,28.8,24.8,9.2,1.3
E00012204,4.4,15.9,56.6,17.7,5.3
E00012205,40.9,27.3,20.9,8.2,2.7
E00012206,36.5,30.4,24.3,5.2,3.5
E00012207,8.4,24.4,40.5,20.6,6.1
E00012208,2,21.6,46.1,27.5,2.9
E00012388,11.7,19.2,48.8,15,5.2
E00012389,25.8,28.2,25.8,13.7,6.5
E00012395,21.7,32.2,32.2,10.4,3.5
E00012566,14.1,30.5,38.3,14.8,2.3
E00012567,20.2,33.3,33.3,10.1,3.1
E00012568,10.3,26.2,46,15.1,2.4
E00012569,26.8,39.4,30.7,3.1,0
E00012570,24.4,35.6,32.6,7.4,0
E00012571,16.1,31.4,47.4,5.1,0
E00012572,16.5,30.1,36.8,10.5,6
E00012573,20.1,30.5,36.4,9.1,3.9
E00012574,42.9,31.7,19.9,5,0.6
E00012575,35.3,23,28.8,9.4,3.6
E00012576,15.3,25,41.9,14.5,3.2
E00012577,11.9,29.9,41,14.9,2.2
E00012578,13.4,36.2,35.4,11.8,3.1
E00012579,11.4,20.3,54.5,10.6,3.3
E00012580,12.8,21.1,43.1,16.5,6.4
E00012581,6.7,47.8,43.3,1.1,1.1
E00012584,51.5,26.2,16.2,5.4,0.8
E00012585,2.4,22.8,60.2,13.8,0.8
E00012587,57,25.4,14,3.5,0
E00012590,21.8,30.9,35.8,8.5,3
E00012591,14.8,33.6,40.6,9.4,1.6
E00012592,17.1,35,43.6,3.6,0.7
E00012593,27.2,35.1,25.4,9.6,2.6
E00012594,13.4,20.4,47.2,15.5,3.5
E00012595,15.6,24.1,41.8,14.9,3.5
E00012596,16.8,32.1,44.5,5.8,0.7
E00012597,13.7,24.7,46.6,14.4,0.7
E00012599,51.1,28.5,16.8,2.9,0.7
E00012600,20.6,26.5,45.6,5.9,1.5
E00012601,7.1,27.8,45.6,13.6,5.9
E00012602,27.1,29.3,33.1,8.3,2.3
E00012603,25,26.9,37.2,8.3,2.6
E00012736,14.2,29.7,38.7,14.2,3.2
E00083215,12.6,15.1,53.8,17.6,0.8
E00083216,18.9,25.7,41.2,10.8,3.4
E00083221,3.6,21.6,60.4,12.9,1.4
E00083224,6.6,18.2,64.5,9.9,0.8
E00083225,22.4,29.9,38.8,6,3
E00083226,15,23.8,49.7,10.2,1.4
E00083227,38.6,28,24.2,6.8,2.3
E00083228,14.9,14.9,55.3,12.3,2.6
E00083229,10.6,17.4,49.2,20.5,2.3
E00083230,16.6,25.5,42,15.9,0
E00089956,65.6,24.7,9.1,0,0.6
E00089958,21.4,36.4,36.4,5.8,0
E00089959,69.3,22.6,3.6,2.9,1.5
E00089960,66.7,24.8,6.4,2.1,0
E00089961,65.5,21.8,9.2,2.5,0.8
E00156776,10.2,25.2,50.4,11,3.1
E00156781,30.3,19,45.1,4.9,0.7
E00156782,46.9,26.6,21.9,4.7,0
E00156783,0.9,7.4,75,16.7,0
E00156784,2,6.9,85.1,4,2
E00156785,15,20.3,49.7,12.4,2.6
E00156786,2.4,7.1,83.3,7.1,0
E00156787,39.4,31.1,18.9,8.3,2.3
E00156788,14.6,27,46.5,11.4,0.5
E00156789,6.7,27.7,52.9,10.1,2.5
E00156793,43.8,30,22.3,3.1,0.8
E00156795,22.4,17,50.3,9.5,0.7
E00156796,23.5,35.3,33.3,6.5,1.3
E00156797,39.4,37.3,19,3.5,0.7
E00156798,11.9,31.8,45.7,8.6,2
E00156799,20.1,28.1,40.3,10.8,0.7
E00156800,28.4,30.2,31.9,9.5,0
E00156801,30.9,22,37.4,8.9,0.8
E00176471,24.8,27.5,34.9,8.3,4.6
E00176472,33,26.8,27.7,10.7,1.8
E00176473,3.6,17.1,55.9,20.7,2.7
E00184388,21.1,47.7,24.8,5.5,0.9
E00184396,0,28,61.4,10.6,0
E00184405,2.2,23.1,56.7,16.4,1.5
E00184412,1.3,32,57.3,9.3,0
E00184419,6.1,30.5,51.1,12.2,0
E00184423,6.3,30.2,49.2,14.3,0
E00184425,6.8,23.3,53.4,12.3,4.1
E00184444,37.8,16.8,32.1,11.2,2
E00184458,3.8,16,61.3,17.5,1.4
E00184463,26.9,25.4,38.8,9,0
E00184465,11.3,19.8,54.7,14.2,0
E00184507,19.4,33.1,38.9,7.4,1.1
E00184524,1.6,21.6,47.2,26.4,3.2
