areacd,disability_3a-001,disability_3a-002
E00012174,14.7,85.3
E00012175,13.3,86.7
E00012177,7,93
E00012179,19.6,80.4
E00012181,10.2,89.8
E00012183,9.3,90.7
E00012184,10.2,89.8
E00012185,17.3,82.7
E00012188,9,91
E00012190,9.4,90.6
E00012191,9.6,90.4
E00012192,10.7,89.3
E00012194,11.9,88.1
E00012198,12.3,87.7
E00012202,10.4,89.6
E00012203,9.7,90.3
E00012204,18.6,81.4
E00012205,10.1,89.9
E00012206,9.2,90.8
E00012207,14,86
E00012208,17.4,82.6
E00012388,12,88
E00012389,10.4,89.6
E00012395,13.3,86.7
E00012566,18.7,81.3
E00012567,18.2,81.8
E00012568,13,87
E00012569,25.8,74.2
E00012570,12.2,87.8
E00012571,24,76
E00012572,15.6,84.4
E00012573,15,85
E00012574,7.8,92.2
E00012575,20.6,79.4
E00012576,16.9,83.1
E00012577,13.3,86.7
E00012578,19.5,80.5
E00012579,20.1,79.9
E00012580,15.4,84.6
E00012581,27,73
E00012584,13,87
E00012585,15.6,84.4
E00012587,15.1,84.9
E00012590,10.4,89.6
E00012591,20.8,79.2
E00012592,11.1,88.9
E00012593,18.3,81.7
E00012594,12.4,87.6
E00012595,12.1,87.9
E00012596,16.7,83.3
E00012597,13.9,86.1
E00012599,16.5,83.5
E00012600,14,86
E00012601,22.8,77.2
E00012602,10.8,89.2
E00012603,15,85
E00012736,15,85
E00083215,6.7,93.3
E00083216,14.9,85.1
E00083221,13.7,86.3
E00083224,8.7,91.3
E00083225,8.3,91.7
E00083226,9.8,90.2
E00083227,8.5,91.5
E00083228,9.8,90.2
E00083229,11.5,88.5
E00083230,14.5,85.5
E00089956,9.8,90.2
E00089958,9.4,90.6
E00089959,11,89
E00089960,12.8,87.2
E00089961,9.4,90.6
E00156776,17.1,82.9
E00156781,17,83
E00156782,10.7,89.3
E00156783,18.2,81.8
E00156784,24.8,75.2
E00156785,27.6,72.4
E00156786,23.3,76.7
E00156787,10.9,89.1
E00156788,14.5,85.5
E00156789,11.3,88.7
E00156793,12.8,87.2
E00156795,10.9,89.1
E00156796,11.7,88.3
E00156797,10.3,89.7
E00156798,14.9,85.1
E00156799,12.1,87.9
E00156800,12.6,87.4
E00156801,12.8,87.2
E00176471,15.2,84.8
E00176472,12.7,87.3
E00176473,9.3,90.7
E00184388,4.3,95.7
E00184396,3,97
E00184405,6.3,93.7
E00184412,2.5,97.5
E00184419,1.7,98.3
E00184423,35.3,64.7
E00184425,14.2,85.8
E00184444,12.1,87.9
E00184458,7.7,92.3
E00184463,12.8,87.2
E00184465,6.7,93.3
E00184507,11.5,88.5
E00184524,17.2,82.8
