areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00012174,44.6,14.2,21.6,19.6
E00012175,32,22.9,23.4,21.7
E00012177,43.1,21,17.6,18.3
E00012179,24.2,18.2,24.2,33.3
E00012181,48.3,16.9,19.9,14.9
E00012183,54.9,13.5,15.8,15.8
E00012184,42.3,12.6,28.6,16.6
E00012185,38.5,16.9,19.6,25
E00012188,56.3,17.1,15.4,11.2
E00012190,49.5,17.3,13.8,19.4
E00012191,46.7,22.4,15.9,15
E00012192,48.3,17.1,13.2,21.5
E00012194,51.7,19.9,10.4,18
E00012198,46,15.5,16.5,22
E00012202,48,13.4,22.8,15.8
E00012203,38.4,14.7,24.6,22.3
E00012204,43.2,23.4,17.1,16.2
E00012205,35.4,16.8,28,19.9
E00012206,34.2,22.4,27.2,16.2
E00012207,44.7,17.1,15.1,23
E00012208,43,24.3,10.3,22.4
E00012388,39.5,21.1,22.3,17.2
E00012389,35.6,20.7,19.7,23.9
E00012395,40.7,22,14.1,23.2
E00012566,33.8,20.3,31.6,14.3
E00012567,40.6,20.3,17.2,21.9
E00012568,33.3,18.3,38.9,9.5
E00012569,26.8,22.3,28.7,22.3
E00012570,35.4,23.7,27.8,13.1
E00012571,35.6,16.5,29.4,18.6
E00012572,39.9,18.6,21.9,19.7
E00012573,36.9,18.2,24.3,20.6
E00012574,27.4,20.8,39.4,12.4
E00012575,35.1,17.8,23.2,23.8
E00012576,44.8,19.6,19,16.6
E00012577,38.5,23,18.2,20.3
E00012578,43.5,20.2,19,17.3
E00012579,48.9,17.8,15.6,17.8
E00012580,50,15.6,19.4,15
E00012581,49.1,22.6,9.4,18.9
E00012584,32.6,13.9,36.9,16.6
E00012585,25,21.5,36.1,17.4
E00012587,31.8,13.9,31.1,23.2
E00012590,27.8,15.7,37.8,18.7
E00012591,42.9,14.1,27,16
E00012592,29.1,18.2,37.6,15.2
E00012593,38.3,14.3,20.8,26.6
E00012594,35.1,11.7,31.9,21.3
E00012595,34.3,12.4,28.1,25.3
E00012596,25.2,22.6,34.8,17.4
E00012597,29.8,17.6,34,18.6
E00012599,34.6,17.6,34.6,13.2
E00012600,30.8,22.6,30.8,15.7
E00012601,46.5,17.3,15.9,20.4
E00012602,38.9,21.2,23.2,16.7
E00012603,48.2,17.5,15.4,18.9
E00012736,46.7,17.9,16.6,18.8
E00083215,34.2,19.1,28.9,17.8
E00083216,40.7,19.2,22,18.1
E00083221,46.5,15.9,24.8,12.7
E00083224,46.3,16.8,21.5,15.4
E00083225,43.1,21.3,21.8,13.7
E00083226,40,9.3,28.8,22
E00083227,39.7,19.8,24.9,15.6
E00083228,37.3,24,16.7,22
E00083229,45.5,17,18.8,18.8
E00083230,38.1,14.9,28.2,18.8
E00089956,17.1,17.5,55.3,10.1
E00089958,23.6,18.5,40.8,17.2
E00089959,21.7,18.3,52.8,7.2
E00089960,17.2,18.9,53.8,10.1
E00089961,19.6,17.9,50,12.5
E00156776,48.1,14.5,22.1,15.3
E00156781,34.1,8.9,37,20
E00156782,39.8,16.3,29.1,14.8
E00156783,49.5,17.8,18.8,13.9
E00156784,42.4,12.1,28.8,16.7
E00156785,44.7,20.1,18.4,16.8
E00156786,50,16.7,15.6,17.8
E00156787,49.3,13.8,19.7,17.2
E00156788,46.8,13.9,28.2,11.1
E00156789,50.6,22.1,14.3,13
E00156793,35.5,15.5,32.3,16.8
E00156795,35.6,13.8,33,17.6
E00156796,30.7,19.3,32.2,17.8
E00156797,33.5,15,35.5,16
E00156798,40.8,16.8,26.5,15.8
E00156799,35,20.4,21.9,22.6
E00156800,42.9,18.8,24,14.3
E00156801,37.6,23.5,28.8,10
E00176471,35.1,12.6,25.9,26.4
E00176472,28.4,26.5,24.5,20.6
E00176473,24.1,19.9,35.5,20.6
E00184388,21.1,20,54.2,4.7
E00184396,22.7,18.2,51.5,7.6
E00184405,26.2,16.2,44.5,13.1
E00184412,14.3,17.9,57.1,10.7
E00184419,18.5,27,48.5,6
E00184423,26.2,22.6,33.3,17.9
E00184425,29.8,16.7,38.1,15.5
E00184444,27.1,16.9,41.4,14.7
E00184458,26.9,15,49.3,8.8
E00184463,33.6,20.4,28.3,17.7
E00184465,26.7,16,43.3,14
E00184507,40.2,19.2,27.5,13
E00184524,35.1,20.9,23.9,20.1
