geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
W00006099,31.1,35.7,3.8,23.4,6
W00006100,14.7,36.3,9,36.3,3.7
W00006101,13,29.7,5.9,48.1,3.3
W00006102,16.9,35.4,3.5,41.4,2.9
W00006103,19.6,39.9,5.2,33.7,1.6
W00006252,27.9,39.7,3.9,26.2,2.3
W00006253,27.9,38.9,6.6,23.1,3.5
W00006254,23.1,43.8,4.6,27.4,1.1
W00006255,33,40,3,23,1.1
W00006257,14.6,46.3,5.7,31.7,1.6
W00006259,30.9,34.3,5.9,25.5,3.4
W00006262,35.7,34.6,5.4,18.9,5.4
W00006264,25.4,44.9,4,24.3,1.5
W00006419,45.7,35.4,5.8,13,0
W00006420,31.7,35.6,5,25.2,2.5
W00006421,46.3,28.6,3.5,18.2,3.5
W00006422,44.3,30.3,2.3,19.5,3.6
W00006423,44,35.1,2.8,15.3,2.8
W00006424,38.8,36.7,1.7,18.6,4.2
W00006425,42,38,2,14.5,3.5
W00006426,40.4,31.1,5.7,18.1,4.7
W00006427,41.4,38.9,4,13.1,2.5
W00006428,42.5,35.9,2.7,17,1.9
W00006767,22.5,32.8,6.9,34.7,3.1
W00006768,20.6,38.9,7.3,30.8,2.4
W00006769,15.5,43.2,4.1,32.3,5
W00006770,35,40.9,1.8,18.2,4.1
W00006772,28.8,41.2,8.2,19.3,2.6
W00006773,23.2,39.5,5.9,28,3.3
W00006774,13.6,34.8,7.2,41.8,2.5
W00006775,23.8,42.8,6,27.1,0.3
W00006776,15.4,34.9,7.4,40.2,2.1
W00006777,45.1,24.3,5.8,20.2,4.6
W00006779,15.1,36.8,5.8,38.9,3.4
W00006780,33.9,35.5,7.7,20.2,2.7
W00006781,46.6,29.8,6.3,12.5,4.8
W00006782,40.9,35.3,5.1,15.3,3.3
W00006783,29.6,39.6,3.6,20.1,7.1
W00006784,38.4,39.4,5.6,15.2,1.5
W00006785,17.9,37.6,6.4,35.8,2.3
W00006786,13.1,44.4,7.5,31,4.1
W00006787,31,43.2,6.1,17.9,1.7
W00006788,22.1,46.9,10.3,17.8,2.8
W00006789,34.4,36.4,8.4,18.8,2
W00006790,22,47.4,6.9,22,1.7
W00006791,33.6,41.3,3.5,19.7,1.9
W00006792,27.2,39,7,22.4,4.4
W00006793,28.2,37.6,3.8,29.1,1.4
W00006794,34.5,36.5,4.5,22,2.5
W00006795,30,44.7,6.7,18.6,0
W00006796,36.4,35.2,7.2,18.6,2.5
W00006797,32.5,39.5,3,23,2
W00006798,41.1,30.1,5.5,19.2,4.1
W00006799,43.2,39.6,3.6,10.9,2.6
W00006800,16.5,48,4,29,2.5
W00006801,40,35.2,6.1,14.8,3.9
W00006802,15,37,5.9,39.4,2.8
W00006803,27.1,34.5,7.1,27.1,4.3
W00006804,36.7,37.8,2.9,20,2.5
W00006805,36.4,39.7,4,16.6,3.3
W00006806,26,37.4,6.5,26.8,3.3
W00006807,41.5,37.7,4.3,15,1.4
W00006808,28.7,34.4,8.6,23.7,4.7
W00006809,36.8,39.8,7,13.4,3
W00006810,43.6,35.1,4.5,13.4,3.5
W00006811,27,40.3,4.8,25.4,2.4
W00006812,11.9,31.7,8.8,47.1,0.4
W00006813,39.8,37.8,3.1,16.3,3.1
W00006814,41.4,38,2.5,13.1,5.1
W00006815,42.7,36.2,7.1,10.8,3.1
W00006816,38.7,39.4,4.2,15.7,2.1
W00006817,22.9,28.1,3.3,44.4,1.3
W00006818,43.3,31.4,5.7,15.7,3.8
W00006819,36.7,43.5,5.3,13,1.4
W00006820,44.8,31.2,6.3,16.3,1.4
W00006821,36.3,34.6,6.8,20.1,2.1
