geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
W00006099,25,38.8,25.9,10.3
W00006100,6,40.2,33.3,20.5
W00006101,8.4,37.8,33.6,20.2
W00006102,9.9,36.3,41.5,12.3
W00006103,21.6,36.2,31.2,11.1
W00006252,17.3,43.6,30.8,8.3
W00006253,10,50.8,30.8,8.5
W00006254,15.6,38.1,36.7,9.5
W00006255,24.7,41.8,27.4,6.2
W00006257,5.2,37.4,39.4,18.1
W00006259,25.7,47.6,20.3,6.4
W00006262,55.6,34.9,7.9,1.6
W00006264,17.3,32.4,39.6,10.8
W00006419,37.7,33.3,20.2,8.8
W00006420,21.4,44.6,23.2,10.7
W00006421,38.7,41.1,16.1,4
W00006422,53.3,33.6,10.2,2.9
W00006423,30.5,35.2,26.6,7.8
W00006424,30.4,40,18.4,11.2
W00006425,38.8,42.6,14,4.7
W00006426,49.2,37.5,8.6,4.7
W00006427,50.4,35.2,12.8,1.6
W00006428,39.1,40.6,15.8,4.5
W00006767,24.6,38.8,30.1,6.6
W00006768,10.9,46.1,33.6,9.4
W00006769,14.2,39.2,39.2,7.5
W00006770,33.9,42.7,18.5,4.8
W00006772,22.7,50.4,18.5,8.4
W00006773,16.4,36.7,36.7,10.2
W00006774,7,41.7,39,12.3
W00006775,16,42.5,33.7,7.7
W00006776,9.8,31.1,43.9,15.2
W00006777,32.4,45,18,4.5
W00006779,7.5,35.5,43,14
W00006780,42.6,36.5,16.5,4.3
W00006781,37.9,51.6,10.5,0
W00006782,47.6,42.1,7.9,2.4
W00006783,25,43.2,25,6.8
W00006784,37.6,38.5,17.4,6.4
W00006785,11.3,51.6,27.4,9.7
W00006786,4.8,47.6,36.5,11.1
W00006787,19.3,47.9,26.1,6.7
W00006788,33.6,50,11.2,5.2
W00006789,28.6,42.9,22.9,5.7
W00006790,26,40.9,25.2,7.9
W00006791,34.2,44.1,18.4,3.3
W00006792,25.5,50.4,19.7,4.4
W00006793,34.8,43.2,19.7,2.3
W00006794,28.8,42.4,22,6.8
