geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
W00006099,7,19.1,73.9
W00006100,6.7,26.1,67.2
W00006101,1.7,23.7,74.6
W00006102,0,24.4,75.6
W00006103,3,28,69
W00006252,6.9,30.2,62.9
W00006253,0.8,26.4,72.9
W00006254,2.8,24.5,72.7
W00006255,2.8,21.7,75.5
W00006257,4.5,20.6,74.8
W00006259,4.3,26.6,69.1
W00006262,1.6,47.7,50.8
W00006264,5,23.4,71.6
W00006419,4.4,31,64.6
W00006420,3.7,33.9,62.4
W00006421,4.9,18.7,76.4
W00006422,3.6,27.5,68.8
W00006423,4.7,24.8,70.5
W00006424,1.6,28,70.4
W00006425,7.9,20.6,71.4
W00006426,0.8,50.4,48.8
W00006427,0.8,48.4,50.8
W00006428,7.6,30.3,62.1
W00006767,3.3,30.4,66.3
W00006768,4,33.6,62.4
W00006769,1.7,29.2,69.2
W00006770,5.7,31.7,62.6
W00006772,7.5,14.2,78.3
W00006773,8.7,22.8,68.5
W00006774,3.2,26.2,70.6
W00006775,6.1,26.1,67.8
W00006776,5.5,21.5,73
W00006777,0.9,50.4,48.7
W00006779,3.1,22.7,74.2
W00006780,0,44.9,55.1
W00006781,4.8,29.6,65.6
W00006782,4,36,60
W00006783,2.3,24.4,73.3
W00006784,4.6,19.3,76.1
W00006785,2.4,30.7,66.9
W00006786,5.4,21.7,72.9
W00006787,7.3,27.6,65
W00006788,1.5,45,53.4
W00006789,7,33.8,59.2
W00006790,3.9,31.5,64.6
W00006791,5.2,35.5,59.4
W00006792,1.5,36,62.5
W00006793,0.8,39.1,60.2
W00006794,0,37.9,62.1
W00006795,4.9,38.7,56.3
W00006796,2.1,48.2,49.6
W00006797,4.2,41.7,54.2
W00006798,1.6,34.7,63.7
W00006799,5.6,52,42.4
W00006800,5.2,18.1,76.8
W00006801,6.3,24.3,69.4
W00006802,3.3,14.9,81.8
W00006803,2.3,24.6,73.1
W00006804,2.2,27.2,70.6
W00006805,0,33.3,66.7
W00006806,4.8,26.2,69
W00006807,3.4,27.7,68.9
W00006808,7.1,30,62.9
W00006809,4,44.4,51.6
W00006810,5.3,31.6,63.2
W00006811,4.5,39.4,56.1
W00006812,4.5,19.6,75.9
W00006813,6.2,20.4,73.5
W00006814,6.7,23.1,70.1
W00006815,6.3,21.7,72
W00006816,4.8,25.6,69.6
W00006817,5,30,65
W00006818,3.4,37,59.7
W00006819,4,39.5,56.5
W00006820,2.7,22.3,75
W00006821,3.3,35,61.8
W00006822,7.7,16.9,75.4
W00006823,4.7,27.3,68
W00006824,6.1,28.8,65.2
W00006825,5.3,27.2,67.5
W00006826,6.9,23.4,69.7
W00006840,0,80,20
W00006841,5,47.5,47.5
W00006842,6.7,36.6,56.7
W00006843,0.8,42.3,56.9
W00006844,6.3,26.1,67.6
W00006845,4.1,36.9,59
W00006846,4.2,16.7,79.2
W00006847,1.5,28.6,69.9
W00006848,5,28.1,66.9
W00006849,0.9,12.1,87.1
W00006850,1.6,68.9,29.5
W00006851,2.6,50.3,47
W00006852,3.2,47.4,49.4
W00006853,3.5,24.3,72.2
W00006854,3,42.1,54.9
W00006855,2.3,25.6,72.1
W00006856,9.4,30.8,59.8
W00006857,12.2,26.1,61.7
W00006858,4.9,23.8,71.3
W00006859,2.7,17.7,79.6
W00006860,12,25.6,62.4
W00006861,3.9,18.9,77.2
W00006862,3.1,27.3,69.5
W00006863,4.8,37.1,58.1
W00006864,4.8,25.7,69.5
W00006865,3.3,26.8,69.9
W00006866,2.1,43,54.9
W00006867,2.6,30.4,67
W00006868,2.4,25.8,71.8
W00006869,4.4,24.8,70.8
W00006870,7,25.6,67.4
W00006871,8.8,33.3,57.9
W00006890,5.7,46,48.3
W00006891,6.1,37.2,56.7
W00006892,4.9,47.2,47.9
W00006893,4.8,61.4,33.7
W00006894,7.5,21.4,71.1
W00006895,3.2,49.7,47.1
W00006896,1.5,34.1,64.4
W00006897,2.7,32.4,64.9
W00006898,0,66.9,33.1
W00006899,3.8,38.2,58
W00006900,1.6,25.5,72.8
W00006901,4.5,40.3,55.2
W00006902,2.5,29.7,67.8
W00006903,3.8,33.8,62.3
W00006904,4.9,40.2,54.9
W00006905,3.2,26.5,70.4
W00006906,3.5,26.2,70.2
W00006907,2.8,41.1,56
W00006909,4.7,25.6,69.8
W00006910,4,48,48
W00006931,5.1,28.2,66.7
W00006932,7,38,55
W00006933,5.2,31.9,62.9
W00006934,3,39.3,57.8
W00006935,4.8,38.5,56.7
W00006936,3.9,30.7,65.4
W00006937,3.6,31.7,64.7
W00006938,6.9,33.3,59.8
W00006940,4.6,27,68.4
W00006941,2.2,33.3,64.4
W00006942,7.9,27.6,64.6
W00009771,1.9,36.9,61.2
W00009912,5,17.5,77.5
W00009916,4.4,23.3,72.2
W00009917,4.4,30.8,64.8
W00010109,3.4,11.6,84.9
W00010110,2.8,44.8,52.4
W00010111,5,19.3,75.7
W00010268,4.6,28.9,66.5
W00010274,0,37.8,62.2
W00010281,2.7,74.3,23
W00010287,1.7,36.8,61.5
W00010299,1.1,24.7,74.2
W00010301,4,16.9,79
W00010302,3.4,22.7,73.9
