geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
W00006099,41,26.1,12.7,20.1
W00006100,22.4,43.3,22.4,11.9
W00006101,26.7,20.6,42,10.7
W00006102,28,30.1,28,14
W00006103,29.6,30.5,23.6,16.3
W00006252,30.1,27.6,23.1,19.2
W00006253,28.7,33.6,14.8,23
W00006254,36.5,28.2,19.2,16
W00006255,34.5,36.1,16,13.4
W00006257,36.8,25.8,22.5,14.8
W00006259,29.6,37.3,14.8,18.3
W00006262,25.5,36.2,14.9,23.4
W00006264,34,30.1,19.2,16.7
W00006419,40.5,28.6,13.1,17.9
W00006420,43.1,30.8,10.8,15.4
W00006421,37,27.2,7.4,28.4
W00006422,38.2,35.5,3.9,22.4
W00006423,42.5,27.4,10.6,19.5
W00006424,42.7,29.8,8.1,19.4
W00006425,42.9,27.6,7.1,22.4
W00006426,34.6,30.9,9.9,24.7
W00006427,40.8,35.2,4.2,19.7
W00006428,40.7,31.9,12.1,15.4
W00006767,44.7,22.3,18.1,14.9
W00006768,33.9,25.2,24.3,16.5
W00006769,37.1,17.2,25,20.7
W00006770,50.5,18.1,7.6,23.8
W00006772,51.9,26.4,6.6,15.1
W00006773,39.3,33.1,15.2,12.4
W00006774,27.1,25.7,31.7,15.6
W00006775,44.2,22.3,19.3,14.2
W00006776,32.8,22.2,27.5,17.5
W00006777,35,32.5,15,17.5
W00006779,37.8,22.1,28.5,11.6
W00006780,50.7,18.8,7.2,23.2
W00006781,45.7,22.8,14.1,17.4
W00006782,55.9,13.7,12.7,17.6
W00006783,47.1,17.2,19.5,16.1
W00006784,51.5,13.6,9.7,25.2
W00006785,36.4,30.8,19.6,13.1
W00006786,40.1,22.3,19.1,18.5
W00006787,50.4,20.9,10.8,18
W00006788,55,18.9,14.4,11.7
W00006789,49,18.2,15.4,17.5
W00006790,39.6,24.2,17.4,18.8
W00006791,57.8,18.2,8.4,15.6
W00006792,50.7,25.4,9.7,14.2
W00006793,51.6,16.1,11.3,21
W00006794,38.9,17.6,18.5,25
W00006795,45,27.5,14.1,13.4
W00006796,45.3,22.6,12.3,19.8
W00006797,44.5,26.6,12.5,16.4
W00006798,51.7,22,11,15.3
W00006799,52,17.3,11.8,18.9
W00006800,36.5,21,25.1,17.4
W00006801,38.8,27.6,9.5,24.1
W00006802,32.9,32.2,24.2,10.7
W00006803,44.7,15.9,18.9,20.5
W00006804,42.7,16.9,19.4,21
W00006805,53.9,23.7,5.3,17.1
W00006806,42.6,19.1,16.3,22
W00006807,57.1,20.4,6.1,16.3
W00006808,48.2,17.5,18.7,15.7
W00006809,55.6,15.6,16.7,12.2
W00006810,50.8,27,4.8,17.5
W00006811,55.9,22.8,11,10.2
W00006812,29.8,21.3,34,14.9
W00006813,46.5,18.2,14.1,21.2
W00006814,48.7,28.3,3.5,19.5
W00006815,47.6,22.9,9.4,20
W00006816,63,22.2,4.4,10.4
W00006817,22.9,20.8,51,5.2
W00006818,51.5,26.3,6.1,16.2
W00006819,60.7,13.1,10.7,15.5
W00006820,46.7,25.6,8.9,18.9
W00006821,51.9,19.8,10.4,17.9
W00006822,50.4,38,3.9,7.8
W00006823,51.9,25.6,11.3,11.3
W00006824,49.2,27.5,9.2,14.2
W00006825,49.5,20.4,9.7,20.4
W00006826,38.3,25.3,20.8,15.6
W00006840,43.8,25,12.5,18.8
W00006841,38.2,25.8,7.9,28.1
W00006842,55.5,28.9,7,8.6
W00006843,35.6,27.9,23.1,13.5
W00006844,47.5,15.5,22.7,14.4
W00006845,36.8,23.6,31.1,8.5
W00006846,38,18.7,31.3,12
W00006847,44.3,27.3,17.6,10.8
W00006848,39.9,20.9,29.1,10.1
W00006849,37.9,24.8,26.1,11.1
W00006850,50.9,22.6,15.1,11.3
W00006851,50.4,28.9,8.9,11.9
W00006852,46,32.2,14.9,6.9
W00006853,31.5,23.8,28.5,16.2
W00006854,43.2,25.9,18,12.9
W00006855,37.8,25.2,17,20
W00006856,53.6,23.6,8.2,14.5
W00006857,39.6,29.2,8.5,22.6
W00006858,54.5,12.5,15.2,17.9
W00006859,51.3,28.3,8.6,11.8
W00006860,51.7,20.7,13.8,13.8
W00006861,50,23,11.5,15.6
W00006862,45.3,23.6,13.5,17.6
W00006863,43,22,17,18
W00006864,39.5,29.9,15.3,15.3
W00006865,45,19.1,17.6,18.3
W00006866,49.6,18.5,14.1,17.8
W00006867,41.3,20.7,19.8,18.2
W00006868,39.8,25.8,17.2,17.2
W00006869,50,24.4,11.9,13.8
W00006870,43.3,27.3,17.3,12
W00006871,46.4,22.7,10.3,20.6
W00006890,37.2,27.7,20.7,14.4
W00006891,45.4,19.5,26.4,8.6
W00006892,44.8,19.3,21.4,14.5
W00006893,50,23.2,14.8,12
W00006894,39.7,22,19.2,19.2
W00006895,43.8,24.2,19.5,12.5
W00006896,51.9,18.6,17.1,12.4
W00006897,46.5,19.8,19.8,13.9
W00006898,40.5,40.5,10.8,8.1
W00006899,45,23.3,14.7,17.1
W00006900,46.2,18.4,18.9,16.5
W00006901,48.1,26.7,14.8,10.4
W00006902,33.6,25.8,25.8,14.8
W00006903,43.7,28.2,14.8,13.4
W00006904,41.8,22,20.9,15.4
W00006905,45.5,21.5,19.1,13.9
W00006906,47.8,22.2,17.2,12.8
W00006907,50.7,19.9,12.3,17.1
W00006909,43.3,26,15.3,15.3
W00006910,37,27,18,18
W00006931,36,32.8,16.8,14.4
W00006932,41.3,27.8,15.9,15.1
W00006933,46.8,21.3,19.1,12.8
W00006934,41.2,22.8,21.1,14.9
W00006935,46.4,22.7,14.4,16.5
W00006936,37.9,24.2,17.4,20.5
W00006937,39,34.6,12.5,14
W00006938,28.9,23.7,30.9,16.5
W00006940,37.2,28.1,13.8,20.9
W00006941,46.3,22.2,10.2,21.3
W00006942,51.6,27,9.8,11.5
W00009771,28,28,28,15.9
W00009912,27.7,29.5,31.4,11.4
W00009916,29.3,38.7,14.7,17.3
W00009917,38.3,35.1,11.7,14.9
W00010109,37.3,24.5,26.6,11.6
W00010110,42.5,21.8,24.4,11.4
W00010111,40.3,26.3,18.8,14.5
W00010268,38.9,20.1,26.8,14.2
W00010274,46,19,17.5,17.5
W00010281,59.3,14.8,18.5,7.4
W00010287,44.1,24.6,18.4,12.8
W00010299,38.6,35.4,15,11
W00010301,34.3,25.8,29.6,10.3
W00010302,42.3,18.6,25.8,13.4
