geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00063398,30.6,29.4,26.9,13.1
E00063412,28.3,12.3,49.1,10.4
E00063414,35.1,32.4,5.4,27
E00063415,3,0.6,90.5,5.9
E00063419,34.8,22,15.6,27.7
E00063420,41,32,4.9,22.1
E00063421,45.2,29.6,3.5,21.7
E00063422,30.1,11.9,32.2,25.9
E00063423,50.4,14.4,0.8,34.4
E00063425,18.8,9.4,60.9,10.9
E00063426,35.5,27.1,21.3,16.1
E00063427,41.6,18.4,14.4,25.6
E00063428,64.8,12.4,1.4,21.4
E00063429,58.7,11.6,14.9,14.9
E00063430,28.1,16.5,47.9,7.4
E00063431,26.2,20.6,30.5,22.7
E00063432,56.1,17.6,0,26.4
E00063433,44.5,20.5,21.9,13
E00063434,40.4,8.8,25,25.7
E00063435,53,34.2,2,10.7
E00063436,50.3,24.5,7.7,17.5
E00063437,56.6,36.4,1.6,5.4
E00063438,55.9,32.3,0,11.8
E00063439,51.2,38.6,0.8,9.4
E00063440,57.6,30.3,0,12.1
E00063441,45.4,48.5,1,5.1
E00063443,50.4,37.4,2.3,9.9
E00063444,53.3,38.3,1.7,6.7
E00063445,45.6,43.2,2.4,8.8
E00063446,58.6,29.3,1.5,10.5
E00063447,46,41.1,0.8,12.1
E00063448,53.1,34.5,2.7,9.7
E00063449,49.6,36.4,2.3,11.6
E00063450,65.8,23.9,0,10.3
E00063452,37,38.3,3.1,21.6
E00063453,45.6,34.4,1.6,18.4
E00063454,31.1,33.3,2.2,33.3
E00063455,37,23.6,3.9,35.4
E00063456,19.8,12.9,31.9,35.3
E00063457,34.5,28.6,4.2,32.8
E00063458,51.6,23,0,25.4
E00063459,41.2,34.2,2.6,21.9
E00063460,45.1,27.8,13.5,13.5
E00063461,50.8,25.8,0.8,22.6
E00063463,41.4,41.4,2.7,14.4
E00063464,29,44.3,1.5,25.2
E00063465,46.4,30.4,0.8,22.4
E00063466,36.2,43.1,3.1,17.7
E00063467,22.4,40.5,0,37.1
E00063468,30.2,32.8,5.2,31.9
E00063547,32.8,12.6,33.6,21
E00063549,48.8,18.2,1.7,31.4
E00063550,38.1,24.6,27.8,9.5
E00063551,33.1,11.6,46.3,9.1
E00063552,64,24.8,0.8,10.4
E00063553,36.8,21.6,27.2,14.4
E00063554,13.5,18.3,61.1,7.1
E00063555,20.7,33.7,9.5,36.1
E00063556,53.1,36.7,2.3,7.8
E00063557,12.6,17.9,49,20.5
E00063558,43.8,21.2,4.8,30.1
E00063560,27.9,9.3,49.6,13.2
E00063561,52,26.5,5.1,16.3
E00063562,44.5,26.5,1.9,27.1
E00063563,50.8,20.6,0,28.6
E00063564,50,21.1,2.3,26.6
