geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00063398,28.1,31.3,27.5,13.1,0
E00063412,30.8,34.6,23.4,11.2,0
E00063414,33.6,39.1,20.9,6.4,0
E00063415,18.5,44.6,25,11.9,0
E00063419,23.6,41.4,23.6,11.4,0
E00063420,27.5,40,22.5,10,0
E00063421,31,31.9,28.4,8.6,0
E00063422,25.3,37,24.7,11.6,1.4
E00063423,26.2,38.1,24.6,10.3,0.8
E00063425,22.8,40.2,28.3,7.9,0.8
E00063426,31.6,40.6,23.9,3.2,0.6
E00063427,25.2,40.7,25.2,8.9,0
E00063428,24.7,34.2,33.6,7.5,0
E00063429,22.3,40.5,26.4,9.9,0.8
E00063430,25.6,31.4,27.3,14.9,0.8
E00063431,30.2,32.4,20.9,15.8,0.7
E00063432,34.5,38.6,19.3,7.6,0
E00063433,28.5,34.7,19.4,17.4,0
E00063434,16.1,41.6,27,15.3,0
E00063435,59.7,22.8,14.1,3.4,0
E00063436,53.1,38.5,8.4,0,0
E00063437,57.7,36.2,5.4,0.8,0
E00063438,60.3,31,7.9,0.8,0
E00063439,48,39.4,8.7,2.4,1.6
E00063440,54.1,35.3,8.3,2.3,0
E00063441,62.8,30.6,5.6,1,0
E00063443,58.1,26.4,12.4,3.1,0
E00063444,61.7,28.3,8.3,1.7,0
E00063445,55.2,35.2,9.6,0,0
E00063446,61.7,28.6,9,0.8,0
E00063447,56.5,29.8,12.1,1.6,0
E00063448,61.9,24.8,12.4,0.9,0
E00063449,51.9,31.8,12.4,3.9,0
E00063450,44.8,43.1,12.1,0,0
E00063452,50.9,29.6,15.7,3.8,0
E00063453,35.7,38.1,19.8,6.3,0
E00063454,51.9,30.8,14.3,3,0
E00063455,20.5,41.7,23.6,14.2,0
E00063456,33.9,30.4,27.8,6.1,1.7
E00063457,36.4,39.7,19.8,4.1,0
E00063458,32.5,38.9,17.5,11.1,0
E00063459,43.9,33.3,16.7,6.1,0
E00063460,22.4,45.5,18.7,11.9,1.5
E00063461,40.8,36.8,20.8,1.6,0
