geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00070199,24.5,4.4,5,61.7,4.4
E00070200,11.1,8.1,8.9,70.7,1.1
E00070201,16.6,8.8,6.4,64.2,4.1
E00070202,31.2,8.4,3.6,52.4,4.4
E00070203,28.6,7.2,3.1,61,0
E00070204,21.7,5.6,3.6,68.1,1
E00070306,12.7,4.8,5.7,69.4,7.3
E00070309,7.1,12.7,8.7,68.9,2.5
E00070310,7.2,16.9,7.8,61.4,6.6
E00070312,5.7,6.5,10.7,75.6,1.5
E00070313,13.9,6.3,6.3,69.6,3.8
E00070315,3.3,12.1,8.3,76.3,0
E00070316,6.7,7.4,3,81.9,1
E00070317,8.7,7.6,7.6,72.3,3.8
E00070318,17.4,2.4,4.6,73.8,1.8
E00070319,4.2,5.7,5.3,80.4,4.5
E00070321,6.6,4.4,5.7,78.6,4.8
E00070322,7.3,12,5,73.3,2.3
E00070325,7.2,6.9,5.8,77.9,2.2
E00070326,2.3,2.6,4.3,88.5,2.3
E00070327,5.7,7.8,9,76.3,1.2
E00070328,4.7,6.4,3,86,0
E00070331,1.6,11.8,5.5,79.1,1.9
E00070334,5.3,9.2,5,76,4.6
E00070337,7.7,21.9,13,51,6.5
E00070339,10,22.3,16.3,46.8,4.6
E00070341,15.4,12.9,3.6,65.8,2.2
E00070342,12,18,16.3,50.7,3
E00070344,4.6,32.7,8.1,49.7,4.9
E00070345,2.7,7.6,5.9,81.1,2.7
E00070346,14.8,19.7,7,55.2,3.3
E00070347,4.5,6.3,7.1,79.5,2.7
E00070352,5.5,10.1,8.4,75.6,0.4
E00070353,14.5,13.9,8.4,58.4,4.7
E00070354,1.4,17,7.4,70.6,3.5
E00070355,2.1,3.2,0,94.2,0.5
E00070356,7.1,6.6,6.1,78.8,1.5
E00070357,3.4,4.6,6.5,85.1,0.4
E00070358,3.5,8.3,3.8,82,2.4
E00070359,11.2,11.6,1.9,74,1.2
E00070360,3.3,8.8,11.1,74.3,2.6
E00070415,9.7,32.1,7.5,44.8,5.8
E00070416,10.6,24.1,7.5,43.5,14.2
E00070417,14.7,32,8.2,39.4,5.6
E00070418,7.4,26.6,1.5,52,12.5
E00070419,3.4,23.8,4.6,61.7,6.5
E00070420,7.1,31,7.5,44,10.3
E00070421,8.8,21.5,9.6,45.6,14.6
E00070424,8.2,30.9,9.7,41.2,10
E00070425,26.1,29.8,6.8,32.9,4.4
E00070426,3,17.8,6.6,71.1,1.5
E00070427,9.5,30.8,8.9,39.1,11.7
E00070429,8.6,24.9,9.5,50.5,6.5
E00070430,8.1,32.8,8.8,43.4,6.9
E00070439,7,27.8,8.5,54.7,2
E00070466,9.2,21.6,3.9,59.5,5.9
E00070467,5.6,23,9.9,50.5,11
E00070476,15,3.1,3.1,78.5,0.4
E00070481,4.2,7.4,6,78.4,3.9
E00070484,8.8,3.4,5.1,82.7,0
E00070502,8.5,9.9,5.2,75,1.4
E00070503,5.2,5.2,3.8,85.4,0.5
E00070507,6.9,2.7,5.8,79.2,5.4
E00070510,6.6,6.6,3.5,83.2,0
E00070518,5.8,2.5,1.8,89.9,0
E00070520,1.9,6.7,3,88.5,0
