geography_code,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00070199,93.2,0.3,6.3,0.3
E00070200,87,0.4,10.8,1.9
E00070201,91.4,0,8.2,0.3
E00070202,94.4,0.4,4.8,0.4
E00070203,95.5,0,3.8,0.7
E00070204,92.7,0,7.3,0
E00070306,84.2,0.6,11.9,3.2
E00070309,67.3,6.5,23.7,2.5
E00070310,87.9,1,8.4,2.7
E00070312,94.2,0,5.4,0.4
E00070313,86.3,0,11.1,2.6
E00070315,92.2,0,7.4,0.4
E00070316,83.2,0.7,13.5,2.7
E00070317,92.7,0.4,6.9,0
E00070318,94.2,0.3,4.6,0.9
E00070319,88.9,1.9,8,1.1
E00070321,84.2,0,14,1.8
E00070322,89.2,0,9.5,1.4
E00070325,85.4,1.1,10.8,2.6
E00070326,93.3,0,6.1,0.7
E00070327,86.9,0,12.8,0.3
E00070328,86.2,0.9,11.6,1.3
E00070331,95,0,4.8,0.3
E00070334,84.2,0.4,14.2,1.2
E00070337,94,0.2,5.4,0.4
E00070339,89.1,0.2,9.3,1.4
E00070341,80.3,0.8,17.7,1.1
E00070342,92.4,0.3,7.1,0.3
E00070344,96.4,0.3,3,0.3
E00070345,95.2,0,4.8,0
E00070346,88.5,0.2,10.8,0.5
E00070347,95.9,0,3.6,0.5
E00070352,92.3,0.4,6.8,0.4
E00070353,82.5,0.3,16.2,1
E00070354,86.9,0,12.8,0.4
E00070355,86.8,0.5,11.6,1.1
E00070356,89.7,0.5,8.2,1.5
E00070357,88.9,1.9,8.8,0.4
E00070358,95.1,0,4.9,0
E00070359,87.3,0.4,12,0.4
E00070360,76.7,3.3,18.3,1.7
E00070415,90,0.2,8,1.7
E00070416,78.1,0.3,18.1,3.5
E00070417,91.8,0,4.3,3.9
E00070418,86.5,0,12.7,0.8
E00070419,84.3,0.4,15.3,0
E00070420,89.5,4.9,5.3,0.4
E00070421,95.5,0,4.1,0.4
E00070424,92,0,7.4,0.6
E00070425,93.2,0.2,6.1,0.5
E00070426,90.6,0,9.4,0
E00070427,90.5,0.3,7.6,1.6
E00070429,94.1,0.2,4.5,1.2
E00070430,93.4,0,6.6,0
E00070439,88.7,0,9.1,2.3
E00070466,88.7,3.3,1.3,6.6
E00070467,95.1,0,3.3,1.6
E00070476,86.9,0.4,11.5,1.2
E00070481,91.5,1.4,7.1,0
E00070484,94.2,0.7,5.2,0
E00070502,95.8,0,3.7,0.5
E00070503,93.5,0,6.5,0
E00070507,93.7,0.4,5.5,0.4
E00070510,92.5,0.4,5.9,1.2
E00070518,89.1,0.4,10.2,0.4
E00070520,89.8,1.1,8.7,0.4
E00143395,89.4,0,10,0.6
E00143396,88.8,1.3,9.6,0.3
E00143397,93,0.9,5.2,0.9
E00143398,96.2,0.3,2.6,0.9
E00143399,94.2,0,5.8,0
E00143400,95.2,0,4.8,0
E00143401,95.9,0.3,3.5,0.3
E00143402,94.6,0,5.4,0
E00143403,95.5,0,4.5,0
E00143404,87.5,0.3,11,1.1
E00143405,89.1,0,10.9,0
E00143406,89.7,0,9.9,0.4
E00143455,94.6,0,5.4,0
E00143456,93.6,0,6.4,0
E00143457,94.2,0,5.8,0
E00143458,92.4,0,7.6,0
E00143459,96.3,0,3.7,0
E00143462,86.5,0.4,12.4,0.7
E00143463,87.1,1.6,9.8,1.6
E00143464,89.4,2.3,7.8,0.5
E00143465,93.2,0,6.8,0
E00143466,91.6,0.5,7.5,0.5
E00143467,93.5,0,6.2,0.3
E00143468,94.7,0,5.3,0
E00143469,90.2,0,8.9,0.9
E00143470,89.7,0.5,9.3,0.5
E00143471,90.7,0.5,8.5,0.3
E00143472,77.8,0.5,20.2,1.5
E00143473,96.9,0,3.1,0
E00143474,89.5,0,10.5,0
E00143475,92.9,1.1,6,0
E00143476,87.5,0,12.5,0
E00143477,86.8,1.4,11.8,0
E00143479,92.4,0,7.6,0
E00143480,91.6,1.2,7.2,0
E00143481,91.8,0,7.8,0.4
E00143482,89.9,0,9.8,0.3
E00143483,90.1,0.3,9.2,0.3
E00143484,89,0.3,10.4,0.3
E00143485,94,0,5.2,0.9
E00143486,94.2,0,5.8,0
E00143487,88.3,0.3,11,0.3
E00143488,94,0.3,5.8,0
E00143489,91.4,0,8.2,0.4
E00143490,97.1,0.7,2.3,0
E00143491,92.7,0,7.3,0
E00143492,90.7,0,9.3,0
E00143493,92.4,0,7.2,0.4
E00143494,87.8,0.8,10.7,0.8
E00143495,96.7,0,2.9,0.3
E00143496,91.7,0,7.5,0.8
E00143497,85.1,1.6,11.4,2
E00143498,93.7,0,6.1,0.3
E00143499,89.9,0,8.1,2
E00143500,84.4,0,11.9,3.7
E00143501,82,1.3,15.7,1
E00143502,94.4,0,5.3,0.4
E00143503,86.3,0,12.5,1.2
E00143506,91.3,0.4,7.6,0.7
E00143507,91.4,0.7,7.9,0
E00143508,96.5,0,3.5,0
E00143509,83.8,0.3,15.3,0.6
E00143510,90.2,0,9.8,0
E00143511,94.6,0.3,4.8,0.3
E00143512,83.1,0.5,16.4,0
E00143514,91.6,0,8.4,0
E00143518,93.8,0,5.6,0.6
E00143520,94.3,0,5.7,0
E00143521,79.4,0.3,16.4,3.9
E00143522,91,0,8.7,0.4
E00143523,91.4,0,8.4,0.2
E00143524,91.8,0.3,7.9,0
E00143525,94.6,0.3,4.8,0.3
E00143526,96.7,0,3,0.3
E00143527,96.3,0,3.4,0.3
E00143529,92.3,0,7.7,0
E00143530,92.9,0.3,6.8,0
E00143531,89.8,0.4,9.8,0
E00143532,92.8,0.3,6.3,0.6
E00143533,92.8,0,7.2,0
E00143534,89.1,0.3,9.4,1.2
E00143535,86.3,0.3,12.4,1
E00143536,94.9,0.4,4.8,0
E00143537,89.6,0.7,9.8,0
E00143538,98.4,0.3,1.3,0
E00143539,91.3,0.8,7.9,0
E00143540,94.8,0.4,4.8,0
E00143541,90.4,0.4,8.6,0.7
E00143542,94.9,0,5.1,0
E00143543,96.5,0,3.5,0
E00143544,94.6,0,5.4,0
E00143545,95.3,0,4.7,0
E00143546,97,0,3,0
E00143547,88.6,0,11.1,0.3
E00143548,92.3,0,7.7,0
E00143549,95.2,0,4.8,0
E00143550,92.9,0,7.1,0
E00143551,91.8,0.3,7.9,0
E00143552,90.7,0.9,8.4,0
E00143553,93.6,0,6.4,0
E00143554,93.4,0.7,5.9,0
E00143555,92.1,0,7.9,0
E00143556,89.4,0,10.6,0
E00143557,93,0.7,6.3,0
E00143558,93,0,7,0
E00143559,95,0,5,0
E00143560,93,0,6.7,0.3
E00143561,93.1,0,6.9,0
E00143562,90.1,0,9.9,0
E00143563,91.4,0.5,7.7,0.5
E00143564,95.3,0.4,4.3,0
E00143565,95.1,0,4.9,0
E00143566,89.3,0,10.7,0
E00143567,96.4,0,3.2,0.3
E00143568,89.4,0.3,10.3,0
E00143569,94.3,0.3,5,0.3
E00143570,89.9,0.6,8.7,0.8
E00143571,91.7,0,8.3,0
E00143572,92.1,0,7.5,0.4
E00143573,90.3,0.3,9.4,0
E00143574,93,0.7,6.3,0
E00143575,95.3,0,4.1,0.6
E00143576,95.3,0,4.7,0
E00143577,93.3,0,6.3,0.4
E00143578,93.7,0,5.4,0.9
E00143579,93,0.3,6.6,0
E00143580,93.6,0.2,6.2,0
E00143581,90.4,0,9.6,0
E00143582,91.2,0.9,7.9,0
E00143583,96.8,0,3.2,0
E00143584,93.3,0,5.4,1.3
E00143585,91.5,0,8.3,0.2
E00143586,96.8,0.8,2.4,0
E00143587,94.4,0,5.6,0
E00143588,98.9,0,1.1,0
E00143589,93,0.4,6.2,0.4
E00143590,94.2,0,5.8,0
E00143591,94.5,0,5.5,0
E00143592,88.2,0,11.8,0
E00143593,93.7,0.4,5.9,0
E00143594,94.3,0.4,5,0.4
E00143595,93.9,0,6.1,0
E00143596,89.8,0.4,9.4,0.4
E00143597,90.4,0,9.6,0
E00143598,81.7,0,17.9,0.4
E00143599,97.6,0,2.4,0
E00143600,91.5,0,8.1,0.3
E00143601,90.9,0,9.1,0
E00143602,88.6,0,9.9,1.5
E00143603,90.5,0,9.5,0
E00143604,94.1,0,5.9,0
E00143605,93.5,0.6,5.6,0.3
E00143606,88.4,0,11.4,0.3
E00143607,86.9,0,13.1,0
E00143608,86.7,0.6,11.2,1.5
E00143609,92.8,0,7.2,0
E00143611,92.4,0,7.6,0
E00143612,90.5,0.4,9.1,0
E00143613,88.7,0,11.3,0
E00143615,90.7,0,9.3,0
E00143635,94.3,0.3,5.1,0.3
E00143636,95.2,0,4.8,0
E00143637,94.9,0,5.1,0
E00143638,92,0,7.6,0.3
E00143639,93.7,0,6.3,0
E00143640,92.4,0,7.6,0
E00143641,92.9,0,7.1,0
E00143642,97.3,0,2.7,0
E00143643,92.1,0,7.9,0
E00143644,93.3,0.6,4.5,1.5
E00143645,92,0,8,0
E00143646,93.1,0,6.3,0.6
E00143647,92.3,0,7.2,0.5
E00143648,91.8,0.5,7.7,0
E00143649,93,0,7,0
E00143650,94.5,0,5.5,0
E00143651,91.2,0.5,8.3,0
E00143652,94.4,0,5.6,0
E00143653,94.7,0.8,4.5,0
E00143654,91.7,0,8.3,0
E00143656,95.7,0.4,3.2,0.7
E00143657,94.4,0,5.6,0
E00143658,96.9,0,2.7,0.4
E00143659,86.2,0,13.8,0
E00143660,93.8,0,5.8,0.4
E00143661,97.3,0,2.7,0
E00143662,93.3,0,6.4,0.4
E00143663,91.9,0,8.1,0
E00143664,92.1,0,7.9,0
E00143665,95.2,0,4.1,0.7
E00143666,94,0,4.7,1.3
E00143667,91.1,0.4,8.2,0.4
E00143668,91.7,0.4,7.5,0.4
E00143669,95,0.4,4.2,0.4
E00143670,89.8,0,10.2,0
E00143671,89,0.3,10.4,0.3
E00143672,90.4,0.3,8.2,1
E00143673,91.7,0.4,7.6,0.4
E00143674,90.9,0,7.6,1.5
E00143694,87.9,0.4,11.6,0
E00143695,92.4,0.3,6.2,1
E00143696,91.2,0.7,7.4,0.7
E00143697,91.3,0,8.7,0
E00143698,94.9,0,5.1,0
E00143699,89.3,0.3,10.4,0
E00143700,88.8,0,10.8,0.4
E00143701,84.9,0,13.6,1.6
E00143702,96.1,0,3.5,0.4
E00143703,95.5,0,4.5,0
E00143704,91.3,0,8.7,0
E00143705,94.8,0,5.2,0
E00143706,93.9,0,6.1,0
E00143707,98.4,0.4,1.2,0
E00143708,90.4,0.4,9.2,0
E00143709,94.4,0.7,3.9,1.1
E00143710,93.9,0,6.1,0
E00143711,91.2,0,6.2,2.6
E00143712,93.5,0,6.5,0
E00143713,96.7,0,3.3,0
E00143715,92,0,8,0
E00143716,96,0,4,0
E00143717,97.2,0.7,2.1,0
E00143718,88.8,0,10.9,0.3
E00143720,94,0.3,5.6,0
E00143721,92.2,0.4,7.4,0
E00143722,93.6,0,5.5,0.9
E00143723,95.8,0,4.2,0
E00143724,87,0,13,0
E00143725,96.1,0.7,3.2,0
E00143726,90.9,0,9.1,0
E00143727,95.4,0,4.6,0
E00143728,92.8,0,7.2,0
E00143729,83.3,0,14.8,1.9
E00143730,91.4,0.3,8.3,0
E00143731,92.5,0,6.8,0.7
E00143732,93.5,0.2,5.9,0.4
E00143733,91.1,0,8.9,0
E00143734,90.3,0.3,9.1,0.3
E00143735,90.4,0.3,9,0.3
E00143736,94.2,0.8,4.5,0.4
E00143737,93.9,0,6.1,0
E00143738,92.9,0,7.1,0
E00143739,88.8,0.3,10.9,0
E00143740,92.6,0,7.4,0
E00143741,96.5,0.3,3.2,0
E00143742,91.9,0,6.7,1.4
E00143743,92.7,0,6.9,0.4
E00143744,92.6,0.8,6.2,0.4
E00143752,89.3,0,10,0.7
E00143753,96.3,0.6,3.1,0
E00143754,90.9,0.7,8.3,0
E00143755,95.7,0,4.3,0
E00143756,97.3,0,2.7,0
E00143757,89.5,1.5,8.4,0.6
E00143758,95.6,0.6,3.8,0
E00143759,96.3,0.3,3.1,0.3
E00143760,84.9,1.1,13.1,0.9
E00143761,91,0,7.7,1.3
E00143762,95.7,0,4.3,0
E00143763,93.5,0,6.5,0
E00143764,92.8,0.4,6.8,0
E00143765,93.4,0.8,5.8,0
E00143766,95.6,0.3,3.4,0.7
E00143767,92.3,0,7.7,0
E00143768,90.5,0.9,8.7,0
E00143769,80.9,1.8,15.9,1.4
E00143770,93,0,7,0
E00143771,93.7,0.3,5.6,0.3
E00143772,93.3,0,6.3,0.4
E00143773,97.1,0,2.9,0
E00173451,93.6,0,5.5,0.9
E00173485,91.9,0.4,7.7,0
E00173490,78.3,2,19.7,0
E00173491,74.9,1.5,20.1,3.5
E00176796,97.7,0,2.3,0
E00176804,62.4,0,37.6,0
E00176807,85.4,0.5,12.6,1.5
E00176816,93.3,0,5.5,1.3
E00176821,85.6,0,13.9,0.5
E00176834,89.7,0,9.5,0.8
E00176870,93,0.8,6.2,0
E00176875,93.8,0.8,5,0.4
E00176876,91.4,0,8.6,0
E00176901,59.4,0.6,40,0
E00176909,86.1,0,13.9,0
E00187515,91.1,0,8.1,0.8
