geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00070199,56.2,2.7,41.1
E00070200,53.5,1.2,45.2
E00070201,59.4,2.4,38.2
E00070202,54.1,3.9,42
E00070203,50,3.1,46.9
E00070204,55,2.4,42.6
E00070306,59.2,2.7,38
E00070309,62.6,3.4,34
E00070310,50.7,7.5,41.8
E00070312,54.1,3.6,42.3
E00070313,51,7.6,41.4
E00070315,63.8,2.6,33.7
E00070316,63.4,3.1,33.5
E00070317,55.3,4,40.7
E00070318,57.2,3,39.9
E00070319,61.3,6.2,32.4
E00070321,67.2,4.2,28.6
E00070322,60.7,6.7,32.6
E00070325,67.7,6.4,26
E00070326,55.7,2.2,42.1
E00070327,70.6,4.2,25.3
E00070328,63.2,2.9,34
E00070331,65.1,2.7,32.2
E00070334,60.8,6.9,32.3
E00070337,50,9.1,40.9
E00070339,53.1,6,40.9
E00070341,55.5,4.2,40.3
E00070342,41.7,5,53.3
E00070344,51.4,5.2,43.4
E00070345,40.6,3.4,56
E00070346,55.8,3.9,40.3
E00070347,64,1,35
E00070352,64.8,4.1,31.1
E00070353,59.9,5,35.1
E00070354,63,3.4,33.6
E00070355,29.6,3.8,66.7
E00070356,43,4.8,52.2
E00070357,61.7,3.5,34.8
E00070358,56.9,2.6,40.5
E00070359,62.9,3.1,33.9
E00070360,67.2,5,27.8
E00070415,45.5,8.3,46.2
E00070416,53.2,10.3,36.5
E00070417,50.3,6,43.7
E00070418,40.8,7.1,52.1
E00070419,39.9,5.3,54.8
E00070420,34.1,1.9,63.9
E00070421,43.9,16.3,39.8
E00070424,42.1,14.2,43.7
E00070425,46.4,5.8,47.8
E00070426,59.8,4.3,36
E00070427,49.2,9.2,41.6
E00070429,53.4,7.1,39.5
E00070430,43,3.1,53.8
E00070439,57,5.8,37.3
E00070466,49.1,6.9,44
E00070467,44,9.7,46.3
E00070476,62.1,0.9,37
E00070481,65.7,4.3,30
E00070484,65.1,3.8,31.1
E00070502,50.3,5.7,44
E00070503,50.8,2.6,46.6
E00070507,46.4,5,48.6
E00070510,50,2.7,47.3
E00070518,36.2,0,63.8
E00070520,58.5,3.9,37.6
E00143395,58.1,4.3,37.6
E00143396,65,1.5,33.5
E00143397,60,2.1,37.9
E00143398,48.6,1.1,50.4
E00143399,59.2,5.8,35
E00143400,54.3,1.2,44.5
E00143401,55.9,3.8,40.2
E00143402,33.6,5,61.4
E00143403,59.3,3.9,36.8
E00143404,49.8,2,48.2
E00143405,64.6,1.9,33.5
E00143406,67.9,1.9,30.2
E00143455,54,2.9,43.1
E00143456,46.5,3.3,50.2
E00143457,53.8,2.4,43.7
E00143458,62.4,4.7,32.8
E00143459,61.5,2.3,36.2
E00143462,60.3,3.8,35.9
E00143463,50,4.9,45.1
E00143464,65.6,3.6,30.7
E00143465,37.4,6.9,55.7
E00143466,44.6,3.6,51.8
E00143467,62.7,4.4,32.8
E00143468,54.5,2.8,42.7
E00143469,59.9,3,37.1
E00143470,31.5,0.6,67.9
E00143471,64.8,5.6,29.6
E00143472,60.6,3.7,35.8
E00143473,55.3,2.4,42.3
E00143474,52.1,3.2,44.7
E00143475,54.7,1.2,44.1
E00143476,59.2,3.8,37.1
E00143477,69.7,6.5,23.8
E00143479,64.9,1.9,33.2
E00143480,56.9,5.9,37.2
E00143481,42.7,1.6,55.7
E00143482,70.1,1.8,28.1
E00143483,73.8,1.6,24.6
E00143484,73.1,3.4,23.5
E00143485,58.1,2,39.9
E00143486,65.2,2.7,32.1
E00143487,60.4,3,36.6
E00143488,66.1,2.9,31
E00143489,62,2.5,35.5
E00143490,72.6,2.8,24.6
E00143491,45,1.1,54
E00143492,49.4,2.9,47.7
E00143493,57,7.3,35.8
E00143494,61.2,1.8,37.1
E00143495,57,0.4,42.6
E00143496,63.6,2.4,34
E00143497,58.9,4.8,36.4
E00143498,62.9,3.8,33.3
E00143499,55.6,4.4,40
E00143500,65.9,3.1,30.9
E00143501,56.6,4.4,38.9
E00143502,64.2,0,35.8
E00143503,57.6,2.9,39.5
E00143506,54.5,3.8,41.8
E00143507,64.2,2.3,33.5
E00143508,47.4,5.6,46.9
E00143509,66.4,4.3,29.2
E00143510,33.3,3.7,63
E00143511,62.4,3.6,34
E00143512,38.2,5.5,56.4
E00143514,48,4.9,47.1
E00143518,62.1,4.5,33.3
E00143520,64.2,5.5,30.3
E00143521,69.3,3.3,27.4
E00143522,59.4,2.8,37.8
E00143523,56.9,2.3,40.8
E00143524,52,2.5,45.6
E00143525,56.8,2.1,41.1
E00143526,54.5,2.1,43.4
E00143527,66.2,2.2,31.6
E00143529,52.9,0.6,46.5
E00143530,53.3,1.7,45
E00143531,58.2,2.7,39.1
E00143532,56.5,2.7,40.8
E00143533,53,0.7,46.3
E00143534,62.6,3.6,33.8
E00143535,50.2,3.4,46.4
E00143536,56.1,0,43.9
E00143537,67.5,2.8,29.8
E00143538,58.9,2,39.1
E00143539,61.5,2.4,36.1
E00143540,64.2,2.3,33.5
E00143541,59.7,1.6,38.7
