geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00070199,44.2,40.8,14.2,0.8,0
E00070200,50,38.3,10,1.7,0
E00070201,32.7,33.6,22.7,10.9,0
E00070202,49,36.5,11.5,3.1,0
E00070203,44.1,40.5,13.5,1.8,0
E00070204,47.2,33.3,18.7,0.8,0
E00070306,58.6,27.1,12.1,2.1,0
E00070309,44.1,32.8,16.9,6.2,0
E00070310,35,30.5,25.1,8.9,0.5
E00070312,50.4,37.4,9.4,2.9,0
E00070313,31.7,30.9,27.6,8.9,0.8
E00070315,55.5,34.5,8.2,1.8,0
E00070316,53.1,31,13.1,2.8,0
E00070317,36.4,34.7,20.3,8.5,0
E00070318,54.5,35.8,8.9,0.8,0
E00070319,55.6,31.6,10.3,1.7,0.9
E00070321,56.6,30.1,10.6,1.8,0.9
E00070322,45.9,33.6,18,2.5,0
E00070325,58.2,27.9,13.1,0.8,0
E00070326,44.5,33.5,18.9,3,0
E00070327,50,32.7,13,3.1,1.2
E00070328,50,33.6,14.8,1.6,0
E00070331,58.1,28.7,11.8,1.5,0
E00070334,45.2,32.9,16.4,5.5,0
E00070337,28.3,41.4,19.7,9.2,1.3
E00070339,40.7,39.7,14.8,4.8,0
E00070341,61.3,28.4,7.1,3.2,0
E00070342,30.6,30.6,29.1,9.7,0
E00070344,34.1,40.7,17,7.4,0.7
E00070345,27.4,38.7,29.2,4.7,0
E00070346,36.5,39.1,18.3,6.1,0
E00070347,54.6,32.4,11.1,1.9,0
E00070352,48.8,30.9,10.6,8.9,0.8
E00070353,39.7,35.9,19.1,5.3,0
E00070354,48.1,29.2,14.9,7.1,0.6
E00070355,41.3,44,14.7,0,0
E00070356,27.8,42.6,21.3,8.3,0
E00070357,52.7,38.4,8.9,0,0
E00070358,53.2,31.7,14.3,0.8,0
E00070359,45.4,31.5,15.4,7.7,0
E00070360,51.7,32,13.6,2.7,0
E00070415,25.7,37.7,27.2,9.4,0
E00070416,37,36.4,22.1,4.5,0
E00070417,21.2,40.7,28.3,9.7,0
E00070418,18,34.8,32,15.2,0
E00070419,24.3,33.6,30.7,10.7,0.7
E00070420,31.8,37.1,18.9,12.1,0
E00070421,28.8,35.2,21.6,14.4,0
E00070424,31.7,31,28.9,7.7,0.7
E00070425,32.9,42.9,16.8,6.2,1.2
E00070426,43.7,33,15.5,6.8,1
E00070427,32.5,31.7,26,9.8,0
E00070429,33.1,34.4,21.9,10.6,0
E00070430,25.5,36.9,23.5,14.1,0
E00070439,29.7,45.7,15.4,8.6,0.6
E00070466,27.6,51.7,13.8,6.9,0
E00070467,24,37,29.5,9.6,0
E00070476,62.6,31.8,2.8,2.8,0
E00070481,54.2,35.6,9.3,0.8,0
E00070484,60.9,28.1,9.4,1.6,0
E00070502,34.2,38.7,18.9,7.2,0.9
E00070503,43.2,30.4,21.6,4.8,0
E00070507,35.8,46.7,15.8,1.7,0
E00070510,45.8,31.7,20,2.5,0
E00070518,44.8,42.2,12.1,0.9,0
E00070520,49.6,38.4,10.4,1.6,0
E00143395,39.8,30.9,23.6,5.7,0
E00143396,53.1,29.7,14.8,2.3,0
E00143397,53.4,33.6,11.2,1.7,0
E00143398,55.1,36.8,8.1,0,0
E00143399,48.4,30.5,17.2,3.9,0
E00143400,52.3,31.3,14.8,1.6,0
E00143401,53,38.6,6.1,2.3,0
E00143402,22.1,30.1,26.5,21.2,0
E00143403,46.2,29.5,18.2,6.1,0
E00143404,43.3,34.7,16.7,5.3,0
E00143405,48.8,28.9,16.5,5.8,0
E00143406,50.8,30.6,14.5,4,0
