geography_code,sex-001,sex-002
E02000001,45,55
E02000038,51.7,48.3
E02000039,51.3,48.7
E02000040,51.9,48.1
E02000041,51.8,48.2
E02000042,50.9,49.1
E02000043,51.4,48.6
E02000044,52,48
E02000045,52.3,47.7
E02000046,51.8,48.2
E02000047,51.5,48.5
E02000048,52.5,47.5
E02000049,52.2,47.8
E02000050,51.1,48.9
E02000051,52.5,47.5
E02000052,52.8,47.2
E02000054,50.5,49.5
E02000055,50.7,49.3
E02000056,53.1,46.9
E02000057,50.5,49.5
E02000058,53.2,46.8
E02000059,50.8,49.2
E02000060,49.7,50.3
E02000061,51.3,48.7
E02000062,51.3,48.7
E02000063,51.8,48.2
E02000064,51.9,48.1
E02000093,49.6,50.4
E02000094,49.8,50.2
E02000095,49.1,50.9
E02000096,50.7,49.3
E02000097,50.1,49.9
E02000098,51.1,48.9
E02000099,48.8,51.2
E02000100,51.7,48.3
E02000101,52.4,47.6
E02000102,49.7,50.3
E02000103,52.1,47.9
E02000104,49.5,50.5
E02000105,49.5,50.5
E02000106,49.9,50.1
E02000107,50.9,49.1
E02000108,50.2,49.8
E02000110,50.9,49.1
E02000111,48.7,51.3
E02000112,49.1,50.9
E02000113,52.7,47.3
E02000114,50.8,49.2
E02000115,50.6,49.4
E02000116,52.9,47.1
E02000117,54,46
E02000118,49.3,50.7
E02000119,52.3,47.7
E02000120,52.5,47.5
E02000121,50,50
E02000122,52,48
E02000123,52.6,47.4
E02000124,53.6,46.4
E02000125,53,47
E02000126,51.8,48.2
E02000130,53.1,46.9
E02000131,52.2,47.8
E02000132,51.8,48.2
E02000135,53.4,46.6
E02000137,52.6,47.4
E02000138,52.5,47.5
E02000139,51.9,48.1
E02000141,52.6,47.4
E02000147,50.4,49.6
E02000150,51.4,48.6
E02000156,51.4,48.6
E02000166,53.7,46.3
E02000167,52.3,47.7
E02000168,53,47
E02000169,52.5,47.5
E02000170,52.1,47.9
E02000171,53.2,46.8
E02000172,53.4,46.6
E02000173,52.8,47.2
E02000174,54.5,45.5
E02000175,52.5,47.5
E02000176,53.3,46.7
E02000177,54.1,45.9
E02000178,52.7,47.3
E02000179,53,47
E02000180,52.4,47.6
E02000181,52.2,47.8
E02000182,53.7,46.3
E02000183,51.9,48.1
E02000184,52.1,47.9
E02000185,53.5,46.5
E02000186,51.7,48.3
E02000187,53,47
E02000188,53.7,46.3
E02000191,51,49
E02000192,49.9,50.1
E02000193,49.5,50.5
E02000194,52.5,47.5
E02000195,52.3,47.7
E02000196,52.5,47.5
E02000197,51.9,48.1
E02000198,52.8,47.2
E02000199,52.1,47.9
E02000200,52.7,47.3
E02000201,53.6,46.4
E02000202,51.5,48.5
E02000203,52.3,47.7
E02000204,51.3,48.7
E02000206,52.4,47.6
E02000207,52.9,47.1
E02000208,52.2,47.8
E02000209,51.9,48.1
E02000210,52,48
E02000211,52.1,47.9
E02000212,51.6,48.4
E02000213,50.5,49.5
E02000214,51.1,48.9
E02000215,50.3,49.7
E02000216,51,49
E02000217,51.4,48.6
E02000218,53.7,46.3
E02000219,52.4,47.6
E02000221,52.3,47.7
E02000222,51.8,48.2
E02000223,55,45
E02000224,52,48
E02000225,52.8,47.2
E02000226,51.2,48.8
E02000227,53.2,46.8
E02000228,51,49
E02000229,52.1,47.9
E02000230,51.4,48.6
E02000231,51.1,48.9
E02000232,52.5,47.5
E02000233,51.9,48.1
E02000234,51.8,48.2
E02000235,51.5,48.5
E02000236,50.7,49.3
E02000237,52.2,47.8
E02000238,49.7,50.3
E02000239,50.9,49.1
E02000240,51.3,48.7
E02000241,51.1,48.9
E02000242,49.2,50.8
E02000243,50.6,49.4
E02000244,48.3,51.7
E02000245,52.2,47.8
E02000246,50.4,49.6
E02000247,51.5,48.5
E02000248,49.7,50.3
E02000249,50.8,49.2
E02000250,51.5,48.5
E02000251,49.7,50.3
E02000252,51.4,48.6
E02000253,52.6,47.4
E02000254,49.4,50.6
E02000255,52.1,47.9
E02000256,50.9,49.1
E02000258,50.4,49.6
E02000259,50.7,49.3
E02000260,48.8,51.2
E02000261,52,48
E02000262,51.4,48.6
E02000263,48.2,51.8
E02000264,50.3,49.7
E02000265,51.4,48.6
E02000266,50.9,49.1
E02000267,51.6,48.4
E02000268,51.4,48.6
E02000269,52.1,47.9
E02000270,51.8,48.2
E02000271,52.7,47.3
E02000272,51.3,48.7
E02000275,49.3,50.7
E02000276,51.5,48.5
E02000308,50.6,49.4
E02000309,51.3,48.7
E02000311,51,49
E02000312,50.9,49.1
E02000345,50.8,49.2
E02000346,52.1,47.9
E02000347,51.5,48.5
E02000348,51.5,48.5
E02000350,51.7,48.3
E02000351,52.3,47.7
E02000352,53.4,46.6
E02000353,51.9,48.1
E02000354,52.8,47.2
E02000355,53.2,46.8
E02000356,52.3,47.7
E02000357,52.3,47.7
E02000358,52.9,47.1
E02000359,53.4,46.6
E02000360,52.3,47.7
E02000361,53.2,46.8
E02000362,50.6,49.4
E02000363,53.6,46.4
E02000364,52.4,47.6
E02000366,52.9,47.1
E02000367,52.2,47.8
E02000368,53,47
E02000369,51.3,48.7
E02000370,52,48
E02000372,51.3,48.7
E02000373,54.4,45.6
E02000374,54.4,45.6
E02000375,52.3,47.7
E02000376,51.5,48.5
E02000377,52.6,47.4
E02000378,52.9,47.1
E02000379,53.7,46.3
E02000380,52.1,47.9
E02000381,53.1,46.9
E02000382,52.1,47.9
E02000383,53.9,46.1
E02000384,53.3,46.7
E02000385,51.3,48.7
E02000386,53.4,46.6
E02000387,53,47
E02000388,52,48
E02000389,52.5,47.5
E02000390,53.5,46.5
E02000391,51.9,48.1
E02000392,54.9,45.1
E02000393,54.8,45.2
E02000394,54.4,45.6
E02000395,54.3,45.7
E02000396,53.2,46.8
E02000397,51.4,48.6
E02000398,52.2,47.8
E02000400,52.9,47.1
E02000401,52.6,47.4
E02000402,54.3,45.7
E02000403,51.3,48.7
E02000404,51.7,48.3
E02000405,52.1,47.9
E02000406,52.7,47.3
E02000407,50.9,49.1
E02000408,52.6,47.4
E02000409,52.7,47.3
E02000410,52.6,47.4
E02000411,51.6,48.4
E02000412,50.8,49.2
E02000413,52.8,47.2
E02000414,50.3,49.7
E02000415,51.8,48.2
E02000416,52.1,47.9
E02000417,51.3,48.7
E02000418,52.4,47.6
E02000419,50.7,49.3
E02000420,51.8,48.2
E02000421,51.9,48.1
E02000422,51.8,48.2
E02000423,50.6,49.4
E02000424,54.4,45.6
E02000425,49.2,50.8
E02000426,52.5,47.5
E02000427,50.2,49.8
E02000428,51,49
E02000429,51.8,48.2
E02000430,52.1,47.9
E02000431,52.4,47.6
E02000432,51.7,48.3
E02000434,51.4,48.6
E02000435,52.4,47.6
E02000436,51.4,48.6
E02000437,51.6,48.4
E02000438,53.5,46.5
E02000439,50.1,49.9
E02000440,50.6,49.4
E02000441,51.9,48.1
E02000442,47.6,52.4
E02000443,51.1,48.9
E02000444,49.8,50.2
E02000445,50.3,49.7
E02000447,50.3,49.7
E02000448,51.9,48.1
E02000449,49.8,50.2
E02000451,51.2,48.8
E02000452,50,50
E02000453,50.5,49.5
E02000454,51.6,48.4
E02000455,50.3,49.7
E02000456,49.9,50.1
E02000457,50.3,49.7
E02000459,51.6,48.4
E02000460,51.6,48.4
E02000461,45.7,54.3
E02000462,50.8,49.2
E02000463,50.8,49.2
E02000494,52.8,47.2
E02000495,52.1,47.9
E02000496,51,49
E02000497,51.9,48.1
E02000498,52.2,47.8
E02000499,51.1,48.9
E02000500,51.4,48.6
E02000501,52.1,47.9
E02000502,51.6,48.4
E02000503,51.1,48.9
E02000504,51.1,48.9
E02000506,50.5,49.5
E02000507,50.9,49.1
E02000508,50.5,49.5
E02000509,48.9,51.1
E02000510,51.5,48.5
E02000511,50.5,49.5
E02000512,50.8,49.2
E02000513,51.1,48.9
E02000514,48.7,51.3
E02000515,49.5,50.5
E02000516,50.3,49.7
E02000517,50.7,49.3
E02000518,52.5,47.5
E02000519,50.4,49.6
E02000520,49.7,50.3
E02000521,50.7,49.3
E02000522,50.3,49.7
E02000523,48.8,51.2
E02000524,48.1,51.9
E02000525,49.9,50.1
E02000526,51.7,48.3
E02000529,50.7,49.3
E02000530,51.1,48.9
E02000531,51.2,48.8
E02000532,51,49
E02000533,51.5,48.5
E02000534,50.4,49.6
E02000535,49.4,50.6
E02000536,50.7,49.3
E02000537,47.8,52.2
E02000538,49,51
E02000539,52.5,47.5
E02000540,50.5,49.5
E02000541,48.6,51.4
E02000542,48.9,51.1
E02000543,49.1,50.9
E02000544,49.7,50.3
E02000545,53,47
E02000546,48.6,51.4
E02000547,50.3,49.7
E02000548,51.8,48.2
E02000549,49.7,50.3
E02000550,50.8,49.2
E02000551,50.3,49.7
E02000552,48.6,51.4
E02000553,50.3,49.7
E02000554,53.2,46.8
E02000555,53.5,46.5
E02000556,53.6,46.4
E02000557,53.6,46.4
E02000558,52.7,47.3
E02000559,52,48
E02000560,50.9,49.1
E02000561,51.5,48.5
E02000562,51.9,48.1
E02000563,52.1,47.9
E02000564,51.8,48.2
E02000565,52.5,47.5
E02000566,52.9,47.1
E02000567,53.5,46.5
E02000568,50.5,49.5
E02000569,53.6,46.4
E02000570,50.8,49.2
E02000571,51.2,48.8
E02000572,55.1,44.9
E02000573,51.6,48.4
E02000574,52.4,47.6
E02000575,50.6,49.4
E02000576,51.7,48.3
E02000577,51.5,48.5
E02000578,53.2,46.8
E02000579,53.3,46.7
E02000580,52.6,47.4
E02000581,51.4,48.6
E02000582,55.4,44.6
E02000583,53.4,46.6
E02000584,52.5,47.5
E02000585,55.1,44.9
E02000586,53.3,46.7
E02000587,53.6,46.4
E02000588,52.7,47.3
E02000589,50.4,49.6
E02000590,55.5,44.5
E02000591,52.9,47.1
E02000592,51.9,48.1
E02000593,51,49
E02000594,56.2,43.8
E02000595,56,44
E02000596,52.2,47.8
E02000597,54.7,45.3
E02000598,51.6,48.4
E02000599,52.5,47.5
E02000600,52.8,47.2
E02000601,51.2,48.8
E02000602,53.2,46.8
E02000603,52.2,47.8
E02000604,52.3,47.7
E02000605,51.8,48.2
E02000606,52,48
E02000607,52.2,47.8
E02000608,50.6,49.4
E02000609,50.6,49.4
E02000610,51.8,48.2
E02000611,51.1,48.9
E02000612,51.5,48.5
E02000613,52.1,47.9
E02000614,51.1,48.9
E02000615,51.7,48.3
E02000616,51,49
E02000617,52,48
E02000619,51.2,48.8
E02000620,49.2,50.8
E02000621,49,51
E02000622,49,51
E02000623,51.1,48.9
E02000624,49.8,50.2
E02000625,50.7,49.3
E02000626,52.6,47.4
E02000627,52.7,47.3
E02000628,51.2,48.8
E02000629,50.4,49.6
E02000630,51.5,48.5
E02000631,51.9,48.1
E02000632,51.1,48.9
E02000633,52.2,47.8
E02000634,53.2,46.8
E02000635,51.7,48.3
E02000636,51.7,48.3
E02000637,52.2,47.8
E02000638,49.9,50.1
E02000639,50.8,49.2
E02000640,53.3,46.7
E02000641,54.5,45.5
E02000642,52.4,47.6
E02000643,51,49
E02000644,52.4,47.6
E02000645,52.6,47.4
E02000646,52.3,47.7
E02000647,52.1,47.9
E02000648,54.7,45.3
E02000649,50.9,49.1
E02000650,52.8,47.2
E02000651,51.7,48.3
E02000652,51.3,48.7
E02000653,51,49
E02000654,53,47
E02000655,52.2,47.8
E02000657,53.5,46.5
E02000658,52.4,47.6
E02000659,52.3,47.7
E02000660,52.6,47.4
E02000662,52.9,47.1
E02000663,53.5,46.5
E02000666,53.7,46.3
E02000667,52.7,47.3
E02000669,51.6,48.4
E02000670,52.5,47.5
E02000671,52.6,47.4
E02000672,51.4,48.6
E02000673,51.9,48.1
E02000674,51.9,48.1
E02000676,54,46
E02000677,52.5,47.5
E02000679,52.6,47.4
E02000680,52.8,47.2
E02000681,52.7,47.3
E02000682,52.9,47.1
E02000685,53.9,46.1
E02000686,52.8,47.2
E02000687,53.7,46.3
E02000689,52.3,47.7
E02000690,52.8,47.2
E02000691,51.5,48.5
E02000692,52.7,47.3
E02000693,51.4,48.6
E02000694,51.7,48.3
E02000695,49.7,50.3
E02000696,50.5,49.5
E02000697,50.2,49.8
E02000698,52.6,47.4
E02000699,50.9,49.1
E02000700,52,48
E02000701,51,49
E02000702,52.1,47.9
E02000703,50.7,49.3
E02000704,52,48
E02000705,50.5,49.5
E02000706,52.3,47.7
E02000707,51.6,48.4
E02000708,51,49
E02000709,50.9,49.1
E02000710,51.5,48.5
E02000711,50.9,49.1
E02000712,50.6,49.4
E02000713,51.4,48.6
E02000784,52.3,47.7
E02000785,52.2,47.8
E02000786,53,47
E02000787,52.1,47.9
E02000788,51.8,48.2
E02000789,52.7,47.3
E02000790,51.8,48.2
E02000791,51.7,48.3
E02000792,51.8,48.2
E02000793,49.7,50.3
E02000794,50.7,49.3
E02000795,51.6,48.4
E02000796,51.1,48.9
E02000797,51.2,48.8
E02000798,53,47
E02000799,52.1,47.9
E02000800,52.2,47.8
E02000801,52.9,47.1
E02000802,51.9,48.1
E02000803,52.1,47.9
E02000804,53,47
E02000805,51,49
E02000806,51.3,48.7
E02000807,49.1,50.9
E02000808,49.9,50.1
E02000810,50.7,49.3
E02000812,52.3,47.7
E02000813,51.2,48.8
E02000814,49.2,50.8
E02000815,51.7,48.3
E02000816,51.6,48.4
E02000817,51.4,48.6
E02000818,50,50
E02000819,51.3,48.7
E02000820,50.6,49.4
E02000821,52.2,47.8
E02000822,52.4,47.6
E02000823,52.3,47.7
E02000824,52.8,47.2
E02000825,53.2,46.8
E02000826,51.9,48.1
E02000827,51.7,48.3
E02000828,52.5,47.5
E02000829,53.3,46.7
E02000830,50.4,49.6
E02000831,52.6,47.4
E02000832,52.6,47.4
E02000833,53.2,46.8
E02000834,53.6,46.4
E02000835,53.4,46.6
E02000836,51.4,48.6
E02000837,51.7,48.3
E02000838,52.5,47.5
E02000839,51.1,48.9
E02000840,52.2,47.8
E02000841,52.7,47.3
E02000842,51.5,48.5
E02000843,51.7,48.3
E02000844,51.6,48.4
E02000845,51.7,48.3
