geography_code,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E02000001,7.2,9.3,51.6,31.9
E02000038,13.3,19.7,53.9,13.1
E02000039,13.1,19.3,49.5,18.1
E02000040,12.5,16.9,55.8,14.9
E02000041,13.4,22.7,52.7,11.2
E02000042,12.7,17.6,56.8,12.9
E02000043,11.3,16.3,54.7,17.8
E02000044,12.4,20.9,54.6,12.1
E02000045,11.9,20.8,56.1,11.2
E02000046,12,15.5,58.2,14.3
E02000047,12.1,21.5,56.6,9.8
E02000048,14.6,18.7,52,14.7
E02000049,13.3,20.1,57.3,9.2
E02000050,11,19.1,58,11.9
E02000051,15,17.9,51.5,15.6
E02000052,11.1,16.9,57.3,14.8
E02000054,13.2,19.5,54,13.2
E02000055,14,20.7,53,12.3
E02000056,14.9,16.3,47.7,21.1
E02000057,14.6,21.9,51.8,11.7
E02000058,14.4,21.4,47.3,16.9
E02000059,12,18.1,58.3,11.6
E02000060,18.5,28.9,41.5,11.1
E02000061,14,16.3,50.6,19.1
E02000062,13.3,21.8,54.9,9.9
E02000063,15.2,21.4,52.5,10.8
E02000064,12.2,20,53.3,14.5
E02000093,11.2,18.1,58.2,12.5
E02000094,10.9,18.3,59.2,11.7
E02000095,10.4,18.5,59.5,11.7
E02000096,11.5,17.7,56.3,14.5
E02000097,11.7,20,56.1,12.3
E02000098,12.8,19.5,55.9,11.8
E02000099,11.4,18,57.8,12.7
E02000100,12.2,16.3,61.1,10.5
E02000101,13.5,21.1,55.7,9.7
E02000102,14.1,23.4,54.6,7.9
E02000103,12.6,23.6,54.6,9.1
E02000104,12.5,19,55.8,12.7
E02000105,9.8,20.6,60.5,9
E02000106,14.2,22.6,53.6,9.7
E02000107,12,19.3,56.3,12.4
E02000108,9.7,19.3,61.7,9.2
E02000110,13.8,16.3,55.9,13.9
E02000111,9.6,19.8,63.4,7.2
E02000112,9.9,17.6,64.4,8.1
E02000113,12.4,27.2,53.1,7.3
E02000114,10.9,19.5,57.6,11.9
E02000115,10.1,16.5,58.7,14.8
E02000116,13,22.6,54.3,10
E02000117,13.7,24.7,52.5,9.1
E02000118,9.8,16.5,66.5,7.1
E02000119,10.5,23.7,56.9,8.9
E02000120,10.6,15.4,58.4,15.6
E02000121,10.5,18.2,64.3,7
E02000122,13,17.6,53.5,15.9
E02000123,13.3,23.6,53.1,10
E02000124,10.8,14.5,55.9,18.9
E02000125,10.9,16.3,57.6,15.3
E02000126,12.3,19.3,56.4,12.1
E02000130,9.6,17.1,61,12.3
E02000131,8.9,14.4,64.9,11.7
E02000132,8.8,12.7,65.3,13.2
E02000135,10.5,18.8,61.2,9.5
E02000137,10,14.5,61.9,13.7
E02000138,9.1,13.4,61.6,15.8
E02000139,9.1,15.2,62.3,13.4
E02000141,9.9,16.7,62.3,11.1
E02000147,11,18,54.8,16.1
E02000150,9.7,18.8,58.8,12.7
E02000156,11.7,17.8,57,13.5
E02000166,13.1,17.9,51.2,17.9
E02000167,11.2,12.3,47.9,28.5
E02000168,10.7,14.3,56.5,18.6
