geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E02000001,94.1,4,1,0.9
E02000038,92,4.5,1.6,1.8
E02000039,92,4.6,1.4,2
E02000040,91.6,4.5,1.7,2.2
E02000041,91.7,4.2,2.1,2
E02000042,92.2,4.1,1.7,1.9
E02000043,91.3,5.3,1.6,1.8
E02000044,91.4,4,2.2,2.4
E02000045,92.2,4,1.6,2.2
E02000046,92.8,4.1,1.6,1.6
E02000047,92.8,2.9,1.9,2.4
E02000048,91.9,4.4,1.5,2.2
E02000049,93.5,2.6,1.9,2
E02000050,90.8,5.1,1.9,2.2
E02000051,92.1,4.5,1.6,1.8
E02000052,93,4.1,1.4,1.5
E02000054,92.7,4.3,1.7,1.3
E02000055,93.3,3.7,1.4,1.6
E02000056,93.1,4.4,1.3,1.2
E02000057,92.8,4.2,1.3,1.7
E02000058,92.7,4.7,1.1,1.5
E02000059,92.8,3.3,1.7,2.3
E02000060,92.2,4.4,1.5,1.8
E02000061,93,4.1,1.1,1.8
E02000062,92.3,3.2,2.2,2.3
E02000063,92.1,3.6,2,2.3
E02000064,92.2,4.6,1.4,1.8
E02000093,92.2,3.6,2,2.2
E02000094,93,3,1.8,2.2
E02000095,92,3.9,1.9,2.2
E02000096,89.2,5.9,2.1,2.8
E02000097,92.2,3.7,2,2.1
E02000098,91.8,3.7,2.2,2.3
E02000099,93.2,3.2,1.8,1.8
E02000100,91.4,4.7,1.8,2.1
E02000101,92,3.5,1.9,2.6
E02000102,92.9,2.7,2.4,2
E02000103,92.5,3.1,2.2,2.2
E02000104,91.1,3.8,2.3,2.8
E02000105,93,2.9,1.8,2.3
E02000106,93.4,2.4,2,2.1
E02000107,93.5,2.8,2,1.7
E02000108,93.2,3.3,1.6,1.9
E02000110,92.5,3.4,2.2,1.9
E02000111,93.2,2.8,2,2
E02000112,94.1,2.3,1.6,1.9
E02000113,91.1,3.9,2.5,2.5
E02000114,93.3,3.4,1.7,1.6
E02000115,94,3,1.5,1.5
E02000116,93.3,2.8,2,2
E02000117,91.8,3.5,2.5,2.2
E02000118,93.7,2.8,1.7,1.8
E02000119,93.2,2.6,2.2,2.1
E02000120,93.8,3.1,1.6,1.5
E02000121,94,2.7,1.6,1.7
E02000122,92.7,4,1.4,1.9
E02000123,92.9,3.5,1.9,1.8
E02000124,93.9,3.5,1.3,1.3
E02000125,92.8,3.8,1.5,2
E02000126,92.5,3.2,1.9,2.4
E02000130,93.4,3.9,1.1,1.7
E02000131,94.2,3.3,1.2,1.2
E02000132,93.1,4.1,1.3,1.5
E02000135,92.6,3.4,2,2
E02000137,92.3,4.8,1.2,1.7
E02000138,92.8,4.6,0.9,1.7
E02000139,92.5,4.5,1.3,1.7
E02000141,92.7,4.2,1.4,1.8
E02000147,92,4.8,1.2,2
E02000150,91.2,5.1,1.4,2.3
E02000156,91.5,5.3,1.3,1.9
E02000166,90.4,5.8,1.6,2.2
E02000167,93,5,0.9,1.1
E02000168,92.3,4.9,1.5,1.4
E02000169,93.8,4,1,1.2
E02000170,93.4,3.6,1.5,1.5
E02000171,91.5,5.2,1.5,1.7
E02000172,91.5,3.8,2.1,2.5
E02000173,94.3,3.4,1.2,1.1
E02000174,91.9,4.2,2.1,1.8
E02000175,94,3.5,1.2,1.4
E02000176,94.1,3.9,1,0.9
E02000177,92.1,3.8,1.8,2.3
E02000178,93.2,3.2,1.6,2.1
E02000179,93.2,3.8,1.6,1.4
E02000180,92.5,3.9,1.6,1.9
E02000181,93.8,3.9,1.2,1.1
E02000182,93.7,2.9,1.7,1.7
E02000183,91.7,4.5,1.7,2.2
E02000184,92.8,3.4,1.9,1.9
E02000185,92.4,3.6,2.2,1.9
E02000186,93.6,3.5,1.5,1.5
E02000187,91.6,3.6,2.3,2.5
E02000188,92,3.5,2.1,2.3
E02000191,94.2,3.3,1,1.5
E02000192,92,4.1,1.7,2.2
E02000193,92.1,4.4,1.7,1.8
E02000194,94.1,3.2,1.4,1.3
E02000195,91.4,4.5,1.8,2.3
E02000196,92,4.1,1.7,2.2
E02000197,91.4,4.2,2.3,2.1
E02000198,92.7,3.6,1.9,1.8
E02000199,92.3,3.7,2,2
E02000200,92.4,4.1,1.7,1.8
E02000201,92.4,3.5,2.1,2
E02000202,92.5,3.3,1.8,2.4
E02000203,91.9,3.9,2.2,2.1
E02000204,91.4,3.8,2.4,2.3
E02000206,92.9,3.3,1.7,2.1
E02000207,91.7,3.7,2.4,2.2
E02000208,93.4,2.7,1.9,2
E02000209,92,3.7,2,2.3
E02000210,92.6,3.9,1.8,1.7
E02000211,91,5,1.6,2.4
E02000212,92.6,2.7,2.2,2.4
E02000213,93.7,2.5,2.1,1.7
E02000214,91,5.2,1.5,2.3
E02000215,93.6,3.2,1.3,1.9
E02000216,93,3.4,1.9,1.7
E02000217,93.6,3.1,1.6,1.7
E02000218,91.7,4,1.9,2.4
E02000219,89.7,5.8,1.9,2.6
E02000221,92.3,3.2,2.1,2.4
E02000222,92.2,4.8,1.4,1.6
E02000223,91.5,2.7,2.6,3.2
E02000224,93,4.2,1.2,1.6
E02000225,90.5,3.9,2.3,3.3
E02000226,90.2,5.3,1.9,2.6
E02000227,91.3,4.6,1.7,2.4
E02000228,91.3,5.3,1.4,2
E02000229,89.9,3.5,2.8,3.9
E02000230,92,4.4,1.6,2
E02000231,90.8,5.5,1.3,2.4
E02000232,90.2,5.1,1.8,2.9
E02000233,92.4,4.5,1.4,1.6
E02000234,92.1,4.1,1.5,2.3
E02000235,91.6,5,1.2,2.2
E02000236,92.2,4.3,1.6,1.9
E02000237,91.1,4.5,1.7,2.7
E02000238,93.4,3.1,1.6,1.8
E02000239,92.4,3.5,2,2.1
E02000240,92.5,3.1,2,2.4
E02000241,93.5,3.3,1.4,1.9
E02000242,91.6,3.9,2.2,2.3
E02000243,92.6,3.3,2,2.1
E02000244,93.1,3.4,1.7,1.8
E02000245,92,3,2.5,2.5
E02000246,93,2.7,1.9,2.5
E02000247,92.7,3.2,2.2,1.9
E02000248,92.9,3.4,1.9,1.8
E02000249,93,3.1,1.9,2.1
E02000250,93,4.3,1.2,1.6
E02000251,92.4,3.3,2.5,1.8
E02000252,93.5,3,1.8,1.7
E02000253,92,3.6,2,2.3
E02000254,91.4,3.6,2.5,2.5
E02000255,92.4,4.1,1.7,1.9
E02000256,93.3,4.2,1.2,1.3
E02000258,93.3,3.6,1.6,1.6
E02000259,92,4.2,1.6,2.2
E02000260,93,2.7,2.3,1.9
E02000261,93.5,3,1.7,1.8
E02000262,94,3.1,1.5,1.4
E02000263,92.9,2.7,2.1,2.3
E02000264,93.6,3.7,1.1,1.6
E02000265,93,3.8,1.4,1.8
E02000266,91.3,3.8,2.5,2.4
E02000267,93.5,3.6,1.4,1.6
E02000268,93,4.1,1.4,1.5
E02000269,93.5,4.3,1.1,1.1
E02000270,93.9,2.5,1.9,1.8
E02000271,94,4,0.9,1.1
E02000272,92.7,4.3,1.1,1.8
E02000275,92.2,3.4,2.1,2.3
E02000276,94,3.8,0.8,1.4
E02000308,92.3,3.8,1.8,2.1
E02000309,93.3,2.7,2,2
E02000311,91.9,3.7,1.9,2.4
E02000312,92.9,3.6,1.7,1.8
E02000345,93.5,3.2,1.7,1.6
E02000346,94,2.5,1.7,1.7
E02000347,93,3.9,1.6,1.6
E02000348,92.5,3.6,1.8,2.1
E02000350,93.7,3.2,1.5,1.5
E02000351,93.6,3.2,1.1,2.1
E02000352,93,3.4,1.9,1.6
E02000353,92.6,3.9,1.7,1.8
E02000354,92.5,3.3,2.4,1.9
E02000355,92.6,4.3,1.6,1.5
E02000356,93.7,3.4,1.5,1.4
E02000357,92.1,3,2.6,2.3
E02000358,93.1,3.5,1.4,2
E02000359,92.3,3.4,1.8,2.4
E02000360,92.9,2.9,1.9,2.3
E02000361,94.5,2.6,1.4,1.4
