geography_code,disability_3a-001,disability_3a-002
E00069026,24.8,75.2
E00069027,21.5,78.5
E00069028,19.4,80.6
E00069029,21.7,78.3
E00069032,18.5,81.5
E00069033,40.4,59.6
E00069034,24.2,75.8
E00069035,22.9,77.1
E00069036,23.8,76.2
E00069037,19,81
E00069038,20.3,79.7
E00069039,23.5,76.5
E00129967,17.6,82.4
E00129968,13,87
E00129969,16,84
E00129970,21.8,78.2
E00129971,22.3,77.7
E00129972,19.4,80.6
E00129973,19.6,80.4
E00129974,17.6,82.4
E00129975,17.4,82.6
E00129977,15.1,84.9
E00129978,18.1,81.9
E00129979,22.4,77.6
E00129980,16.7,83.3
E00129981,17.6,82.4
E00129982,12.9,87.1
E00129983,12.3,87.7
E00129984,14.5,85.5
E00129985,18.8,81.2
E00129986,17.4,82.6
E00129987,19.9,80.1
E00129988,12.4,87.6
E00129989,19.7,80.3
E00129990,16.9,83.1
E00129991,17,83
E00129992,16.3,83.7
E00129994,9.6,90.4
E00129996,16.4,83.6
E00129997,16.6,83.4
E00129998,16.2,83.8
E00129999,23.7,76.3
E00130000,10.8,89.2
E00130001,21.7,78.3
E00130002,15.3,84.7
E00130003,24.6,75.4
E00130004,14.4,85.6
E00130005,12.8,87.2
E00130006,20.8,79.2
E00130007,13.4,86.6
E00130008,16.6,83.4
E00130011,18.2,81.8
E00130012,9,91
E00130013,21.5,78.5
E00130014,13.9,86.1
E00130015,16.9,83.1
E00130016,15.5,84.5
E00130042,21.3,78.7
E00130043,25.9,74.1
E00130044,15.1,84.9
E00130045,13.8,86.2
E00130046,18.9,81.1
E00130048,24,76
E00130050,19.7,80.3
E00130051,26.9,73.1
E00130052,19.1,80.9
E00130053,25.5,74.5
E00130054,18.5,81.5
E00130055,13.6,86.4
E00130114,24.7,75.3
E00130115,19.9,80.1
E00130116,18.9,81.1
E00130117,13.7,86.3
E00130118,18.2,81.8
E00130119,19.6,80.4
E00130120,11.9,88.1
E00130121,14.3,85.7
E00130122,12.6,87.4
E00130123,14.9,85.1
E00130124,17.8,82.2
E00130125,15.6,84.4
E00130126,12.6,87.4
E00130127,13.1,86.9
E00130128,13.4,86.6
E00130129,16.1,83.9
E00130130,10.3,89.7
E00130138,15,85
E00130139,22.2,77.8
E00130140,11,89
E00130141,20.6,79.4
E00130142,29.6,70.4
E00130143,20.4,79.6
E00130144,17.5,82.5
E00130145,7.4,92.6
E00130146,11.4,88.6
E00130147,11.5,88.5
E00130148,9.4,90.6
E00130149,17.6,82.4
E00130150,21,79
E00130151,19.7,80.3
E00130152,17.6,82.4
E00130153,15.2,84.8
E00130154,14.4,85.6
E00130155,8.4,91.6
E00130156,21.6,78.4
E00130157,13.1,86.9
E00130158,15.3,84.7
E00130159,13.4,86.6
E00130160,15,85
E00130161,13.6,86.4
E00130162,11.7,88.3
E00130163,16.9,83.1
E00130164,14.4,85.6
E00130165,13.8,86.2
E00130166,16.5,83.5
E00130167,11.1,88.9
E00130168,7.9,92.1
E00130191,29.8,70.2
E00130192,19.8,80.2
E00130193,22.7,77.3
E00130194,16.2,83.8
E00130195,24.4,75.6
E00130196,11.1,88.9
E00130198,13.3,86.7
E00130199,24.3,75.7
E00130200,15.1,84.9
E00130201,13.7,86.3
E00130203,13.1,86.9
E00130204,11.1,88.9
E00130206,19.6,80.4
E00130207,14.6,85.4
E00130208,26.3,73.8
E00130209,15.6,84.4
E00130210,14.7,85.3
E00130212,14,86
E00130759,14.8,85.2
E00130760,13.2,86.8
E00130761,8.9,91.1
E00130762,15.6,84.4
E00130763,11.6,88.4
E00130764,14.2,85.8
E00130765,15.5,84.5
E00130766,9.2,90.8
E00130767,16,84
E00130770,9.5,90.5
E00130771,14.4,85.6
E00130772,18.8,81.2
E00130774,11,89
E00130777,18.2,81.8
E00130779,15.4,84.6
E00130780,19.4,80.6
E00130784,12,88
E00130785,13.9,86.1
E00130786,10.2,89.8
E00130787,8.8,91.2
E00130788,12.9,87.1
E00130790,14,86
E00130791,15.3,84.7
E00130818,18.5,81.5
E00130945,10,90
E00130946,10.1,89.9
E00130947,12.5,87.5
E00130958,12.8,87.2
E00130959,11.5,88.5
E00130962,9.5,90.5
E00130963,9.9,90.1
E00130964,14,86
E00130965,11.2,88.8
E00131785,25.6,74.4
E00131786,10.9,89.1
E00131787,11.7,88.3
E00131791,12.7,87.3
E00131847,14.7,85.3
E00131850,16.4,83.6
E00131851,22.8,77.2
E00131852,20.6,79.4
E00131853,17.9,82.1
E00131854,22.9,77.1
E00131855,20.1,79.9
E00131856,20.1,79.9
E00131857,24.5,75.5
E00131858,25.4,74.6
E00131859,18.9,81.1
E00131860,18.1,81.9
