geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00069026,28.5,23.8,18.5,29.2
E00069027,29.1,24.3,20.1,26.5
E00069028,41.6,29.7,12.9,15.8
E00069029,43.3,28.4,12.8,15.6
E00069032,18.8,26.8,25.4,29
E00069033,64.7,20.9,8.6,5.8
E00069034,25.9,19.4,21.3,33.3
E00069035,45,25.7,15.6,13.8
E00069036,26.6,29.4,15.6,28.4
E00069037,31.7,38.5,14.4,15.4
E00069038,21.7,34.8,23.5,20
E00069039,41.2,22.8,22.8,13.2
E00129967,23.8,43.3,13.3,19.5
E00129968,29.9,38.7,16.8,14.6
E00129969,22.1,32.1,19.3,26.4
E00129970,32.9,40.1,12.5,14.5
E00129971,52,28.8,6.4,12.8
E00129972,37.1,34.4,14.6,13.9
E00129973,24.2,42.4,15.2,18.2
E00129974,20.9,41.8,18.7,18.7
E00129975,29.4,40.3,14.3,16
E00129977,19.2,37.4,16.2,27.3
E00129978,29.8,35.6,19.2,15.4
E00129979,25.2,34.6,21.3,18.9
E00129980,28.1,36,15.7,20.2
E00129981,21.5,29.8,24,24.8
E00129982,9.5,46,16.8,27.7
E00129983,21.1,40.8,17.6,20.4
E00129984,21,41.3,16.7,21
E00129985,26.8,40.1,16.9,16.2
E00129986,22.5,27.5,24.2,25.8
E00129987,41.8,34.8,12.1,11.3
E00129988,24.5,38.7,19.4,17.4
E00129989,28.3,42,18.8,10.9
E00129990,41.4,35.2,10.9,12.5
E00129991,17.5,54.7,11.7,16.1
E00129992,31.8,29.5,19.4,19.4
E00129994,3.5,31.2,24.7,40.6
E00129996,20.3,45.8,14.4,19.6
E00129997,32.1,46.2,6.4,15.4
E00129998,20.6,39.7,21.2,18.5
E00129999,45,34.3,10,10.7
E00130000,22.7,42,16.5,18.8
E00130001,31.7,27.6,17.9,22.8
E00130002,23.6,42.5,14.2,19.7
E00130003,54.5,23.2,13.4,8.9
E00130004,33.1,41.5,11,14.4
E00130005,25.4,34.1,19.1,21.4
E00130006,22.2,46.3,14.8,16.7
E00130007,23.1,30.8,16.7,29.5
E00130008,27.1,41.2,13.5,18.2
E00130011,21.3,45.6,16.3,16.9
E00130012,11,38.5,17.5,33
E00130013,36.5,38,8.8,16.8
E00130014,17.3,42.1,16.5,24.1
E00130015,19.9,44.1,14,22.1
E00130016,20.3,47.2,13,19.5
E00130042,19.6,43.1,13.7,23.5
E00130043,39,28.2,14.4,18.5
E00130044,30,33,14.8,22.2
E00130045,20.1,35.4,19.1,25.4
E00130046,23,36,19.4,21.6
E00130048,27.7,37.8,13.5,20.9
E00130050,20.5,31.1,23.5,25
E00130051,47.1,37,8.7,7.2
E00130052,37.7,31.2,18.8,12.3
E00130053,34.1,37,16.7,12.3
E00130054,30.3,32.9,18.7,18.1
E00130055,38,29.2,16.1,16.8
E00130114,35.3,39,7.4,18.4
E00130115,33.1,44.4,13.4,9.2
E00130116,40.1,30.9,14.2,14.8
E00130117,34.2,36.3,17.8,11.6
E00130118,47.3,27.3,8,17.3
E00130119,22.7,33.6,16.4,27.3
E00130120,29.4,38.1,13.5,19
E00130121,28.3,35.8,14.2,21.7
E00130122,31.6,37.7,12.3,18.4
E00130123,21.8,40.8,14.1,23.2
E00130124,26.2,32.9,15.4,25.5
E00130125,18.9,32.4,15.3,33.3
E00130126,23.1,34.7,24.5,17.7
E00130127,27.5,37.5,19.2,15.8
E00130128,28.7,37,19.3,14.9
E00130129,49.2,29.7,10.9,10.2
E00130130,22.6,30.5,21.3,25.6
E00130138,20.9,40.3,20.9,17.9
E00130139,33.1,39.8,12,15
E00130140,15.9,33.3,22.4,28.4
E00130141,27.6,37.1,23.3,12.1
E00130142,37.2,28.9,15.7,18.2
E00130143,33.3,41.9,13.2,11.6
E00130144,24,45.6,14.4,16
E00130145,17.1,35,27.6,20.3
E00130146,11.1,28.6,26.2,34.1
E00130147,18.4,28.9,19.3,33.3
E00130148,15.5,35.3,26.7,22.4
E00130149,30.4,35.4,19.4,14.8
E00130150,27.3,36.4,14,22.3
E00130151,48,37,7.9,7.1
E00130152,41.3,33.5,14.4,10.8
E00130153,37.9,32.7,15,14.4
E00130154,21.2,40.8,17.9,20.1
E00130155,13.3,35.2,21,30.5
E00130156,30.8,40.4,11.5,17.3
E00130157,30,30,15.5,24.5
E00130158,24.4,32.6,23.7,19.3
E00130159,18.9,36.1,18.5,26.5
E00130160,24.5,42.9,16.3,16.3
E00130161,19,40,19,21.9
E00130162,12.8,38.5,22.4,26.3
E00130163,21.2,35.3,22.4,21.2
E00130164,17.9,40.8,19.6,21.8
E00130165,23.3,40.3,14,22.5
E00130166,31.4,43.8,7.4,17.4
E00130167,33.8,37.8,17.6,10.8
E00130168,23.3,28.9,24.4,23.3
E00130191,44.5,36,8.5,11
E00130192,35.6,39.4,11.1,13.9
E00130193,34,40.1,16.3,9.5
E00130194,38.2,33.6,16.8,11.5
E00130195,47.6,35.4,8.2,8.8
