geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00069026,88.2,2,9.8
E00069027,86.8,1.4,11.8
E00069028,91.3,1,7.7
E00069029,79.9,3,17.1
E00069032,80.5,1.2,18.2
E00069033,89,1.3,9.7
E00069034,79.4,1.8,18.8
E00069035,90.3,3,6.8
E00069036,82.6,0.3,17
E00069037,92.2,1.3,6.5
E00069038,90.2,0,9.8
E00069039,84.8,1.6,13.6
E00129967,97.1,2.1,0.8
E00129968,98.3,0,1.7
E00129969,98,0.6,1.4
E00129970,98.8,0,1.2
E00129971,94.8,0.9,4.4
E00129972,96.9,1.2,1.8
E00129973,98.7,0.2,1.1
E00129974,96.2,2.2,1.6
E00129975,97.5,1.1,1.4
E00129977,94.1,0.4,5.5
E00129978,98.2,0.9,0.9
E00129979,97.8,0.3,1.9
E00129980,98.1,0,1.9
E00129981,97.2,1.3,1.6
E00129982,98.9,0,1.1
E00129983,97.1,0.9,2.1
E00129984,97.9,0.3,1.8
E00129985,99.4,0,0.6
E00129986,97.2,0.6,2.2
E00129987,93.6,2.5,3.9
E00129988,98.6,0.5,0.8
E00129989,98.7,0.3,1
E00129990,96.9,0,3.1
E00129991,97.2,0,2.8
E00129992,98,1,1
E00129994,97.6,0.6,1.9
E00129996,97.8,1.1,1.1
E00129997,98.8,0,1.2
E00129998,96.9,0,3.1
E00129999,98.1,1.1,0.8
E00130000,96.2,1.7,2.1
E00130001,98.3,0.7,1
E00130002,97.7,0.7,1.7
E00130003,100,0,0
E00130004,94,3.2,2.8
E00130005,97.3,1,1.7
E00130006,97.5,0.7,1.8
E00130007,95.9,0.7,3.4
E00130008,97.7,1,1.3
E00130011,98.9,0.3,0.8
E00130012,97.7,0.4,2
E00130013,95.6,2,2.4
E00130014,96.5,1.5,2
E00130015,97.6,1.8,0.6
E00130016,97.6,1,1.4
E00130042,97.6,0.8,1.6
E00130043,94.4,1.9,3.7
E00130044,96,1.3,2.7
E00130045,94.5,1.3,4.2
E00130046,98.1,0.8,1.1
E00130048,93.4,0.9,5.7
E00130050,95.3,1.9,2.8
E00130051,97.1,0.8,2.1
E00130052,95.6,0.9,3.4
E00130053,97.9,1.1,1.1
E00130054,94.4,0.6,5
E00130055,94.6,1.7,3.7
E00130114,97.2,2.1,0.7
E00130115,98.3,0.3,1.4
E00130116,96.7,0.3,3
E00130117,96.4,1.6,2
E00130118,97.6,0,2.4
E00130119,99.1,0,0.9
E00130120,99.3,0,0.7
E00130121,97.9,0.4,1.8
E00130122,96.1,0,3.9
E00130123,97.2,0,2.8
E00130124,96,1.9,2.2
E00130125,98,0,2
E00130126,98.5,0.9,0.6
E00130127,96.1,2.1,1.8
E00130128,98.1,0.2,1.7
E00130129,98.3,0,1.7
E00130130,95.1,1.2,3.6
E00130138,100,0,0
E00130139,98.3,0,1.7
E00130140,96.4,0.5,3.1
E00130141,95.4,0.4,4.3
E00130142,96.6,1.5,1.9
E00130143,98.9,0.4,0.7
E00130144,95.7,1.4,2.8
E00130145,97.8,0,2.2
E00130146,99.7,0,0.3
E00130147,92.9,3.9,3.2
E00130148,96.3,1,2.7
E00130149,95.4,0.4,4.2
E00130150,97.2,0.9,1.9
E00130151,97.3,0.4,2.2
E00130152,95.6,0.9,3.6
E00130153,91.2,4.4,4.4
E00130154,94.4,1.2,4.4
E00130155,94.9,2.4,2.7
E00130156,98.7,0.9,0.4
E00130157,96.2,0.4,3.4
E00130158,95.4,0.9,3.7
E00130159,96.3,1,2.7
E00130160,97.4,0.3,2.3
E00130161,99.6,0,0.4
E00130162,96.7,0.7,2.6
