geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00069026,7.3,5.8,7,76.5,3.5
E00069027,4.4,7.9,3.4,84.2,0
E00069028,1.4,10.6,4.8,82.6,0.5
E00069029,0.7,11,2.3,86,0
E00069032,11.2,10.4,6.2,68.2,4
E00069033,3.1,7,1.3,88.1,0.4
E00069034,8.4,16.6,5.7,66.3,3
E00069035,2.5,15.1,8.4,72.7,1.3
E00069036,5.8,8.2,2.4,80.8,2.7
E00069037,6.5,7.8,5.2,80.6,0
E00069038,0.3,6.1,2.4,89.5,1.7
E00069039,10.7,8.2,2.1,79,0
E00129967,2.9,0.8,2.7,93.6,0
E00129968,5.4,0,2.7,90.6,1.3
E00129969,4.2,0,1.4,94.4,0
E00129970,0.6,0.6,4,94.8,0
E00129971,3.5,0.4,2.6,93.4,0
E00129972,4,0,2.8,93.3,0
E00129973,2.6,1.5,0.7,95.2,0
E00129974,1.9,0.6,1.6,95.9,0
E00129975,6.2,0,1.1,92.4,0.4
E00129977,1.1,1.1,5.5,92.3,0
E00129978,0,0,0.9,98.7,0.4
E00129979,3.5,0,3.8,92.7,0
E00129980,0.5,0,0,99,0.5
E00129981,2.8,3.4,3.4,90.3,0
E00129982,2.4,0,2.4,95.2,0
E00129983,0,1.2,1.8,96.8,0.3
E00129984,2.7,0,1.8,95.3,0.3
E00129985,0.6,0,1.3,98.1,0
E00129986,0,2.5,4.7,92.8,0
E00129987,1.1,2.2,4.3,92.5,0
E00129988,0.8,0.3,2.5,95.6,0.8
E00129989,0,0,0.3,99.7,0
E00129990,3.9,0.8,0.4,95,0
E00129991,0.3,0.9,1.6,97.2,0
E00129992,0,0,0,99.7,0.3
E00129994,11.1,0.9,2.2,84.2,1.5
E00129996,1.9,0,1.4,96.7,0
E00129997,0,0.3,1.2,98.5,0
E00129998,0.4,0.2,1.7,97.7,0
E00129999,0.8,0.4,0,98.9,0
E00130000,2.1,0.2,1.7,94.8,1.2
E00130001,2,1.3,4,92.7,0
E00130002,0.7,1,0.3,98,0
E00130003,0,0,1.5,97.6,1
E00130004,2,0.4,1.2,96.4,0
E00130005,1.4,1.2,1,96.1,0.2
E00130006,0,0.4,0.7,98.9,0
E00130007,2.9,1,2.9,92,1.2
E00130008,1.8,0.3,1.8,96.1,0
E00130011,0,0.8,3.5,95.7,0
E00130012,2.5,0.2,2,94.8,0.5
E00130013,0.3,0,2.7,95.6,1.4
E00130014,3.5,0,1.8,94.7,0
E00130015,0.6,0,0.6,98.8,0
E00130016,2.7,0,1.7,95.6,0
E00130042,4.7,0.4,0,94.9,0
E00130043,4.2,1.2,3,90.5,1.2
E00130044,4.4,0.8,2.7,91.2,0.8
E00130045,16.8,1.5,2.2,78.3,1.3
E00130046,4.4,0,2.2,92,1.4
E00130048,3.3,3,3,90.7,0
E00130050,6.9,0,3.9,89.2,0
E00130051,0.4,0,1.7,97.5,0.4
E00130052,1.3,1.3,3.8,93.8,0
E00130053,1.1,1.4,4.2,92.6,0.7
E00130054,0.3,0.3,2.2,97.2,0
E00130055,2,0.3,2.4,92.9,2.4
E00130114,0.7,1.7,3.5,94.1,0
E00130115,2.1,0.3,4.1,93.1,0.3
E00130116,2.4,0.6,0.9,96.1,0
E00130117,4.3,1.3,5.6,88.9,0
E00130118,6.4,0.3,2.4,90.9,0
E00130119,5.5,0.3,1.5,92.4,0.3
E00130120,3.4,0,0,94.5,2
E00130121,3.5,0,2.1,91.3,3.1
E00130122,1.6,2.4,1.2,94.8,0
E00130123,3.6,3.9,1.4,89.7,1.4
E00130124,4.6,0.5,2.4,91.9,0.5
E00130125,3,1.7,2.3,91.7,1.3
E00130126,4.6,0,2,93.1,0.3
E00130127,2.5,0,3.6,91.4,2.5
E00130128,0,1.5,4.4,93.9,0.2
E00130129,0.8,0,3.8,94.9,0.4
E00130130,2.7,0,5.3,91.1,1
E00130138,1.3,1,0.6,97.1,0
E00130139,0.3,0.7,1.7,97.3,0
E00130140,8.6,1.1,2.3,84.9,3.1
E00130141,2.1,2.5,2.9,92.5,0
E00130142,3.8,0,0,95.8,0.4
E00130143,2.3,0,2.3,95.5,0
E00130144,4.5,2.4,2.8,89.9,0.3
E00130145,5.4,1,1.3,92.3,0
E00130146,5.4,0,1.1,92.4,1.1
E00130147,5.4,1.6,3.2,89.8,0
E00130148,2.7,0,1.3,94.6,1.3
E00130149,0.6,4,3.4,92,0
E00130150,3.1,0,1.9,95,0
E00130151,0,0,1.3,98.7,0
E00130152,2.7,0,5.6,90.2,1.5
E00130153,0.6,2.5,6.6,89,1.3
E00130154,0.5,0.5,2.8,95.6,0.7
E00130155,8.6,0,4.7,86.7,0
E00130156,1.3,0.4,0.9,97.4,0
E00130157,0.4,0.4,2.3,96.6,0.4
E00130158,0.6,2.2,3.4,92.3,1.5
E00130159,4.5,0.6,4,90.9,0
E00130160,3.5,0,1.2,95,0.3
E00130161,3.4,0,2.3,93.9,0.4
E00130162,7.1,0.2,1.7,90,1
E00130163,3.7,0.5,2.3,92.2,1.4
E00130164,5.7,1.3,2.7,88.6,1.7
E00130165,3.5,0,1.6,94.6,0.3
E00130166,0.4,2,1.2,96.5,0
E00130167,2,0,4.6,93.4,0
E00130168,12.2,0.9,6.1,80.9,0
E00130191,6.9,0,2.2,90.9,0
E00130192,4.8,1.6,4.5,87.5,1.6
E00130193,0,0.3,5.6,91.4,2.6
E00130194,0.7,0,1.8,97.4,0
E00130195,1.1,2.6,1.5,93.2,1.5
E00130196,7.7,2.9,2.9,86.5,0
E00130198,6.9,1.2,4.3,83.8,3.8
E00130199,5.2,0.9,1.2,92.7,0
E00130200,1.2,0,3.1,95.3,0.4
E00130201,1.4,0,0.7,97.2,0.7
E00130203,5.8,0.3,1.5,92.3,0
