geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00159997,34.3,23.9,19.4,22.4
E00159998,19.4,20.4,38.9,21.3
E00159999,23,15,42,20
E00160003,48.2,14.1,21.2,16.5
E00160006,28.2,18.8,27.1,25.9
E00160008,35.1,19.5,28.6,16.9
E00160009,30.1,27.4,20.5,21.9
E00160010,39.9,11.9,23.1,25.2
E00160011,36.5,20.8,29.2,13.5
E00160012,41.8,20.3,13.9,24.1
E00160013,38.6,15.9,28.4,17
E00160032,33.5,16.9,37.1,12.5
E00160033,29.6,19.2,28.8,22.4
E00160034,26.3,8.8,44.7,20.2
E00160035,19.8,17.6,48.4,14.3
E00160037,27.2,21,39.5,12.3
E00160038,28.5,12.1,46.1,13.3
E00160040,22.3,20.5,35.7,21.4
E00160041,30.2,16.3,41.9,11.6
E00160042,31,21.7,33.6,13.6
E00160043,39.7,17.6,23.5,19.1
E00160044,26,18.2,33.8,22.1
E00160045,37.1,16.1,28.2,18.5
E00160046,37.9,23.6,15.7,22.9
E00160047,36.5,23.8,25.4,14.3
E00160048,44.3,15.7,16.4,23.6
E00160049,37,16.7,29.6,16.7
E00160050,31.7,27.3,30.2,10.8
E00160051,38.1,18.1,23.2,20.6
E00160052,30.1,17.8,31.5,20.5
E00160053,29.2,18.6,35.4,16.8
E00160054,14.3,21.4,41.1,23.2
E00160055,19.2,25.3,47.5,8.1
E00160056,25.7,26.4,22.1,25.7
E00160057,23.2,26.8,36.6,13.4
E00160058,22.4,22.4,37.1,18.1
E00160059,19.6,18.6,50.5,11.3
E00160060,18.4,20.4,42.9,18.4
E00160061,25.8,21.3,37.1,15.7
E00160062,39.8,22.2,21.3,16.7
E00160063,17.8,21.1,54.4,6.7
E00160064,20.5,30.3,37.1,12.1
E00160065,19.1,29.8,37.4,13.7
E00160066,28.2,27.6,35.9,8.3
E00160067,26.2,23.2,35.7,14.9
E00160068,15.7,22.5,48.3,13.5
E00160069,13.7,26,46.6,13.7
E00160070,14.7,32.4,36.8,16.2
E00160071,20.7,20.7,43.7,14.9
E00160072,22,24.4,41.5,12.2
E00160073,32.2,19.2,33.9,14.7
E00160074,33.3,23.7,29.2,13.7
