geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00085920,91.6,8.4
E00085921,90.1,9.9
E00085923,89.1,10.9
E00085924,81.6,18.4
E00085932,94.4,5.6
E00085933,89.8,10.2
E00085934,97.1,2.9
E00085935,89.5,10.5
E00085936,84.1,15.9
E00085937,92.2,7.8
E00085938,92.7,7.3
E00085939,89.5,10.5
E00085940,94.7,5.3
E00085941,94,6
E00085942,91.6,8.4
E00085943,96.1,3.9
E00085944,89.8,10.2
E00085945,96.1,3.9
E00085947,92.7,7.3
E00085949,90.5,9.5
E00085950,93.6,6.4
E00085951,95.4,4.6
E00085952,83.9,16.1
E00085953,94.6,5.4
E00085954,96.1,3.9
E00085956,89.5,10.5
E00085957,95.3,4.7
E00085961,88.6,11.4
E00085962,87.2,12.8
E00085963,84,16
E00085964,76.1,23.9
E00085965,76,24
E00085966,81.4,18.6
E00085967,77.2,22.8
E00085968,78.5,21.5
E00085969,87.6,12.4
E00085970,73.7,26.3
E00085971,83.5,16.5
E00085972,83.5,16.5
E00085974,82.7,17.3
E00085975,82.9,17.1
E00085976,75.3,24.7
E00085977,74,26
E00085978,82.8,17.2
E00085979,78.4,21.6
E00085980,69.2,30.8
E00085981,84.3,15.7
E00085982,84.3,15.7
E00085983,77.1,22.9
E00085984,84.5,15.5
E00085985,83.4,16.6
E00085986,87.1,12.9
E00085987,75.3,24.7
E00085988,76.1,23.9
E00085989,83.7,16.3
E00085990,78.4,21.6
E00085991,77.5,22.5
E00085992,71.8,28.2
E00085993,68.5,31.5
E00085994,73.3,26.7
E00085995,76.2,23.8
E00085996,78.4,21.6
E00085997,70.8,29.2
E00085998,80.7,19.3
E00085999,81.3,18.7
E00086000,85.8,14.2
E00086001,72.9,27.1
E00086002,86.4,13.6
E00086003,90.4,9.6
E00086004,74.6,25.4
E00086005,74.4,25.6
E00086006,89.2,10.8
E00086007,83.4,16.6
E00086008,79,21
E00086009,84.9,15.1
E00086010,74.4,25.6
E00086011,83.6,16.4
E00086012,74.9,25.1
E00086013,82.8,17.2
E00086014,81.7,18.3
E00086015,79.6,20.4
E00086016,73.6,26.4
E00086017,75.9,24.1
E00086018,91.6,8.4
E00086020,69.1,30.9
E00086021,68.9,31.1
E00086022,80.3,19.7
E00086023,82.5,17.5
E00086024,81.5,18.5
E00086025,81.9,18.1
E00086026,87.2,12.8
E00086027,75.6,24.4
E00086028,85.4,14.6
E00086029,83.5,16.5
E00086030,83.4,16.6
E00086031,79.6,20.4
E00086032,73,27
E00086033,71.8,28.2
E00086034,80.9,19.1
E00086035,80.4,19.6
E00086036,79.7,20.3
E00086037,77.4,22.6
E00086038,81.7,18.3
E00086039,66.8,33.2
E00086041,75.8,24.2
E00086042,73.9,26.1
E00086043,77,23
E00086044,69.4,30.6
E00086045,81,19
E00086046,88,12
E00086047,71.9,28.1
E00086048,72.4,27.6
E00086049,75.7,24.3
E00086051,80.5,19.5
E00086052,81.7,18.3
E00086054,73.1,26.9
E00086055,72.4,27.6
E00086056,67.5,32.5
E00086057,62.4,37.6
E00086058,84.9,15.1
E00086060,69.8,30.2
E00086061,91.6,8.4
E00086062,86.8,13.2
E00086063,86.2,13.8
E00086065,94.8,5.2
E00086068,97.3,2.7
E00086069,94.9,5.1
E00086070,96.6,3.4
E00086071,93.6,6.4
E00086072,91.4,8.6
E00086073,90.5,9.5
E00086074,90.6,9.4
E00086075,94.5,5.5
E00086076,92.3,7.7
E00086077,89.8,10.2
E00086078,93,7
E00086079,91.6,8.4
E00086080,92,8
E00086081,85.5,14.5
E00086082,89.9,10.1
E00086083,89.8,10.2
E00086084,79.8,20.2
E00086085,93.5,6.5
E00086086,92.1,7.9
E00086087,89.8,10.2
E00086088,85.2,14.8
E00086089,86,14
E00086090,91,9
E00086091,85.1,14.9
E00086092,86.4,13.6
E00086093,82,18
E00086094,88.5,11.5
E00086095,90.6,9.4
E00086096,88.9,11.1
E00086097,90,10
E00086098,81.2,18.8
E00086099,87.8,12.2
E00086103,84.6,15.4
E00086104,95.8,4.2
E00086105,86.9,13.1
E00086106,93.9,6.1
E00086107,76.5,23.5
E00086110,71.7,28.3
E00086116,82.2,17.8
E00086118,91,9
E00086119,84.8,15.2
E00086120,91,9
E00086121,82.3,17.7
E00086122,90.3,9.7
E00086123,93.1,6.9
E00086124,83.3,16.7
E00086125,87.4,12.6
E00086127,92.3,7.7
E00086128,96.6,3.4
E00086129,89.9,10.1
E00086130,82.3,17.7
E00086131,87.9,12.1
E00086132,93.5,6.5
E00086133,89.8,10.2
E00086134,92.8,7.2
E00086135,90.6,9.4
E00086136,93.3,6.7
E00086137,88.5,11.5
E00086139,89.1,10.9
E00086140,90.9,9.1
E00086153,95,5
E00086172,89.1,10.9
E00086179,95.6,4.4
E00086187,85.4,14.6
E00086190,87.1,12.9
E00086192,74.4,25.6
E00086193,90.6,9.4
E00086194,81.3,18.7
E00086195,93.3,6.7
E00086196,82.1,17.9
E00086197,87,13
E00086198,89,11
E00086199,90.8,9.2
E00086200,81,19
E00086201,83.7,16.3
E00086202,87.2,12.8
E00086203,87.2,12.8
E00086204,76.1,23.9
E00086211,81.8,18.2
E00086212,65.7,34.3
E00086213,72,28
E00086214,75.2,24.8
E00086215,78.8,21.2
E00086216,87,13
E00086217,83,17
E00086218,81.5,18.5
E00086219,83.7,16.3
E00086220,78.7,21.3
E00086221,85.9,14.1
E00086222,83.5,16.5
E00086223,66.5,33.5
E00086224,82.4,17.6
E00086225,79.6,20.4
E00086227,72.2,27.8
E00086228,78.6,21.4
E00086229,73.5,26.5
E00086230,81.9,18.1
E00086231,84.3,15.7
E00086232,80.1,19.9
E00086233,70,30
E00086234,82.5,17.5
E00086235,63.6,36.4
E00086236,76.8,23.2
E00086237,73.9,26.1
E00086238,85.2,14.8
E00086239,81.9,18.1
E00086240,80.7,19.3
E00086241,77.4,22.6
E00086242,69.2,30.8
E00086243,81.1,18.9
E00086244,78.1,21.9
E00086245,81.5,18.5
E00086246,77.5,22.5
E00086247,83.6,16.4
E00086248,76.6,23.4
E00086249,85.9,14.1
E00086250,75,25
E00086251,82.8,17.2
E00086252,73.9,26.1
E00086253,71.7,28.3
E00086254,81.3,18.7
E00086255,68.3,31.7
E00086256,70.7,29.3
E00086257,72.1,27.9
E00086258,78.7,21.3
E00086259,73.8,26.2
E00086260,76.5,23.5
E00086261,76,24
E00086262,75.4,24.6
E00086263,74.5,25.5
E00086264,72.4,27.6
E00086265,57.1,42.9
E00086266,83.4,16.6
E00086267,72.6,27.4
E00086268,76.3,23.7
E00086269,93.3,6.7
E00086270,81.6,18.4
E00086271,82.9,17.1
E00086272,80.8,19.2
E00086273,84.2,15.8
E00086274,74.2,25.8
E00086275,90.1,9.9
E00086276,83.3,16.7
E00086277,85.5,14.5
E00086278,69,31
E00086279,78.9,21.1
E00086280,87.9,12.1
E00086281,89.6,10.4
E00086282,87.2,12.8
E00086283,83.2,16.8
E00086284,76.8,23.2
E00086285,79.4,20.6
E00086286,94.3,5.7
E00086287,77.8,22.2
E00086288,84.9,15.1
E00086289,88.8,11.2
E00086290,88.5,11.5
E00086291,94.6,5.4
E00086292,84.3,15.7
E00086293,76.1,23.9
E00086294,92.4,7.6
E00086295,93.7,6.3
E00086296,92.8,7.2
E00086297,85.4,14.6
E00086298,87.1,12.9
E00086299,85.5,14.5
E00086300,82.6,17.4
E00086301,91.3,8.7
E00086302,95.4,4.6
E00086303,88.3,11.7
E00086304,91.6,8.4
E00086305,81.3,18.7
E00086306,88.8,11.2
