geography_code,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00085920,94.6,0,5.4,0
E00085921,86.4,0,13.3,0.3
E00085923,92.3,0,7.2,0.4
E00085924,94,0.2,5.6,0.2
E00085932,94.4,0,5.6,0
E00085933,90.7,0,9.3,0
E00085934,94.4,0.3,5,0.3
E00085935,92,1,6.7,0.3
E00085936,85.5,0.5,13.6,0.5
E00085937,94.9,0.3,4.8,0
E00085938,95.1,0,4.9,0
E00085939,92,0,7.6,0.3
E00085940,89.1,0,10.9,0
E00085941,91.8,0.3,7.8,0
E00085942,93.8,0,6.2,0
E00085943,91.7,0,7.9,0.4
E00085944,87.6,0,10.8,1.6
E00085945,93.2,0,6.8,0
E00085947,88.6,0.3,10.4,0.7
E00085949,87.9,2.3,9.3,0.5
E00085950,90.4,0.4,9.2,0
E00085951,92.4,0.3,6.7,0.6
E00085952,88.9,0.3,9.5,1.3
E00085953,97.3,0,2.2,0.5
E00085954,94.2,0,5.8,0
E00085956,91.8,0,7.5,0.7
E00085957,93.9,0,5.8,0.4
E00085961,90.6,0,8.7,0.7
E00085962,89.9,0.5,9.6,0
E00085963,93.5,0,5.4,1.1
E00085964,57.1,13.8,28.1,0.9
E00085965,48.8,18.4,31.6,1.2
E00085966,82.9,2.2,14,0.9
E00085967,83.9,3.5,12.6,0
E00085968,58.1,10.5,28.1,3.3
E00085969,86.4,0.7,12.5,0.4
E00085970,57.1,15.5,25.3,2
E00085971,67,6.3,24.4,2.2
E00085972,81.8,2.2,13.8,2.2
E00085974,56.7,16.3,25.8,1.2
E00085975,77.7,3.8,15.8,2.7
E00085976,79.5,0,15.1,5.5
E00085977,51,18.4,26.8,3.8
E00085978,82,1.6,15.1,1.3
E00085979,64.5,11.6,22.5,1.4
E00085980,48.2,13.2,36.6,1.9
E00085981,75.7,1.3,22.3,0.7
E00085982,75.9,4.3,18.8,1.1
E00085983,70.3,6.4,23.3,0
E00085984,89.9,0.7,9.4,0
E00085985,76.9,4.8,17,1.4
