geography_code,disability_3a-001,disability_3a-002
E00032565,16.3,83.7
E00032732,32.5,67.5
E00032733,17.7,82.3
E00032734,23.2,76.8
E00032735,24.2,75.8
E00032736,25.2,74.8
E00032737,24.8,75.2
E00032738,21.5,78.5
E00032739,27,73
E00032740,28,72
E00032741,10.7,89.3
E00032742,16.3,83.7
E00032743,18.1,81.9
E00032744,18.4,81.6
E00032745,19.4,80.6
E00032746,15.9,84.1
E00032747,15.3,84.7
E00032748,28.2,71.8
E00032749,25.4,74.6
E00032750,30.6,69.4
E00032751,21,79
E00032757,35.3,64.7
E00032758,24,76
E00032759,12,88
E00032760,29.1,70.9
E00032761,34.3,65.7
E00032762,40.2,59.8
E00032763,17.6,82.4
E00032764,22,78
E00032765,23.3,76.7
E00032766,19.9,80.1
E00032767,38.2,61.8
E00032768,46.4,53.6
E00032769,31.7,68.3
E00032771,35.9,64.1
E00032773,36.5,63.5
E00032912,20.9,79.1
E00032913,8.5,91.5
E00032914,24.7,75.3
E00032915,27.7,72.3
E00032916,12.9,87.1
E00032917,20.5,79.5
E00032918,18.9,81.1
E00032919,22.9,77.1
E00032920,20,80
E00032921,20.4,79.6
E00032922,24.5,75.5
E00032923,18.9,81.1
E00032924,21.7,78.3
E00032926,14.8,85.2
E00032927,23.5,76.5
E00032928,33,67
E00032929,29.4,70.6
E00032930,23.5,76.5
E00032931,24.3,75.7
E00032932,27,73
E00032933,32.4,67.6
E00032934,23.5,76.5
E00032935,19.8,80.2
E00032936,15.3,84.7
E00032937,19.7,80.3
E00032938,22.4,77.6
E00032939,12.8,87.2
E00032940,17.2,82.8
E00032941,24.8,75.2
E00032943,23,77
E00032944,23.2,76.8
E00032945,18.8,81.3
E00032946,13.2,86.8
E00032947,37.1,62.9
E00032948,24.4,75.6
E00032949,30.4,69.6
E00032950,26.8,73.2
E00032951,32.2,67.8
E00032952,21.3,78.7
E00032953,29.8,70.2
E00032954,26.5,73.5
E00032955,23.7,76.3
E00032957,22.1,77.9
E00032958,15,85
E00032959,21.5,78.5
E00032960,16.7,83.3
E00034586,14.1,85.9
E00034587,16,84
E00034588,13.7,86.3
E00034589,16,84
E00034590,10.8,89.2
E00034608,19.1,80.9
E00034609,16.9,83.1
E00034610,12.5,87.5
E00034611,14.2,85.8
E00034612,19.1,80.9
E00034613,19.7,80.3
E00034614,15.4,84.6
E00034624,17.9,82.1
E00034654,28.9,71.1
E00034695,21.9,78.1
E00034696,23.6,76.4
E00034697,28.8,71.2
E00034705,21.8,78.2
E00034706,17.4,82.6
E00034709,22,78
E00034710,20.3,79.7
E00034711,23,77
E00034712,26.2,73.8
E00034713,26.2,73.8
E00034714,21.9,78.1
E00034715,13.8,86.2
E00034716,36.1,63.9
E00034717,25.8,74.2
E00034718,30.7,69.3
E00034719,24.5,75.5
E00034720,24.3,75.7
E00034919,18.8,81.2
E00034920,17.8,82.2
E00034921,17.1,82.9
E00034922,13.1,86.9
E00034923,20.1,79.9
E00034924,18.7,81.3
E00034925,28.6,71.4
E00034926,19.5,80.5
E00034927,30.4,69.6
E00034928,19.6,80.4
E00034929,15,85
E00034930,27.6,72.4
E00034931,17.9,82.1
E00034932,13.4,86.6
E00034933,19.6,80.4
E00034934,18.6,81.4
E00034935,17.3,82.7
E00034936,15.9,84.1
E00034937,16.1,83.9
E00034938,27.8,72.2
E00034939,24.1,75.9
E00034940,27.4,72.6
E00034941,18.7,81.3
E00034942,34.5,65.5
E00034944,19.5,80.5
E00034945,25.4,74.6
E00034946,20.6,79.4
E00034947,21.5,78.5
E00034949,20,80
E00034950,16.5,83.5
E00034951,19.7,80.3
E00034952,35.5,64.5
E00034953,19.5,80.5
E00034954,21.1,78.9
E00034955,20.7,79.3
E00034956,24.1,75.9
E00034957,20.5,79.5
E00034958,19.9,80.1
E00034960,17.8,82.2
E00034961,23.5,76.5
E00034962,14.8,85.2
E00034963,21,79
E00034964,31.8,68.2
E00034965,19.8,80.2
E00034970,21.8,78.2
E00034972,18.1,81.9
E00034973,15.3,84.7
E00034974,16.5,83.5
E00034975,35.6,64.4
E00034976,14.8,85.2
E00034977,17.8,82.2
E00034978,21.5,78.5
E00034979,19.4,80.6
E00034980,15.1,84.9
E00034981,23.7,76.3
E00034982,26.6,73.4
