geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00032565,4.9,33.8,35.9,25.4
E00032732,65.7,31.4,1.9,1
E00032733,10.7,40,40,9.3
E00032734,35.4,45.1,16.8,2.7
E00032735,41.5,40.1,14.3,4.1
E00032736,25.4,45.2,23.8,5.6
E00032737,45,37.6,17.4,0
E00032738,45.4,36.1,16.8,1.7
E00032739,40.9,43.5,13,2.6
E00032740,38.2,36.6,22.8,2.4
E00032741,8.9,44.6,40.2,6.3
E00032742,14,47.8,32.8,5.4
E00032743,22.3,55.4,15.7,6.6
E00032744,30.4,47.2,19.9,2.5
E00032745,9.8,57.9,28.6,3.8
E00032746,21.3,50,24.8,3.9
E00032747,13.4,50,26.8,9.8
E00032748,51.8,33.8,11.5,2.9
E00032749,42.7,40.5,15.3,1.5
E00032750,40.5,47.9,9.1,2.5
E00032751,24.1,51.7,21.6,2.6
E00032757,56.8,34.6,6.8,1.9
E00032758,20.8,32.5,35,11.7
E00032759,7.1,36.2,43.3,13.4
E00032760,26.4,46.4,20.8,6.4
E00032761,52.3,36.9,9.2,1.5
E00032762,39.7,33.6,22.4,4.3
E00032763,35.6,32.7,24,7.7
E00032764,12.5,46.9,31.3,9.4
E00032765,46.4,35.2,16.8,1.6
E00032766,47.3,38.4,13.4,0.9
E00032767,55.3,35.9,8.8,0
E00032768,69.8,24.6,4.8,0.8
E00032769,48.6,41,8.3,2.1
E00032771,61.9,26.8,8.2,3.1
E00032773,51.9,28.9,14.1,5.2
E00032912,8.2,28.7,46.2,17
E00032913,0.7,29.4,50.3,19.6
E00032914,34.2,39.2,20.8,5.8
E00032915,25.2,47.9,21,5.9
E00032916,5,38.8,38.8,17.3
E00032917,15.1,45.2,31,8.7
E00032918,26.2,49.2,18.9,5.7
E00032919,24.3,48.6,24.3,2.7
E00032920,21.7,47.3,24,7
E00032921,26.1,47.8,20.9,5.2
E00032922,37.9,35.9,17.9,8.3
E00032923,23.1,37.2,28.9,10.7
E00032924,27.3,44.6,19.8,8.3
E00032926,18.4,42.9,29.9,8.8
E00032927,49.6,44.4,5.1,0.9
E00032928,31.2,44,21.6,3.2
E00032929,28.5,41.5,22.8,7.3
E00032930,44.2,41.6,8,6.2
E00032931,21.4,41.1,31.3,6.3
E00032932,29.4,45.9,18.3,6.4
E00032933,38.2,43.5,15.3,3.1
E00032934,13.8,43.1,31.9,11.2
E00032935,7.9,34.2,41.2,16.7
E00032936,11.9,35.6,31.7,20.8
E00032937,18.3,37.4,32.2,12.2
E00032938,13.2,43.4,35.8,7.5
E00032939,11.5,44.3,36.9,7.4
E00032940,24.6,45.6,24.6,5.3
E00032941,39.8,39.8,16.3,4.1
E00032943,25.4,44.1,27.1,3.4
E00032944,16.8,51.8,23.9,7.6
E00032945,10.3,41.9,36.8,11.1
E00032946,10.5,41.2,38.6,9.6
E00032947,62,30,7,1
E00032948,36.2,42.2,19.8,1.7
E00032949,34.2,45.6,14.9,5.3
E00032950,44.9,36.2,15.9,2.9
E00032951,15.4,61.5,21.2,1.9
E00032952,28,43.2,23.7,5.1
E00032953,48,32.4,14.7,4.9
E00032954,42.7,39.1,12.7,5.5
E00032955,39.1,39.1,15.7,6.1
E00032957,38.4,44.2,14,3.5
E00032958,11.6,53.6,25,9.8
E00032959,12.8,49.6,31.2,6.4
E00032960,16,42.5,34,7.5
E00034586,10.5,31.6,41.4,16.4
E00034587,6.3,34.6,47.2,11.8
E00034588,10.1,40.3,41.2,8.4
E00034589,3.9,27.9,46.5,21.7
E00034590,5,37.5,45,12.5
E00034608,15.2,50.8,25,9.1
E00034609,12.1,39.5,37.9,10.5
E00034610,8.3,34,40.3,17.4
E00034611,7.7,33.1,43.7,15.5
E00034612,12.2,30.9,47.2,9.8
E00034613,19.3,43.9,24.6,12.3
E00034614,10.7,37.9,34,17.5
E00034624,8.7,42.9,34.1,14.3
E00034654,28.6,45.6,18.4,7.5
E00034695,31.6,44.6,20.9,2.8
E00034696,22.3,45.5,24.8,7.4
E00034697,37.7,40,17.7,4.6
E00034705,13,50.4,29.3,7.3
E00034706,24.8,42.7,25.6,6.8
E00034709,19.8,46.6,27.5,6.1
E00034710,32.7,44.2,18.6,4.4
E00034711,28.8,39.5,20.9,10.7
E00034712,42.1,39.1,16.5,2.3
E00034713,35.9,51.1,11.5,1.5
E00034714,15.7,48.8,30.6,5
E00034715,23.8,40.2,28.7,7.4
E00034716,21.1,47.2,23.6,8.1
E00034717,37.8,42.4,16.3,3.5
E00034718,15.3,52.5,24.6,7.6
E00034719,24.1,49.6,21.9,4.4
