areacd,heating_type_3a-001,heating_type_3a-002
E00062410,0,100
E00062411,0.7,99.3
E00062412,1.4,98.6
E00062413,0.7,99.3
E00062414,0,100
E00062415,1.9,98.1
E00062416,0.7,99.3
E00062417,0.8,99.2
E00062418,1.6,98.4
E00062419,0.8,99.2
E00062420,0,100
E00062421,2.1,97.9
E00062467,0.6,99.4
E00062490,1.1,98.9
E00062491,0,100
E00062531,2.3,97.7
E00062532,1.7,98.3
E00062533,0.8,99.2
E00062534,0,100
E00062535,3.7,96.3
E00062536,0,100
E00062537,2.5,97.5
E00062545,0.9,99.1
E00062547,2.3,97.7
E00062548,1.3,98.7
E00062549,0.8,99.2
E00062550,0.8,99.2
E00062551,0,100
E00062552,1.8,98.2
E00062553,0,100
E00062581,1.9,98.1
E00062582,0,100
E00062583,0,100
E00062584,0.7,99.3
E00062585,0,100
E00062586,1,99
E00062587,0,100
E00062589,1.5,98.5
E00062590,0.6,99.4
E00062591,0.7,99.3
E00062592,0,100
E00062593,0,100
E00062594,0,100
E00062595,0,100
E00062596,0.9,99.1
E00062597,0.7,99.3
E00062598,2.4,97.6
E00062599,1.7,98.3
E00062600,0.7,99.3
E00062625,0.7,99.3
E00062626,3,97
E00062627,0,100
E00062628,0.6,99.4
E00062629,3.1,96.9
E00062630,0,100
E00062631,0.8,99.2
E00062632,1.7,98.3
E00062633,0,100
E00062634,0,100
E00062635,0,100
E00062636,1.5,98.5
E00062637,1.3,98.7
E00062638,1.6,98.4
E00062640,1.6,98.4
E00062641,0,100
E00062698,0.8,99.2
E00062707,0.9,99.1
E00062708,0,100
E00062711,1.8,98.2
E00062712,0.8,99.2
E00062713,1.6,98.4
E00062714,0,100
E00062715,5.5,94.5
E00062716,0.8,99.2
E00062717,0.8,99.2
E00062718,1.7,98.3
E00062719,4.8,95.2
E00062720,2.1,97.9
E00062721,0.7,99.3
E00062722,0.8,99.2
E00062723,0,100
E00062727,0,100
E00062728,0,100
E00062729,1.6,98.4
E00062730,0.8,99.2
E00062731,1.5,98.5
E00062732,1.5,98.5
E00062733,3,97
E00062734,0.9,99.1
E00062735,0,100
E00062736,2.5,97.5
E00062737,1.4,98.6
E00062738,1.9,98.1
E00062739,0,100
E00062740,0.8,99.2
E00062741,0,100
E00062742,1.5,98.5
E00062743,0.9,99.1
E00062744,0.8,99.2
E00062745,2.3,97.7
E00062746,0,100
E00062747,0.9,99.1
E00092332,1.5,98.5
E00092333,1.4,98.6
E00092334,0,100
E00092335,4.3,95.7
E00092336,1.8,98.2
E00092337,1.6,98.4
E00092338,0,100
E00092487,1.3,98.7
E00092490,2.6,97.4
E00092491,1.5,98.5
E00092552,0,100
E00092553,0,100
E00092554,0,100
E00092555,1.3,98.7
E00092556,0,100
E00092557,0,100
E00092558,0,100
E00092559,1.1,98.9
E00092560,0,100
E00092561,0.8,99.2
E00092562,0,100
E00092563,0,100
E00092656,1.3,98.7
E00092657,1.4,98.6
E00092659,1.1,98.9
E00092660,4.6,95.4
E00092661,1,99
E00092662,0.7,99.3
E00092663,0.9,99.1
E00092664,0,100
E00092665,0,100
E00092666,0.9,99.1
E00092667,1.5,98.5
E00092668,0,100
E00092669,0.7,99.3
E00092670,0.6,99.4
E00092672,3.1,96.9
E00092674,2.8,97.2
E00092675,0.9,99.1
E00092676,6.3,93.7
E00092678,0.6,99.4
E00092679,0,100
E00092680,0.6,99.4
E00092681,0,100
E00092683,1.5,98.5
E00092684,0.6,99.4
E00092685,1.1,98.9
E00092686,0,100
E00092687,0,100
E00092753,0,100
E00092755,0,100
E00093136,0.5,99.5
E00093142,0.9,99.1
E00093255,3.4,96.6
E00093260,2.2,97.8
E00093862,0,100
E00093868,0,100
E00093869,0,100
E00094240,0,100
E00094241,0,100
E00094242,2.1,97.9
E00094243,0.9,99.1
E00094244,0,100
E00094245,0.9,99.1
E00094246,0.7,99.3
E00094247,1.3,98.7
E00094248,1.9,98.1
E00094249,2.3,97.7
E00094250,0,100
E00094251,0,100
E00094252,0.8,99.2
E00094253,1.3,98.7
E00094254,0.6,99.4
E00094255,1.6,98.4
E00094256,0.7,99.3
E00094257,1.6,98.4
E00094258,1.7,98.3
E00094259,0.8,99.2
E00094260,0,100
E00094261,0,100
E00094262,1.5,98.5
E00094263,0,100
E00094264,0,100
E00094265,1.5,98.5
E00094267,0.8,99.2
E00094268,0.8,99.2
E00094269,1.6,98.4
E00094270,0,100
E00094271,0,100
E00094272,0,100
E00094273,1.5,98.5
E00094274,0.8,99.2
E00094275,0,100
E00094277,2.2,97.8
E00094278,0,100
E00094279,0,100
E00094280,0.8,99.2
E00094281,0,100
E00094282,1.2,98.8
E00094283,0.8,99.2
E00094284,0,100
E00094285,0,100
E00094286,1.7,98.3
E00094287,0.8,99.2
E00094288,0,100
E00094289,0,100
E00094290,0.8,99.2
E00094291,0.8,99.2
E00094292,3.9,96.1
E00094293,1.1,98.9
E00094294,0,100
E00094295,0,100
E00094296,0.8,99.2
E00094297,1.5,98.5
E00094298,0,100
E00094299,0.8,99.2
E00094300,0,100
E00094301,0,100
E00094302,0,100
E00094303,1.8,98.2
E00094304,0.9,99.1
E00094305,0,100
E00094306,0,100
E00094307,1.6,98.4
E00094308,0,100
E00094309,0.8,99.2
E00094310,0,100
E00094311,0,100
E00094312,0,100
E00094313,2.1,97.9
E00094314,1.2,98.8
E00094315,0,100
E00094316,0.7,99.3
E00094317,0.6,99.4
E00094318,0.8,99.2
E00094319,2.1,97.9
E00094320,1.8,98.2
E00094321,0,100
E00094322,0,100
E00094323,1.5,98.5
E00094324,0.8,99.2
E00094325,0,100
E00094326,0.9,99.1
E00094327,0.9,99.1
E00094328,0,100
E00094329,0.7,99.3
E00094330,0.6,99.4
E00094331,0,100
E00094332,1.1,98.9
E00094333,0,100
E00094334,1.7,98.3
E00094335,1.7,98.3
E00094336,0,100
E00094337,1.1,98.9
E00094338,0,100
E00094339,0.8,99.2
E00094340,1.6,98.4
E00094341,0,100
E00094342,0,100
E00094343,0,100
E00094344,0.5,99.5
E00094345,0,100
E00094347,0.8,99.2
E00094348,0.8,99.2
E00094349,0,100
E00094350,0,100
E00094351,0,100
E00094352,1.3,98.7
E00094353,1.3,98.7
E00094354,0,100
E00094355,1.3,98.7
E00094356,0,100
E00094358,0,100
E00094359,0,100
E00094360,0.7,99.3
E00094361,0.6,99.4
E00094362,1.7,98.3
E00094363,0,100
E00094364,2.3,97.7
E00094365,0,100
E00094366,0.8,99.2
E00094368,0,100
E00094369,0.9,99.1
E00094370,0,100
E00094371,1.4,98.6
E00094372,0.8,99.2
E00094373,0.7,99.3
E00094374,0,100
E00094375,0,100
E00094376,0.8,99.2
E00094377,0,100
E00094378,0.7,99.3
E00094379,0.8,99.2
E00094380,2.4,97.6
E00094381,0,100
E00094382,0,100
E00094383,0,100
E00094384,0,100
E00094385,0,100
E00094387,0,100
E00094389,0,100
E00094390,0,100
E00094391,1.4,98.6
E00094392,0,100
E00094393,0,100
E00094395,1.2,98.8
E00094396,0.8,99.2
E00094397,2.2,97.8
E00094398,0.9,99.1
E00094399,0.8,99.2
E00094400,0,100
E00094402,0.8,99.2
E00094403,1.6,98.4
E00094404,2.4,97.6
E00094405,1.4,98.6
E00094406,0,100
E00094407,2.3,97.7
E00094408,2.3,97.7
E00094410,1.5,98.5
E00094412,1.7,98.3
E00094414,0.7,99.3
E00094415,0,100
E00094416,1.8,98.2
E00094417,0,100
E00094418,2.3,97.7
E00094419,0.7,99.3
E00094420,0.8,99.2
E00094421,1.4,98.6
E00094422,2.2,97.8
E00094423,0,100
E00094424,0,100
E00094425,0.7,99.3
E00094426,0,100
E00094427,1.2,98.8
E00094428,0.6,99.4
E00094429,2.3,97.7
E00094430,1.3,98.7
E00094431,0.5,99.5
E00094432,0.9,99.1
E00094433,0,100
E00094434,0,100
E00094435,0.7,99.3
E00094436,2.4,97.6
E00094437,0,100
E00094438,2.4,97.6
E00094439,0.9,99.1
E00094440,1.4,98.6
E00094441,2.4,97.6
E00094442,0.8,99.2
E00094443,6.3,93.7
E00094444,0.8,99.2
E00094445,0,100
E00094446,2.9,97.1
E00094447,2,98
E00094448,3,97
E00094449,3.4,96.6
E00094450,2,98
E00094451,1.5,98.5
E00094452,4.2,95.8
E00094453,0,100
E00094454,0,100
E00094455,0.8,99.2
E00094456,2.8,97.2
E00094457,1.6,98.4
E00094460,0.7,99.3
E00094462,2.8,97.2
E00094463,2.8,97.2
E00094464,3.3,96.7
E00094465,2.3,97.7
E00094466,2.8,97.2
E00094467,5,95
E00094468,1.7,98.3
E00094469,1.3,98.7
E00094470,1.4,98.6
E00094471,3.4,96.6
E00094472,0.9,99.1
E00094473,0.8,99.2
E00094474,4.1,95.9
E00094475,1.4,98.6
E00094476,1.5,98.5
E00094477,2.5,97.5
E00094478,0.8,99.2
E00094479,0.7,99.3
E00094480,1.7,98.3
E00094481,0.8,99.2
E00094482,1.1,98.9
E00094483,5.1,94.9
E00094484,1.4,98.6
E00094485,0,100
E00094486,0.8,99.2
E00094487,1.7,98.3
E00094489,0,100
E00094490,0.6,99.4
E00094491,0.8,99.2
E00094492,2.5,97.5
E00094493,0,100
E00094494,0.8,99.2
E00094495,3.1,96.9
E00094496,0.7,99.3
E00094497,3.1,96.9
E00094498,0,100
E00094499,0,100
E00094500,0.5,99.5
E00094501,0,100
E00094502,0,100
E00094503,0,100
E00094504,1.1,98.9
E00094505,1.7,98.3
E00094506,0,100
E00094515,2.3,97.7
E00094516,0.7,99.3
E00094517,0.7,99.3
E00094518,0,100
E00094519,1.3,98.7
E00094521,0,100
E00094522,0,100
E00094523,1.3,98.7
E00094524,0,100
E00094525,0.8,99.2
E00094526,0,100
E00094527,0.6,99.4
E00094528,0,100
E00094529,1.6,98.4
E00094530,0,100
E00094531,2.2,97.8
E00094532,2.6,97.4
E00094533,0,100
E00094534,3.3,96.7
E00094535,0,100
E00094536,0,100
E00094537,1.5,98.5
E00094538,0,100
E00094539,0.8,99.2
E00094540,0.8,99.2
E00094541,1.6,98.4
E00094542,1.5,98.5
E00094543,4.9,95.1
E00094544,2.6,97.4
E00094545,0,100
E00094546,1.6,98.4
E00094547,0.7,99.3
E00094548,1.6,98.4
E00094549,2.3,97.7
E00094550,1.7,98.3
E00094551,1.5,98.5
E00094553,1.6,98.4
E00094554,2.3,97.7
E00094555,1.6,98.4
E00094556,0,100
E00094557,4.6,95.4
E00094558,2.3,97.7
E00094559,1.8,98.2
E00094560,0,100
E00094561,1.3,98.7
E00094562,1.2,98.8
E00094563,2.8,97.2
E00094564,1.6,98.4
E00094565,0,100
E00094566,3.7,96.3
E00094567,1.6,98.4
E00094568,3.3,96.7
E00094569,2.5,97.5
E00094570,0.7,99.3
E00094571,3,97
E00094572,1.2,98.8
E00094573,0,100
E00094574,2.5,97.5
E00094575,1.5,98.5
E00094576,2.7,97.3
E00094577,0,100
E00094578,0,100
E00094579,0.9,99.1
E00094581,0,100
E00094582,2.1,97.9
E00094583,0,100
E00094584,1.1,98.9
E00094587,0.7,99.3
E00094589,0,100
E00094590,0,100
E00094591,0.5,99.5
E00094592,0.8,99.2
E00094593,0,100
E00094594,1.6,98.4
E00094595,2.2,97.8
E00094596,0.8,99.2
E00094597,0.9,99.1
E00094598,1.7,98.3
E00094599,1.7,98.3
E00094600,1.5,98.5
E00094601,0.8,99.2
E00094602,0,100
E00094603,0.7,99.3
E00094604,0,100
E00094606,0,100
E00094607,3,97
E00094608,0,100
E00094609,3.4,96.6
E00094611,2.6,97.4
E00094612,0,100
E00094613,0,100
E00094614,0.9,99.1
E00094615,1.1,98.9
E00094616,0,100
E00094617,1.6,98.4
E00094618,0,100
E00094619,0.8,99.2
E00094620,0.9,99.1
E00094621,0.8,99.2
E00094622,0.8,99.2
E00094623,0,100
E00094624,0.6,99.4
E00094625,0,100
E00094626,1.6,98.4
E00094627,2.4,97.6
E00094628,0,100
E00094629,0.8,99.2
E00094630,0,100
E00094632,0,100
E00094633,1.4,98.6
E00094634,0,100
E00094635,0.8,99.2
E00094636,5.4,94.6
E00094637,1.4,98.6
E00094638,0,100
E00094639,2,98
E00094640,1.6,98.4
E00094641,3.1,96.9
E00168838,0,100
E00168842,0.4,99.6
E00168844,1,99
E00168845,0,100
E00168846,0.6,99.4
E00168847,0,100
E00168848,0,100
E00168849,1.7,98.3
E00174389,2.4,97.6
E00184540,3.6,96.4
E00188762,8.2,91.8
E00188766,0,100
E00188767,0,100
E00188769,1.4,98.6
E00188772,0,100
E00188773,1.7,98.3
E00188776,0,100
E00188779,0,100
E00188781,1,99
E00188786,0,100
E00188791,0,100
E00188792,0,100
E00188793,0.9,99.1
E00188795,0,100
E00188798,0.8,99.2
E00188800,0,100
E00188801,0.8,99.2
E00188802,1.5,98.5
E00188805,0.8,99.2
E00188809,0,100
E00188812,0.6,99.4
E00188813,0,100
E00188814,1.6,98.4
E00188819,0,100
E00188820,0,100
E00188828,2.2,97.8
E00188829,0,100
E00188830,2.3,97.7
E00188833,0,100
