areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00062410,10.7,70.5,18.9
E00062411,8.1,70.7,21.2
E00062412,8.3,76,15.6
E00062413,11.1,77.8,11.1
E00062414,4.7,73.6,21.6
E00062415,6.3,76.6,17.2
E00062416,5.8,82.6,11.6
E00062417,19.6,66.1,14.3
E00062418,13.7,68.4,17.9
E00062419,3.8,82.9,13.3
E00062420,15.9,70.1,14
E00062421,3.7,82.4,14
E00062467,2.6,78.9,18.4
E00062490,10.2,69.3,20.4
E00062491,14.8,64.8,20.5
E00062531,9.7,51.6,38.7
E00062532,14,61.8,24.3
E00062533,13.5,47.9,38.5
E00062534,8.3,62.8,28.8
E00062535,10.6,61.2,28.2
E00062536,5.2,64.3,30.4
E00062537,10.3,63.2,26.4
E00062545,7.5,72.6,19.8
E00062547,13.1,64.6,22.2
E00062548,18,59,23
E00062549,11.1,52.1,36.8
E00062550,15.3,52.7,32.1
E00062551,8.5,53.4,38.1
E00062552,13.7,50.5,35.8
E00062553,9.5,60.3,30.2
E00062581,8.1,55.3,36.6
E00062582,7.4,56.2,36.4
E00062583,5.9,61.2,32.9
E00062584,4.8,66.7,28.6
E00062585,7,56.5,36.5
E00062586,7.4,75.3,17.3
E00062587,13.6,42.1,44.3
E00062589,8.6,48.4,43
E00062590,6.4,55,38.6
E00062591,11.8,63.2,25
E00062592,5.8,73.9,20.3
E00062593,6.9,64.6,28.5
E00062594,5.2,59.1,35.7
E00062595,8.7,48.1,43.3
E00062596,5.1,64.3,30.6
E00062597,8.2,52,39.8
E00062598,8.7,58.3,33
E00062599,11.5,52.1,36.5
E00062600,19.3,42.2,38.6
E00062625,8.5,68.3,23.2
E00062626,12.7,59.2,28.2
E00062627,9.6,72,18.4
E00062628,10.4,59,30.6
E00062629,7.4,60.6,31.9
E00062630,11.8,74.5,13.7
E00062631,19.4,62.2,18.4
E00062632,10.5,71,18.5
E00062633,7.5,70.9,21.6
E00062634,13.3,70.8,15.8
E00062635,16.7,64.8,18.5
E00062636,8.4,79,12.6
E00062637,12,59.2,28.8
E00062638,12.9,73.5,13.6
E00062640,6.5,72.9,20.6
E00062641,10.3,71.1,18.6
E00062698,12.1,64.6,23.2
E00062707,9.6,76.3,14
E00062708,7.3,75,17.7
E00062711,1.4,73.6,25
E00062712,11.5,68.8,19.8
E00062713,7.5,65,27.5
E00062714,12.3,66.2,21.5
E00062715,18.8,59.4,21.9
E00062716,13.5,52.8,33.7
E00062717,10.9,71.3,17.8
E00062718,8.9,66.1,25
E00062719,5.9,69.3,24.8
E00062720,8.8,72,19.2
E00062721,14.5,53.8,31.6
E00062722,14,48.8,37.2
E00062723,8.1,50.4,41.5
E00062727,14.4,56.7,28.9
E00062728,11.3,66.1,22.6
E00062729,13.2,51.8,35.1
E00062730,10.6,67.3,22.1
E00062731,10.2,57.6,32.2
E00062732,13.2,61.2,25.6
E00062733,6.5,66.7,26.9
E00062734,10.5,47.6,41.9
E00062735,15.6,56.3,28.1
E00062736,14.8,53.4,31.8
E00062737,7.1,58.3,34.6
E00062738,15.4,53.1,31.5
E00062739,6.7,62.5,30.8
E00062740,6.7,60.7,32.6
E00062741,8.8,67.6,23.5
E00062742,14.9,53.9,31.2
E00062743,11.4,55.3,33.3
E00062744,10.9,57,32
E00062745,9.4,64,26.6
E00062746,10.4,57.5,32.1
E00062747,6.7,64.2,29.2
E00092332,10,75.5,14.5
E00092333,9.7,83.4,6.9
E00092334,13.7,67.5,18.8
E00092335,9.6,66.1,24.3
E00092336,9.6,70.2,20.2
E00092337,9.5,57.1,33.3
E00092338,8.7,75.7,15.7
E00092487,21.1,62,16.9
E00092490,6.5,74.8,18.7
E00092491,13.6,60,26.4
E00092552,6,79.9,14.1
E00092553,9.8,78.6,11.6
E00092554,10.1,81.2,8.7
E00092555,8.2,79.6,12.2
E00092556,6.6,81,12.4
E00092557,17.5,66.1,16.4
E00092558,7.4,71.8,20.7
E00092559,9.4,62.5,28.1
E00092560,10.5,66.9,22.6
E00092561,9.5,73.3,17.1
E00092562,14.1,78.5,7.4
E00092563,12.3,71.1,16.7
E00092656,17.1,64.3,18.6
E00092657,5.6,49.5,44.9
E00092659,18.8,59.4,21.7
E00092660,14.3,69.8,15.9
E00092661,12.5,76.1,11.4
E00092662,10.5,80,9.5
E00092663,14.6,78.6,6.8
E00092664,10.9,71.3,17.8
E00092665,13.4,69.1,17.5
E00092666,15.2,75,9.8
E00092667,12.2,75.5,12.2
E00092668,7.9,84.2,7.9
E00092669,15.9,75.2,8.8
E00092670,14.5,69.9,15.6
E00092672,8.3,79.2,12.5
E00092674,16,71,13
E00092675,11.2,65.2,23.6
E00092676,22.8,66.7,10.5
E00092678,12.2,71.4,16.3
E00092679,6.6,71.4,22
E00092680,3.6,82.2,14.2
E00092681,4.3,87,8.6
E00092683,17.4,67.4,15.2
E00092684,17.9,66.4,15.7
E00092685,20.9,64,15.1
E00092686,2.1,75,22.9
E00092687,7.6,72.7,19.7
E00092753,9.9,84.1,6
E00092755,6.1,78.6,15.3
E00093136,10.9,70.3,18.9
E00093142,12.8,73.3,14
E00093255,17.8,58.9,23.3
E00093260,19.4,62.7,17.9
E00093862,10.5,80.2,9.3
E00093868,7.8,63,29.3
E00093869,10.9,69.5,19.5
E00094240,8.8,78.1,13.1
E00094241,6.5,83.2,10.3
E00094242,13.3,67.8,18.9
E00094243,16.7,60.7,22.6
E00094244,10.3,77.6,12.1
E00094245,9.5,62.1,28.4
E00094246,16.7,50,33.3
E00094247,8,66.1,25.9
E00094248,10.3,66,23.7
E00094249,5.1,86.3,8.5
E00094250,16.4,56.3,27.3
E00094251,11.2,72,16.8
E00094252,11,62.7,26.3
E00094253,15.2,75.2,9.5
E00094254,17.5,59.2,23.3
