areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00062410,96.1,3.9
E00062411,97.3,2.7
E00062412,95.3,4.7
E00062413,98,2
E00062414,98.1,1.9
E00062415,94.7,5.3
E00062416,98.6,1.4
E00062417,99,1
E00062418,96.9,3.1
E00062419,98.3,1.7
E00062420,98.2,1.8
E00062421,97.9,2.1
E00062467,96.6,3.4
E00062490,96.6,3.4
E00062491,94.3,5.7
E00062531,96.5,3.5
E00062532,96.6,3.4
E00062533,94.6,5.4
E00062534,95.6,4.4
E00062535,95.6,4.4
E00062536,96.2,3.8
E00062537,98.5,1.5
E00062545,98.8,1.2
E00062547,97.5,2.5
E00062548,96.6,3.4
E00062549,98,2
E00062550,94.1,5.9
E00062551,92.7,7.3
E00062552,94.7,5.3
E00062553,98.2,1.8
E00062581,96.1,3.9
E00062582,85.7,14.3
E00062583,96.5,3.5
E00062584,96.2,3.8
E00062585,94.8,5.2
E00062586,94.3,5.7
E00062587,97.1,2.9
E00062589,95.7,4.3
E00062590,92.8,7.2
E00062591,86.7,13.3
E00062592,98.4,1.6
E00062593,95.5,4.5
E00062594,96,4
E00062595,94.5,5.5
E00062596,96.9,3.1
E00062597,98.2,1.8
E00062598,95.4,4.6
E00062599,95.6,4.4
E00062600,96.6,3.4
E00062625,98.8,1.2
E00062626,90.8,9.2
E00062627,97.7,2.3
E00062628,97.5,2.5
E00062629,98.2,1.8
E00062630,98.6,1.4
E00062631,97.3,2.7
E00062632,97.7,2.3
E00062633,97.1,2.9
E00062634,98.5,1.5
E00062635,97.7,2.3
E00062636,99.7,0.3
E00062637,97.7,2.3
E00062638,97.4,2.6
E00062640,96.8,3.2
E00062641,95.6,4.4
E00062698,97.6,2.4
E00062707,94.7,5.3
E00062708,98,2
E00062711,96.3,3.7
E00062712,96.5,3.5
E00062713,95.2,4.8
E00062714,94.9,5.1
E00062715,94.4,5.6
E00062716,93.6,6.4
E00062717,95.8,4.2
E00062718,95.4,4.6
E00062719,97.6,2.4
E00062720,96,4
E00062721,95.8,4.2
E00062722,90.2,9.8
E00062723,96.5,3.5
E00062727,95.8,4.2
E00062728,96.2,3.8
E00062729,97.3,2.7
E00062730,98,2
E00062731,97.7,2.3
E00062732,95.1,4.9
E00062733,96.2,3.8
E00062734,96.8,3.2
E00062735,98.1,1.9
E00062736,95.3,4.7
E00062737,94.4,5.6
E00062738,94.4,5.6
E00062739,92.1,7.9
E00062740,93.3,6.7
E00062741,94.3,5.7
E00062742,97.9,2.1
E00062743,92.1,7.9
E00062744,94.9,5.1
E00062745,95.4,4.6
E00062746,94.1,5.9
E00062747,95.9,4.1
E00092332,98,2
E00092333,94.1,5.9
E00092334,93.8,6.2
E00092335,96.1,3.9
E00092336,93.8,6.2
E00092337,94,6
E00092338,96.2,3.8
E00092487,92.4,7.6
E00092490,91.2,8.8
E00092491,93.5,6.5
E00092552,95,5
E00092553,96.1,3.9
E00092554,97,3
E00092555,96.2,3.8
E00092556,97.2,2.8
E00092557,94,6
E00092558,94.1,5.9
E00092559,95,5
E00092560,98,2
E00092561,95.8,4.2
E00092562,97.4,2.6
E00092563,93.2,6.8
E00092656,97.4,2.6
E00092657,97,3
E00092659,96.2,3.8
E00092660,96.2,3.8
E00092661,93.1,6.9
E00092662,95.1,4.9
E00092663,95.8,4.2
E00092664,97.6,2.4
E00092665,94.9,5.1
E00092666,96,4
E00092667,95.8,4.2
E00092668,97.4,2.6
E00092669,94.7,5.3
E00092670,96.5,3.5
E00092672,95.4,4.6
E00092674,96.2,3.8
E00092675,93,7
E00092676,95.6,4.4
E00092678,96.2,3.8
E00092679,94.5,5.5
E00092680,97.7,2.3
E00092681,98,2
E00092683,93.2,6.8
E00092684,95.7,4.3
E00092685,84.5,15.5
E00092686,98,2
E00092687,96.6,3.4
E00092753,96.5,3.5
E00092755,94.8,5.2
E00093136,97.8,2.2
E00093142,99.2,0.8
E00093255,97.2,2.8
E00093260,97.8,2.2
E00093862,96,4
E00093868,98.2,1.8
E00093869,94.8,5.2
E00094240,96.6,3.4
E00094241,98.3,1.7
E00094242,95.8,4.2
E00094243,96.1,3.9
E00094244,97.7,2.3
E00094245,97.7,2.3
E00094246,93.4,6.6
E00094247,94.4,5.6
E00094248,94.8,5.2
E00094249,96.5,3.5
E00094250,95.9,4.1
E00094251,94.7,5.3
E00094252,97.1,2.9
E00094253,97,3
E00094254,95.8,4.2
E00094255,97.6,2.4
E00094256,93.9,6.1
E00094257,97.2,2.8
E00094258,99.3,0.7
E00094259,98.9,1.1
E00094260,96.2,3.8
E00094261,97.7,2.3
E00094262,96.4,3.6
E00094263,98.1,1.9
E00094264,98.6,1.4
E00094265,96.8,3.2
E00094267,94.8,5.2
E00094268,95.4,4.6
E00094269,95.7,4.3
E00094270,97.7,2.3
E00094271,96,4
E00094272,94.9,5.1
E00094273,97.3,2.7
E00094274,95.1,4.9
E00094275,94.9,5.1
E00094277,91.8,8.2
E00094278,92.9,7.1
E00094279,93.7,6.3
E00094280,93.4,6.6
E00094281,98.3,1.7
E00094282,95.1,4.9
E00094283,97.2,2.8
E00094284,93.6,6.4
E00094285,96.8,3.2
E00094286,95.5,4.5
E00094287,93.4,6.6
E00094288,96.6,3.4
E00094289,94.6,5.4
E00094290,96.9,3.1
E00094291,98.5,1.5
E00094292,95.1,4.9
E00094293,97.4,2.6
E00094294,95.1,4.9
E00094295,94.5,5.5
E00094296,97.5,2.5
E00094297,96.4,3.6
E00094298,98.1,1.9
E00094299,98.1,1.9
E00094300,99.4,0.6
E00094301,98.1,1.9
E00094302,95.7,4.3
E00094303,92.5,7.5
E00094304,98,2
E00094305,92,8
E00094306,94.6,5.4
E00094307,94.4,5.6
E00094308,95.8,4.2
E00094309,97.2,2.8
E00094310,97.1,2.9
E00094311,95.4,4.6
E00094312,96.8,3.2
E00094313,98,2
E00094314,92.1,7.9
E00094315,94.9,5.1
E00094316,95,5
E00094317,90.5,9.5
E00094318,95.8,4.2
E00094319,92.8,7.2
E00094320,93.8,6.2
E00094321,96.6,3.4
E00094322,96,4
E00094323,94.4,5.6
E00094324,98.6,1.4
E00094325,95.8,4.2
E00094326,95.7,4.3
E00094327,97.8,2.2
E00094328,96.3,3.7
E00094329,95.8,4.2
E00094330,94.3,5.7
E00094331,94.2,5.8
E00094332,93.5,6.5
E00094333,95.2,4.8
E00094334,93.9,6.1
E00094335,91.8,8.2
E00094336,98,2
E00094337,95.8,4.2
E00094338,96.2,3.8
E00094339,97.9,2.1
E00094340,95,5
E00094341,96.4,3.6
E00094342,97.8,2.2
E00094343,93.2,6.8
E00094344,93.3,6.7
E00094345,95.2,4.8
E00094347,92,8
E00094348,95,5
E00094349,92.5,7.5
E00094350,95.9,4.1
E00094351,96.8,3.2
E00094352,95.7,4.3
E00094353,92,8
E00094354,93.7,6.3
E00094355,95.3,4.7
E00094356,93.3,6.7
E00094358,93.1,6.9
E00094359,91.8,8.2
E00094360,90.9,9.1
E00094361,95.4,4.6
E00094362,92.5,7.5
E00094363,96.9,3.1
E00094364,93.4,6.6
E00094365,94.5,5.5
E00094366,94.5,5.5
E00094368,95.8,4.2
E00094369,93.5,6.5
E00094370,97.5,2.5
E00094371,96.6,3.4
E00094372,97.2,2.8
E00094373,97.1,2.9
E00094374,97.5,2.5
E00094375,97.2,2.8
E00094376,95.3,4.7
E00094377,95.9,4.1
E00094378,93.6,6.4
E00094379,94.4,5.6
E00094380,95.9,4.1
E00094381,98.4,1.6
E00094382,96.6,3.4
E00094383,94.4,5.6
E00094384,93.3,6.7
E00094385,94.9,5.1
E00094387,92.5,7.5
E00094389,94.9,5.1
E00094390,93.4,6.6
E00094391,92.8,7.2
E00094392,95.5,4.5
E00094393,92.4,7.6
E00094395,96.7,3.3
E00094396,94.9,5.1
E00094397,96.2,3.8
E00094398,95.9,4.1
E00094399,94.4,5.6
E00094400,89.5,10.5
E00094402,95.5,4.5
E00094403,91.9,8.1
E00094404,97.9,2.1
E00094405,94.5,5.5
E00094406,95.1,4.9
E00094407,91.5,8.5
E00094408,93.5,6.5
E00094410,88.5,11.5
E00094412,94.3,5.7
E00094414,98.9,1.1
E00094415,95.7,4.3
E00094416,96.7,3.3
E00094417,98.2,1.8
E00094418,94.3,5.7
E00094419,96.2,3.8
E00094420,94.9,5.1
E00094421,95.2,4.8
E00094422,96.3,3.7
E00094423,97.4,2.6
E00094424,93.5,6.5
E00094425,96.6,3.4
E00094426,95.7,4.3
E00094427,97.3,2.7
E00094428,99.3,0.7
E00094429,94.1,5.9
E00094430,96.7,3.3
E00094431,92.2,7.8
E00094432,96,4
E00094433,97,3
E00094434,93.3,6.7
E00094435,92,8
E00094436,92.7,7.3
E00094437,93.7,6.3
E00094438,86.8,13.2
E00094439,86.7,13.3
E00094440,87.4,12.6
E00094441,97.1,2.9
E00094442,93.5,6.5
E00094443,95.9,4.1
E00094444,92.8,7.2
E00094445,93.4,6.6
E00094446,90.9,9.1
E00094447,85.1,14.9
E00094448,90.7,9.3
E00094449,94.1,5.9
E00094450,92.8,7.2
E00094451,85.2,14.8
E00094452,93,7
E00094453,90.5,9.5
E00094454,95.1,4.9
E00094455,98.3,1.7
E00094456,94.2,5.8
E00094457,96.5,3.5
E00094460,93,7
E00094462,72.1,27.9
E00094463,88.1,11.9
E00094464,78.9,21.1
E00094465,85.1,14.9
E00094466,84.3,15.7
E00094467,88.5,11.5
E00094468,89.7,10.3
E00094469,90.5,9.5
E00094470,90.4,9.6
E00094471,67.7,32.3
E00094472,93.7,6.3
E00094473,88.6,11.4
E00094474,81.4,18.6
E00094475,87.7,12.3
E00094476,87.8,12.2
E00094477,88.5,11.5
E00094478,97,3
E00094479,93.5,6.5
E00094480,97.2,2.8
E00094481,94,6
E00094482,90.9,9.1
E00094483,94.5,5.5
E00094484,94.3,5.7
E00094485,95.6,4.4
E00094486,98.1,1.9
E00094487,91.3,8.7
E00094489,97.6,2.4
E00094490,96,4
E00094491,94.6,5.4
E00094492,95.1,4.9
E00094493,96.3,3.7
E00094494,94.9,5.1
E00094495,97.1,2.9
E00094496,94.2,5.8
E00094497,93.5,6.5
E00094498,91,9
E00094499,95.6,4.4
E00094500,97.7,2.3
E00094501,97.9,2.1
E00094502,95.4,4.6
E00094503,97,3
E00094504,95.7,4.3
E00094505,97.9,2.1
E00094506,97.3,2.7
E00094515,97.8,2.2
E00094516,95.6,4.4
E00094517,96.7,3.3
E00094518,96.8,3.2
E00094519,94.6,5.4
E00094521,93,7
E00094522,98.3,1.7
E00094523,92.8,7.2
E00094524,96.2,3.8
E00094525,96.9,3.1
E00094526,94.1,5.9
E00094527,93.4,6.6
E00094528,97.9,2.1
E00094529,96.8,3.2
E00094530,94.6,5.4
E00094531,96.9,3.1
E00094532,98.6,1.4
E00094533,94.6,5.4
E00094534,99,1
E00094535,94.9,5.1
E00094536,95,5
E00094537,97,3
E00094538,97.2,2.8
E00094539,97.5,2.5
E00094540,95.4,4.6
E00094541,91.7,8.3
E00094542,94,6
E00094543,92.1,7.9
E00094544,94.8,5.2
E00094545,97.2,2.8
E00094546,97.2,2.8
E00094547,94.8,5.2
E00094548,96.5,3.5
E00094549,95.6,4.4
E00094550,97,3
E00094551,98.7,1.3
E00094553,93.9,6.1
E00094554,97,3
E00094555,97.6,2.4
E00094556,98.5,1.5
E00094557,95.9,4.1
E00094558,93.5,6.5
E00094559,90.8,9.2
E00094560,93.6,6.4
E00094561,94.9,5.1
E00094562,94.9,5.1
E00094563,97.1,2.9
E00094564,86.5,13.5
E00094565,94.6,5.4
E00094566,94.8,5.2
E00094567,97,3
E00094568,94.6,5.4
E00094569,95.5,4.5
E00094570,94.6,5.4
E00094571,96.9,3.1
E00094572,98.1,1.9
E00094573,96.9,3.1
E00094574,96.2,3.8
E00094575,94.9,5.1
E00094576,99.1,0.9
E00094577,92.4,7.6
E00094578,94.8,5.2
E00094579,97.9,2.1
E00094581,93.1,6.9
E00094582,94.8,5.2
E00094583,95.9,4.1
E00094584,92.1,7.9
E00094587,98.2,1.8
E00094589,93.3,6.7
E00094590,95.3,4.7
E00094591,95.8,4.2
E00094592,94.1,5.9
E00094593,97,3
E00094594,97.2,2.8
E00094595,97.4,2.6
E00094596,95.5,4.5
E00094597,94.3,5.7
E00094598,89.7,10.3
E00094599,96.4,3.6
E00094600,96.8,3.2
E00094601,96.4,3.6
E00094602,98.4,1.6
E00094603,92.4,7.6
E00094604,95.6,4.4
E00094606,92.4,7.6
E00094607,96.9,3.1
E00094608,93.8,6.2
E00094609,96,4
E00094611,97.4,2.6
E00094612,94.7,5.3
E00094613,96.9,3.1
E00094614,96.4,3.6
E00094615,99.1,0.9
E00094616,96.8,3.2
E00094617,96.9,3.1
E00094618,95.2,4.8
E00094619,97.6,2.4
E00094620,89.3,10.7
E00094621,98,2
E00094622,94.9,5.1
E00094623,97.7,2.3
E00094624,96.8,3.2
E00094625,95.7,4.3
E00094626,95.4,4.6
E00094627,93.3,6.7
E00094628,94.5,5.5
E00094629,89.9,10.1
E00094630,95.1,4.9
E00094632,90.7,9.3
E00094633,89.5,10.5
E00094634,80.3,19.7
E00094635,86.6,13.4
E00094636,77.7,22.3
E00094637,83.2,16.8
E00094638,92,8
E00094639,95.9,4.1
