areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00062410,0,8.8,60.3,30.9
E00062411,0.7,14.2,70.1,14.9
E00062412,1.4,24.5,56.6,17.5
E00062413,2.2,33.6,51.5,12.7
E00062414,0.7,10.1,66.9,22.3
E00062415,1,51.5,35.9,11.7
E00062416,0,5.3,64.7,30.1
E00062417,0.8,12.5,58.6,28.1
E00062418,12.3,13.9,54.9,18.9
E00062419,0,18.9,68.9,12.1
E00062420,1.7,10.1,68.1,20.2
E00062421,0.7,5.6,65.3,28.5
E00062467,2.6,9.2,62.1,26.1
E00062490,5.9,34.2,44.4,15.5
E00062491,0.5,2.5,21.6,75.4
E00062531,14.6,28.5,52.3,4.6
E00062532,0,8.5,84.7,6.8
E00062533,16.8,10.9,71.4,0.8
E00062534,31.5,36.4,31,1.1
E00062535,30,38.5,30.8,0.8
E00062536,20.6,21.4,54.8,3.2
E00062537,13,26.8,53.7,6.5
E00062545,4.4,50,43,2.6
E00062547,4.6,18.3,67.9,9.2
E00062548,9.2,30.1,59.5,1.3
E00062549,27.8,15.9,33.3,23
E00062550,8.6,5.2,81.9,4.3
E00062551,0,20.8,65.8,13.3
E00062552,11.6,8.9,67,12.5
E00062553,43.7,5.9,49.6,0.8
E00062581,7.7,4.5,87.1,0.6
E00062582,1.8,13.3,69.1,15.8
E00062583,27.3,11.2,44.1,17.5
E00062584,8.1,3.7,59.6,28.7
E00062585,19,25.6,52.9,2.5
E00062586,0,4.3,56.4,39.4
E00062587,0,34.3,53.8,11.9
E00062589,6.1,34.8,51.5,7.6
E00062590,55.7,12.6,25.1,6.6
E00062591,1.4,19.7,62.6,16.3
E00062592,5.8,21.5,48.8,24
E00062593,24.3,17.6,44.9,13.2
E00062594,6,16.4,71.6,6
E00062595,3.4,36.8,53,6.8
E00062596,20.2,27.2,50.9,1.8
E00062597,3.6,33.6,45.7,17.1
E00062598,15.4,19.5,58.5,6.5
E00062599,19.7,28.2,47.9,4.3
E00062600,0.7,30.9,61.8,6.6
E00062625,2.2,19.3,51.1,27.4
E00062626,0.7,47.4,48.9,3
E00062627,0.9,20,47.8,31.3
E00062628,3.5,34.7,51.2,10.6
E00062629,3.1,45.7,45,6.2
E00062630,0.6,18,43,38.4
E00062631,0,49.6,47.2,3.2
E00062632,1.2,27.9,54.7,16.3
E00062633,0.8,18.8,40.6,39.8
E00062634,0.7,20.9,53.7,24.6
E00062635,0,2.1,82.1,15.7
E00062636,0,4.6,69.2,26.2
E00062637,12.9,45.2,34.2,7.7
E00062638,0,9.4,67.2,23.4
E00062640,10.2,31.3,46.1,12.5
E00062641,1.7,12,59.8,26.5
E00062698,2.4,4.8,87.3,5.6
E00062707,0,5,41.2,53.8
E00062708,1.4,2.9,34.8,60.9
E00062711,0,9.7,61.1,29.2
E00062712,0,0.8,14.6,84.6
E00062713,5.4,64.6,21.5,8.5
E00062714,0,21.8,41.5,36.7
E00062715,15,55.9,21.3,7.9
E00062716,5.3,28.8,61.4,4.5
E00062717,13.8,43.8,33.1,9.2
E00062718,1.7,44.5,49.6,4.2
E00062719,8.1,41.5,43.9,6.5
E00062720,28.4,21.6,38.7,11.3
E00062721,10.9,27.7,56.2,5.1
E00062722,5.3,19.5,67.7,7.5
E00062723,19.8,3.8,68.7,7.6
E00062727,0,6.3,82.9,10.8
E00062728,3.2,15.2,76.8,4.8
E00062729,26.6,6.5,59.7,7.3
E00062730,5.6,9.6,78.4,6.4
E00062731,1.5,1.5,92.3,4.6
E00062732,1.5,2.3,77.9,18.3
E00062733,0.8,9.1,77.3,12.9
E00062734,5.3,30.7,58.8,5.3
E00062735,3.9,11.8,67.6,16.7
E00062736,0,6.7,93.3,0
E00062737,22.2,31.9,39.6,6.3
E00062738,6.4,22.9,62.4,8.3
E00062739,13.1,4.1,74.6,8.2
E00062740,34.1,2.3,60.6,3
E00062741,0.7,3.4,93.2,2.7
E00062742,2.2,2.2,94,1.5
E00062743,20.4,3.5,63.7,12.4
E00062744,3.1,22.7,66.4,7.8
E00062745,25.4,6,59,9.7
