areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00049363,5.2,20,67,7.8
E00049365,0.8,15.3,79.7,4.2
E00049366,0,30,65.4,4.6
E00049368,0,13.7,74.8,11.5
E00049369,0.9,49.1,45.4,4.6
E00049370,2.3,19.5,71.4,6.8
E00049374,5.5,43,51.5,0
E00049375,0.7,30.3,60,9
E00049376,9.5,30.2,56,4.3
E00049378,2,6.5,86.3,5.2
E00049379,2.4,22.8,67.5,7.3
E00049380,1.7,7,76.5,14.8
E00049381,0.8,34.5,62.2,2.5
E00049382,7,35.9,50.8,6.3
E00049383,13.8,10.9,47.8,27.5
E00049384,2.5,20.5,71.3,5.7
E00049385,0,7.2,82.6,10.1
E00049386,0,7,88.3,4.7
E00049387,0,8.8,75.5,15.7
E00049388,1.6,7.1,78.7,12.6
E00049389,6.3,18,48.4,27.3
E00049390,0.8,12,73.6,13.6
E00049391,33.8,2.3,52.3,11.5
E00049392,6.8,7.6,80.3,5.3
E00049393,3.3,3.3,90.2,3.3
E00049394,0,49.2,39.8,10.9
E00049395,1.2,26.8,32.9,39
E00049396,0,33.1,51.5,15.4
E00049397,2.6,16.4,44,37.1
E00049444,0.9,8.6,81,9.5
E00049446,38.7,19.7,35.9,5.6
E00049447,0.8,7.4,74.6,17.2
E00049448,2.2,10.2,75.2,12.4
E00049449,2.8,25,60.4,11.8
E00049466,0,3.8,63.8,32.4
E00049468,2.7,6.4,88.2,2.7
E00049469,1.6,3.2,88.9,6.3
E00049470,8.3,11.7,71.7,8.3
E00049471,1.8,0.9,57.7,39.6
E00049473,0.8,14.8,74.2,10.2
E00049474,21.3,13.1,47.5,18
E00049475,20.3,23.2,39.5,16.9
E00049476,0,1.7,92.5,5.8
E00049482,5.4,47.8,29.6,17.2
E00049512,0,21.4,37.3,41.3
E00049775,10.8,21.6,35.8,31.8
E00049776,3.4,34.5,60.5,1.7
E00049777,31.6,25.8,36.1,6.5
E00049778,10,3.3,79.2,7.5
E00049779,0.8,0.8,86,12.4
E00049780,8.5,48.8,28.7,14
E00049782,35.9,19.3,40.7,4.1
E00049785,15.7,40.9,33.1,10.2
E00049786,17.2,42.1,34.5,6.2
E00049787,17.1,20.4,60.5,2
E00049788,6,13.5,77.4,3
E00049789,2.9,25.7,63.8,7.6
E00049791,32.7,14,51.4,1.9
E00049793,27.4,44.6,24.2,3.8
E00049794,15.6,5.9,69.6,8.9
E00049795,0.8,24.6,70.8,3.8
E00049796,21.2,19.5,48.7,10.6
E00049797,13.9,22.2,43,20.9
E00049798,0.8,18.6,65.1,15.5
E00049799,41.3,21.4,19.8,17.5
E00049800,15.5,14.7,56.9,12.9
E00049801,4.3,17.1,68.4,10.3
E00049803,5.4,3.1,78.3,13.2
E00049936,1.1,15.8,64.2,18.9
E00049942,7.6,21,67.6,3.8
E00049943,0,1.6,95.2,3.2
E00049944,9.7,42.8,29.7,17.9
E00049945,13.7,30.8,47.9,7.5
E00049946,0,5.5,78.8,15.8
E00049947,4.3,10.9,80.4,4.3
E00049948,0,12.4,76.9,10.7
E00049949,0.8,50.8,29.5,18.9
E00049950,8.9,14.5,49.2,27.4
E00049951,0,12.1,76.6,11.2
E00049952,12.9,63.6,20.7,2.9
E00049953,11.1,10.1,71.7,7.1
E00049954,12.1,36.3,45.2,6.5
E00049967,7,21.9,65.6,5.5
E00049968,7.3,25.2,50.4,17.1
E00049969,23.9,13.4,50.7,11.9
E00049973,38.1,13.7,47.5,0.7
E00049974,1.7,9.4,81.2,7.7
E00049975,28.5,30.2,33.7,7.6
E00049977,3,44.2,44.2,8.7
E00049980,0.8,26.6,57,15.6
E00049981,30.3,29.4,36.7,3.7
E00049982,26.7,19.3,37,17
E00049983,59,15.3,20.8,4.9
E00049989,5.8,89.1,4.5,0.6
E00049990,25.7,28.3,44.2,1.8
E00049992,63,22.1,11,3.9
E00049993,54.7,17.6,24.3,3.4
E00049994,34.1,42.2,22.2,1.5
E00049996,22,26.4,42.8,8.8
E00049997,21.7,55.3,19.9,3.1
E00049999,41.1,27.4,28.1,3.4
E00050000,12.9,37.9,37.1,12.1
E00050002,0,4.4,85.4,10.2
E00050005,1,6.9,64.7,27.5
E00050010,0.7,4.2,87.4,7.7
E00050011,7.3,28.7,54,10
E00050013,2.1,25.5,57.9,14.5
E00050014,7.4,47.4,36.8,8.4
E00050015,0,11.4,67.5,21.1
E00050016,1.7,4.2,87.3,6.8
E00050017,29.9,12.3,44.2,13.6
E00050018,1.6,15.5,61.2,21.7
E00050019,18.3,7,68.7,6.1
E00050020,11.3,27.8,59.4,1.5
E00050021,8.4,22.9,61.1,7.6
E00050022,2.4,20.5,57.5,19.7
E00050023,16.1,36.6,42.2,5
E00050024,16.8,19,54,10.2
E00050025,0.7,35.6,56.3,7.4
E00050026,2.4,19.2,59.2,19.2
E00050027,0,11.7,40.8,47.5
E00050028,10.9,48.3,27.2,13.6
E00050029,1,40.4,42.3,16.3
E00050030,0.7,21.6,59.5,18.3
E00050031,0,12.5,62.5,25
E00050032,4,19.3,60.7,16
E00050033,0.9,2.7,84.5,11.8
E00050034,0,44.6,52.7,2.7
E00050035,1.5,40.4,56.6,1.5
E00050036,17.7,42.3,32.3,7.7
E00050037,5.9,16.8,73.9,3.4
E00050038,7.1,57.7,34,1.3
E00050039,7.8,16.3,59.6,16.3
E00050040,7.2,48,38.4,6.4
E00050041,0,5.9,83.1,11
E00050042,19.8,13.9,38.6,27.7
E00050043,22.3,12.2,58.3,7.2
E00050044,22,44.9,26.8,6.3
E00050046,37.3,9.7,42.5,10.4
E00050047,58.8,7.6,26.7,6.9
E00050048,1.7,20.3,64.4,13.6
E00050049,0.9,81.4,15.9,1.8
E00050051,8.4,3.7,71,16.8
E00050052,0,1.8,82,16.2
E00050053,59.7,23.5,13.4,3.4
E00050054,0,39.1,51.8,9.1
E00050055,0.8,0,47.6,51.6
E00050224,0.9,50.4,47,1.7
E00050225,5,2.5,91.6,0.8
E00050227,3.8,26.3,67.7,2.3
E00050228,23.9,37.2,36.1,2.8
E00050229,15.1,21.4,54,9.5
E00050230,5.6,11.9,77.6,4.9
E00050231,0.9,32.5,56.1,10.5
E00050232,0,11.8,76.4,11.8
E00050233,0,5.2,90.3,4.5
E00050234,2.4,7.2,81.6,8.8
E00050235,6.5,18.5,69.4,5.6
E00050261,0.9,49.1,39.5,10.5
E00050262,20.4,20.4,54.9,4.4
E00050264,5.1,91.2,3.7,0
E00050265,25.2,11.5,55,8.4
E00050266,21.7,25.9,29.5,22.9
E00050464,0,2.3,89.8,7.8
E00050465,2.7,5.4,81.3,10.7
E00050466,0,39.7,44.6,15.7
E00050468,17.4,17.4,41.9,23.2
E00050469,3.2,8,81.6,7.2
E00050470,0.8,26.4,65.9,7
E00050471,26.1,69.1,4.2,0.6
E00050473,24.8,3.4,59.8,12
E00050474,0.8,13.6,73.6,12
E00050475,5.8,61.2,27.2,5.8
