areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00049363,21.1,26.3,23.7,28.9
E00049365,15.1,48.7,24.4,11.8
E00049366,31.3,26.7,19.1,22.9
E00049368,17.1,45,24,14
E00049369,22.2,37,22.2,18.5
E00049370,26.5,25.8,25,22.7
E00049374,23,26.1,24.8,26.1
E00049375,15.2,20.7,19.3,44.8
E00049376,25.9,27.6,23.3,23.3
E00049378,17,26.8,13.7,42.5
E00049379,12.5,28.3,27.5,31.7
E00049380,20.7,20.7,19,39.7
E00049381,22.7,34.5,20.2,22.7
E00049382,23.3,35.7,12.4,28.7
E00049383,33.3,27.5,18.8,20.3
E00049384,24.6,24.6,18.9,32
E00049385,15.9,30.4,25.4,28.3
E00049386,18.3,23.8,19.8,38.1
E00049387,23.5,33.3,15.7,27.5
E00049388,24,31.1,21.3,23.5
E00049389,24.4,37,17.3,21.3
E00049390,21.8,28.2,20.2,29.8
E00049391,40,19.2,19.2,21.5
E00049392,30.2,25.6,16.3,27.9
E00049393,25.4,25.4,20.5,28.7
E00049394,28.6,38.9,13.5,19
E00049395,11.2,25.5,25.5,37.9
E00049396,29.4,35.3,15.4,19.9
E00049397,11,25.4,23.7,39.8
E00049444,16.5,47,17.4,19.1
E00049446,55.6,16.9,12.7,14.8
E00049447,17.9,36.6,17.9,27.6
E00049448,27.6,38.8,15.7,17.9
E00049449,21.8,38.7,13.4,26.1
E00049466,19.2,40.4,21.2,19.2
E00049468,18.2,35.5,20.9,25.5
E00049469,31.2,40,12.8,16
E00049470,23.3,38.3,16.7,21.7
E00049471,15.5,35.5,16.4,32.7
E00049473,22,28,28,22
E00049474,39,35.8,5.7,19.5
E00049475,57.1,25.4,9,8.5
E00049476,16.2,35.9,19.7,28.2
E00049482,33.3,34.3,18.6,13.7
E00049512,12.6,40.2,20.5,26.8
E00049775,23.6,41.2,15.5,19.6
E00049776,24.6,31.4,26.3,17.8
E00049777,46.8,26,11.7,15.6
E00049778,23.1,22.3,19,35.5
E00049779,14.4,30.5,16.1,39
E00049780,29,28.2,17.6,25.2
E00049782,45.5,24.1,15.9,14.5
E00049785,36.2,27.6,16.5,19.7
E00049786,31.5,35,13.3,20.3
E00049787,42.9,22.7,12.3,22.1
E00049788,19.1,25,19.9,36
E00049789,29.5,50.5,10.5,9.5
E00049791,52.4,20,15.2,12.4
E00049793,52.5,22.2,13.3,12
E00049794,31.9,24.6,15.9,27.5
E00049795,21.4,43.5,19.1,16
E00049796,34.2,22.8,7.9,35.1
E00049797,39.5,15.4,16,29
E00049798,19.5,18.8,21.1,40.6
E00049799,57.6,18.4,10.4,13.6
E00049800,33,18.3,17.4,31.3
E00049801,27.4,39.3,17.1,16.2
E00049803,11.7,27.3,25,35.9
E00049936,15.3,31.6,14.3,38.8
E00049942,28.6,33.3,18.1,20
E00049943,26.6,29.8,15.3,28.2
E00049944,38.5,39.2,12.6,9.8
E00049945,32,33.3,19.7,15
E00049946,33.8,33.8,14.5,17.9
E00049947,25.5,26.3,19.7,28.5
E00049948,19.2,34.2,24.2,22.5
E00049949,33.6,28.6,18.5,19.3
E00049950,21,46,18.5,14.5
E00049951,15,33.6,16.8,34.6
E00049952,38.5,29.4,13.3,18.9
E00049953,20.4,28.6,24.5,26.5
E00049954,36.9,35.2,12.3,15.6
E00049967,22.5,35.7,21.7,20.2
E00049968,23.6,43.1,13.8,19.5
E00049969,29.9,37.3,14.2,18.7
E00049973,43.2,30.2,14.4,12.2
E00049974,16.8,23.5,26.1,33.6
E00049975,41.8,24.7,15.3,18.2
E00049977,25.8,39.3,16.6,18.3
E00049980,19.5,39.8,19.5,21.1
E00049981,43.2,31.5,19.8,5.4
E00049982,42.5,16.4,11.2,29.9
