geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00074458,97.4,2.6,0,0,0
E00074459,93.9,6.1,0,0,0
E00074460,96.3,2.9,0.8,0,0
E00074461,93.2,4.7,1.3,0.5,0.3
E00074462,96.9,3.1,0,0,0
E00074463,98.9,0.6,0,0.2,0.2
E00074464,93.4,5.6,0.3,0.3,0.3
E00074465,97,3,0,0,0
E00074466,96.7,3,0.2,0,0
E00074467,91.5,3.5,1.3,1.9,1.9
E00074468,91.7,5.1,0.5,0.5,2.3
E00074469,92.2,4.6,3.2,0,0
E00074470,96.6,1.8,0.3,0.5,0.8
E00074471,93.4,5.7,0.9,0,0
E00074472,94.6,3.6,1.3,0,0.4
E00074473,84.9,4.8,0.6,0.6,9.1
E00074474,95.9,3.8,0.3,0,0
E00074475,88.6,8.7,0,0,2.7
E00074476,94.3,5.3,0,0.4,0
E00074477,95.5,2.7,0,1.1,0.7
E00074478,98.6,1.4,0,0,0
E00074479,96.3,3,0.7,0,0
E00074480,96.2,2.9,0,0.4,0.4
E00074481,95.5,3,0,0,1.5
E00074482,96.7,3,0.4,0,0
E00074483,94.4,5.6,0,0,0
E00074484,98.5,1.5,0,0,0
E00074485,92.2,5.9,1.6,0.3,0
E00074587,97.5,1.7,0,0.6,0.3
E00074607,95.3,4.4,0,0,0.2
E00074608,97.1,2.6,0,0.4,0
E00074609,97.5,1.5,0,1,0
E00074610,93.9,4.2,0.8,0,1.1
E00074611,96.8,2.4,0.4,0.4,0
E00074612,97.2,2.8,0,0,0
E00074613,96.7,2.3,0.7,0.3,0
E00074614,95.3,3.8,0.9,0,0
E00074615,91.1,6.4,2.5,0,0
E00074616,89.3,6.1,1.8,0.7,2.1
E00074617,95.3,3,1.5,0,0.2
E00074618,94.8,4,1.2,0,0
E00074619,97.5,1.8,0,0.7,0
E00074620,96.9,2.4,0,0.7,0
E00074623,94.2,5.5,0,0,0.3
E00074625,94.7,3.4,0.9,0.9,0
E00074626,97.4,2.6,0,0,0
E00074627,93.8,3.4,0.9,1.9,0
E00074629,93.5,3.8,1.9,0.8,0
E00074630,94.4,4,1.1,0.5,0
E00074631,96,3.3,0,0.7,0
E00074633,96.4,1.2,1.7,0,0.7
E00074634,97.4,1.3,0.5,0,0.8
E00074635,93.9,5.6,0.5,0,0
E00074636,96.8,2.4,0.9,0,0
E00074637,93.9,2.7,1.6,1.8,0
E00074764,82.8,8.6,3.1,2,3.5
E00074765,75,12.5,4.4,4,4
E00074766,68.3,11.7,9.1,8.3,2.6
E00074767,78.2,10.2,4.1,5.1,2.4
E00074768,76.2,7.9,7.3,5.6,3
E00074769,83.1,8.6,3,2.1,3.3
E00074770,57.9,16.3,8.1,14.5,3.2
E00074771,65.7,12.6,6.6,7.7,7.4
E00074772,63.3,13.8,11.1,5.6,6.2
E00074773,87.6,7.8,2.3,2.3,0
E00074774,74.7,11,8.3,2.2,3.9
E00074775,83.5,8.9,6.3,0.9,0.4
E00074776,91.3,4.3,0.9,0.9,2.6
E00074777,80.8,8.5,6.1,3.8,0.9
E00074778,81.4,5.4,4.1,2.7,6.3
E00074779,82.8,7.6,2.9,4.4,2.3
E00074780,83.5,6.5,5,2.5,2.5
E00074781,70.9,10.5,6.5,7.6,4.4
E00074782,59.6,8.1,11.9,11.9,8.4
E00074783,69.4,13.9,9.3,3.7,3.7
E00074784,77.2,8.5,5.4,7.6,1.3
E00074785,86.6,8.8,2.7,1.9,0
E00074786,79.3,8.9,4.8,3.2,3.8
E00074787,78.2,9,4.4,4,4.4
E00074788,94,4,0,0,2
E00074789,92.4,6.6,0.5,0.5,0
E00074790,92.4,5.9,0.9,0.6,0.3
E00074791,93.2,3.9,2.9,0,0
E00074792,88.9,7.7,0,1.7,1.7
E00074793,95.8,4.2,0,0,0
E00074794,95.6,4,0,0.4,0
E00074795,95.4,4.2,0,0,0.4
E00074796,81.6,9.8,3.9,1.3,3.3
E00074797,83.5,6.4,4.5,5.6,0
E00074798,89.8,5.8,2,0.7,1.6
E00074799,84.5,6.7,4.4,4.4,0
E00074800,85.4,7,5.3,2,0.3
E00074801,84.7,8.6,1.6,3.5,1.6
E00074802,88.1,7.3,1.4,1.8,1.4
E00074803,89.1,6.5,0.4,1.6,2.4
E00074804,82.3,7.4,3.3,2.7,4.3
E00074805,79.7,10.6,5.9,2.5,1.3
E00074806,84.5,3.5,6.6,2.3,3.1
E00074807,90.3,5.1,2.1,1.7,0.8
E00074808,95.7,3.9,0,0,0.4
