geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00074458,83.1,0,16.9
E00074459,80.1,1.7,18.2
E00074460,80.7,1.2,18
E00074461,83.9,2.6,13.5
E00074462,66.3,1.3,32.5
E00074463,88.5,0.4,11
E00074464,76.4,3.5,20.1
E00074465,84.3,1.7,14
E00074466,83.4,0.9,15.7
E00074467,85.4,6.7,7.9
E00074468,88.4,4.6,6.9
E00074469,80,4.1,15.9
E00074470,88,2.6,9.4
E00074471,83.5,1.6,14.9
E00074472,91.6,0.4,8
E00074473,86,11.1,2.8
E00074474,91.5,3.3,5.2
E00074475,87.8,6.1,6.1
E00074476,92,1.1,6.8
E00074477,83.5,1.8,14.7
E00074478,89.8,1.1,9.2
E00074479,89.9,3.4,6.7
E00074480,87.4,1.3,11.3
E00074481,82.8,1.5,15.7
E00074482,87.7,1.5,10.8
E00074483,86.3,1.8,11.8
E00074484,89.8,1.1,9.1
E00074485,78.4,3.8,17.8
E00074587,72.2,1.4,26.4
E00074607,83.5,2.7,13.8
E00074608,88.6,1.1,10.3
E00074609,88.1,1,10.9
E00074610,82,3.8,14.3
E00074611,88,1.6,10.4
E00074612,82.2,1,16.8
E00074613,88.4,0.7,10.9
E00074614,88.1,0.9,11
E00074615,74.5,6.7,18.8
E00074616,80,6.1,13.9
E00074617,92.1,0.5,7.4
E00074618,81.7,2,16.3
E00074619,81.4,0.7,17.9
E00074620,82.3,2.7,15
E00074623,78,1.8,20.2
E00074625,85.8,3.1,11.1
E00074626,77.5,0,22.5
E00074627,82.9,3,14.1
E00074629,88.2,3.8,8
E00074630,83.1,2.7,14.2
E00074631,89.1,1.9,9
E00074633,85.9,2.9,11.2
E00074634,86.1,1,12.9
E00074635,90.8,4.1,5.1
E00074636,88.8,1.2,10
E00074637,85,3.9,11.1
E00074764,70.7,11.7,17.6
E00074765,57.6,20.3,22.1
E00074766,46.7,28.8,24.5
E00074767,71.5,14.2,14.2
E00074768,58.4,20.3,21.3
E00074769,65.5,8.9,25.6
E00074770,48.9,34.2,16.9
E00074771,57.7,26.3,16
E00074772,47.5,32.5,20
E00074773,66.7,6.8,26.5
E00074774,52.6,19.4,28
E00074775,72.5,11.3,16.2
E00074776,62.8,5.6,31.6
E00074777,68.8,14.4,16.7
E00074778,64.5,11.4,24.1
E00074779,62.5,11.7,25.8
E00074780,56.9,11.3,31.8
E00074781,58.7,26.2,15.1
E00074782,43.2,35.1,21.7
E00074783,56.3,23.1,20.6
E00074784,67.4,18.1,14.5
E00074785,80.8,7.7,11.5
E00074786,65.5,14.9,19.6
E00074787,62.8,18.8,18.4
E00074788,82.7,1.6,15.7
E00074789,66.1,2.9,31.1
E00074790,84.5,1.8,13.8
E00074791,87.1,2.4,10.5
E00074792,79.3,3,17.7
E00074793,92.4,0,7.6
E00074794,91.7,1.2,7.1
E00074795,80.2,0.4,19.4
E00074796,63,14.3,22.7
E00074797,60.9,14.7,24.4
E00074798,69.5,6.8,23.8
E00074799,77.9,11.1,11.1
E00074800,74.8,10.9,14.2
E00074801,68.7,9.9,21.4
E00074802,76.6,6.9,16.5
E00074803,80.3,8.4,11.2
E00074804,70.3,13.7,16
E00074805,69.6,16.5,13.9
E00074806,70.2,13.3,16.5
E00074807,77.2,7.6,15.2
E00074808,84.9,2.5,12.6
E00074809,84.7,4.7,10.6
E00074810,78.4,6.1,15.5
E00074811,82,6.7,11.3
E00074812,80.2,7.5,12.3
E00074813,87.5,5.5,7
E00074814,86.2,4.4,9.4
E00074815,90.1,2.5,7.4
E00074816,86.5,3.8,9.8
E00074817,87.4,2.2,10.4
E00074818,91.3,2.4,6.2
E00074819,74.6,9.7,15.7
E00074820,62.5,21.5,16
E00074821,64.3,18.5,17.2
E00074823,78.7,9.4,11.9
E00074824,75.2,11.9,12.9
E00074825,68.9,9,22.1
E00074826,70.6,14.2,15.3
E00074828,80.3,8.7,11
E00074829,87.8,0.7,11.5
E00074830,82.7,3.5,13.8
E00074831,82.7,0,17.3
E00074832,80,3.6,16.4
E00074833,88.3,0.7,11.1
E00074834,80.2,1.7,18.2
E00074835,73,9.4,17.6
E00074836,87.5,0.5,12
E00074837,75.9,11,13.1
E00074838,72.7,8,19.3
E00074839,63,6.1,30.9
E00074840,73.8,10.1,16.1
E00074841,71.7,4,24.2
E00074842,85.6,0.7,13.7
E00074843,78.3,2,19.7
E00074844,82.5,9.8,7.7
E00074845,79.8,4.2,16
E00074846,68.9,13,18.1
E00074847,67.1,18.7,14.2
E00074848,66.9,10.4,22.8
E00074849,62.6,16.4,21
E00074850,68.2,10.1,21.7
E00074851,73.1,4.4,22.5
E00074852,74.4,6.2,19.4
E00074853,72.1,16.2,11.7
E00074854,80,2.6,17.4
E00074855,84.6,4,11.4
E00074856,90.7,0,9.3
E00074857,82.4,2,15.5
E00074858,77.1,3.3,19.6
E00074859,83.8,0.7,15.5
E00074860,90.4,2,7.6
E00074861,75.8,6,18.3
E00074862,89.5,1.2,9.4
E00074863,86.3,2.7,10.9
E00074864,81.5,1.3,17.2
E00074865,84.4,3.1,12.5
E00074866,91.7,2.5,5.8
E00074867,88.4,2.3,9.3
E00074868,66.9,4.1,29
E00074869,81,3.5,15.6
E00074870,81,4.4,14.6
E00074871,80.7,3.9,15.5
E00074872,88.1,0.4,11.5
E00074873,88.8,0.4,10.7
E00074874,74.3,3.6,22.1
E00074875,80.4,1.8,17.8
E00074876,84,2.6,13.4
E00074877,74.3,3.7,22.1
E00074878,76,6.7,17.3
E00074879,57.5,7,35.5
E00074880,67.6,9.5,22.9
E00074881,88.6,1.8,9.6
E00074882,82.3,4.5,13.2
E00074883,85.3,5.9,8.8
E00074884,88.4,0.3,11.2
E00074885,82.4,3.4,14.1
E00074886,83.6,3.1,13.3
E00074887,79,1.3,19.7
E00074888,82.9,1.9,15.2
E00074889,80.3,2.5,17.2
E00074890,90.6,2,7.3
E00074891,84.3,2.3,13.4
E00074892,80.2,8.6,11.2
E00074893,88.9,4.2,6.9
E00074894,93.1,1.8,5.1
E00074895,81,3.1,15.9
E00074896,83.3,6.8,10
E00074897,90.5,1.4,8
E00074898,89.5,1.7,8.7
E00074899,88.4,2.4,9.2
E00074900,89,3.2,7.8
E00074901,85.1,0.7,14.2
E00074902,76.2,2,21.8
E00074903,82.8,4.2,13
E00074904,76.2,6.4,17.4
E00074905,82.4,2.6,15
E00074906,73,7.6,19.4
E00074907,60.1,10,29.9
E00074908,69.3,4.4,26.2
E00074909,84.6,0.8,14.6
E00074910,75.7,4.8,19.5
E00074911,79.1,3.6,17.3
E00074912,80.8,5.1,14.1
E00074913,85.9,0.3,13.7
E00074914,91.6,0.4,8
E00074915,88,1.2,10.8
E00074916,82.6,2.8,14.6
E00074917,87,3.7,9.3
E00074918,79.8,4.7,15.5
E00074919,60.2,8.6,31.2
E00074920,51.8,3.6,44.6
E00074921,70.2,11.7,18.1
E00074922,69.9,8.1,22
E00074923,72.5,8.9,18.6
E00074924,59.7,6.4,34
