geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00081235,6,52,14,28
E00081236,9.7,46.2,19.9,24.2
E00081237,8.1,40.4,28.3,23.2
E00081238,6.5,42.3,28.5,22.8
E00081239,12.5,48.8,17.5,21.3
E00081240,20.3,16.3,41.5,22
E00081241,32,18,33,17
E00081242,19.6,27.6,32.8,20
E00081243,19.8,22.3,24,33.9
E00081244,20.8,39.3,27.4,12.5
E00081245,15.5,29.1,36.6,18.8
E00081246,28.6,28,28.6,14.9
E00081247,27,23.9,27.7,21.4
E00081250,37.9,17.2,23.3,21.6
E00081252,23.2,27.2,29.8,19.9
E00081253,21.4,30,24.5,24.1
E00081254,25.8,33.9,24,16.2
E00081256,34.2,28.1,23.7,14
E00081257,22.9,27.1,25.9,24.1
E00081258,33.8,24.5,17.9,23.8
E00081259,40.8,17.3,20.4,21.4
E00081260,29.6,26.4,23.2,20.8
E00081261,36.1,34,16.7,13.2
E00081262,28.8,26.3,21.2,23.7
E00081263,23.4,20.2,34,22.3
E00081264,37.3,23.1,19.4,20.1
E00081265,38.5,23.1,16.3,22.1
E00081266,31,24.6,25.7,18.7
E00081267,33.1,18.5,23.1,25.4
E00081268,35.9,29.5,10.3,24.4
E00081274,16.3,32.6,28.7,22.5
E00081275,13.5,43.3,18.7,24.6
E00081276,19.7,23.2,31.7,25.4
E00081277,11.3,42.1,21,25.6
E00081432,22.5,26.4,39.2,11.9
E00081434,24.5,22.5,41.5,11.5
E00081628,21.3,25.2,24.3,29.2
E00167395,24.3,32.6,22.1,21
E00167396,19.5,31.1,31.8,17.5
E00167397,26.2,29.7,24.5,19.6
E00167398,23.7,32.4,29.5,14.5
E00167399,23,22.5,39,15.5
E00167403,30.5,17.2,37.9,14.3
E00167404,21.7,28.6,40.2,9.5
E00167408,22.3,20.9,43.9,12.8
E00189622,25.3,27.5,26.4,20.9
E00189635,20.4,30.4,24.9,24.3
E00189636,29.1,16.2,41.9,12.8
E00189643,23.8,32,22.7,21.5
E00189658,27.7,28.2,26,18.1
E00189665,25.7,25,31.9,17.4
E00189674,18.3,25.8,45.1,10.8
E00189687,17.3,29.8,31.4,21.5
E00189693,20.4,32.4,26.8,20.4
E00189703,22.8,21.3,38.6,17.3
E00189706,25.4,27.8,22.4,24.4
E00189746,21.9,32.2,28.4,17.5
E00189755,34,26,20,20
E00189758,22.9,34.1,26.3,16.6
E00189760,25.7,20.6,40.4,13.2
E00189780,18.8,21.9,50.8,8.6
E00189783,32.1,28.3,28.3,11.3
E00189792,28.5,23.4,17.5,30.7
