geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00081235,49.8,24.9,9,11.3,5
E00081236,28.8,41.8,6.5,19.4,3.5
E00081237,21.9,42,9.6,20.4,6.1
E00081238,24.9,48.5,6.8,17.7,2.1
E00081239,23,52.1,5.3,15.5,4.2
E00081240,17.6,39.6,5.9,27.3,9.6
E00081241,19.1,42.6,8.6,27.8,1.9
E00081242,9.2,48.3,6.7,34.4,1.4
E00081243,20.9,51.9,6.4,18.7,2.1
E00081244,16.3,47.4,10.7,24.4,1.1
E00081245,12.5,51.4,7.3,27.1,1.8
E00081246,14.6,48.7,8.9,24.7,3.2
E00081247,25,45.9,6.1,19.9,3
E00081250,22.5,56.4,3.2,11.9,6
E00081252,16.1,49.8,8.4,21.5,4.2
E00081253,18,43.5,6.7,28.7,3.2
E00081254,18.6,47.8,7.9,22.9,2.8
E00081256,19.8,49.6,9.1,19.4,2.2
E00081257,15.9,56.1,6.1,19.7,2.3
E00081258,31.2,46.6,6.8,13.4,2.1
E00081259,27.7,49.5,3.8,17.4,1.6
E00081260,17,48.1,8.3,24.8,1.9
E00081261,31.6,42.2,2.7,20.4,3.1
E00081262,25.3,49.3,7.7,15.4,2.3
E00081263,32.2,34.4,10.6,16.7,6.2
E00081264,23.2,49.8,5.7,19.9,1.4
E00081265,26.2,47.7,6.7,11.8,7.7
E00081266,20.8,48.5,5.3,20.8,4.5
E00081267,28,44.9,7.6,16.9,2.5
E00081268,32.7,45.5,7.3,12.7,1.8
E00081274,14.8,39.5,7.6,34.8,3.3
E00081275,23.3,49.5,5.9,21.3,0
E00081276,20.1,46.2,7.7,22.6,3.4
E00081277,21.2,45.3,7.7,22.6,3.2
E00081432,12.6,45.4,2.1,37.7,2.1
E00081434,10.5,41.1,5.6,40.1,2.7
E00081628,17.3,56.5,6.7,18.2,1.2
E00167395,18.3,50.7,6.6,22.1,2.4
E00167396,17.4,49.3,5.6,26.9,0.9
E00167397,12.4,56.9,5,23.3,2.5
E00167398,14.1,49.2,6.5,27.8,2.4
E00167399,9.7,43.7,5.8,39,1.8
E00167403,8.3,53.6,2.9,35.1,0
E00167404,4.8,48.4,5.2,39.5,2
E00167408,11.9,44.7,4.1,36.5,2.7
E00189622,45.1,30.8,9.8,11.7,2.6
E00189635,7.5,55.2,5.4,30.7,1.2
E00189636,12.5,48.9,3.8,32.6,2.3
E00189643,13.1,54.1,4.1,26.1,2.7
E00189658,10.3,28.6,1.7,55.1,4.3
E00189665,13,49.8,5.4,28.3,3.6
E00189674,9.1,45.1,3.4,39.7,2.7
E00189687,12.1,49.6,8.8,26.8,2.6
E00189693,21.6,46.8,4.3,24.7,2.6
E00189703,14.3,40.5,4.8,38.6,1.9
E00189706,18.8,51.1,5.5,21.4,3.2
E00189746,14,45.1,4.7,33.2,3
E00189755,48,25.5,10.3,10.8,5.4
E00189758,13.8,52.7,7.6,23.3,2.5
E00189760,11.1,38,5.6,41.7,3.7
E00189780,13.3,31.9,5.2,47.1,2.4
E00189783,7.9,30.7,5,52.9,3.6
E00189792,22.6,48.1,5.3,20.2,3.7
